"Year","Intent","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2005","Legal Intervention","Non-Hispanic","Minnesota","--","4,918,136","--","--","--"
"2005","Legal Intervention","Non-Hispanic","Mississippi","--","2,845,360","--","--","--"
"2005","Legal Intervention","Non-Hispanic","Missouri","--","5,624,330","--","--","--"
"2005","Legal Intervention","Non-Hispanic","Montana","--","915,949","--","--","--"
"2005","Legal Intervention","Non-Hispanic","Nebraska","--","1,630,030","--","--","--"
"2005","Legal Intervention","Non-Hispanic","Nevada","--","1,861,616","--","--","--"
"2005","Legal Intervention","Non-Hispanic","New Hampshire","0**","1,268,063","0.00**","0.00**","--"
"2005","Legal Intervention","Non-Hispanic","New Jersey","--","7,308,642","--","--","--"
"2005","Legal Intervention","Non-Hispanic","New Mexico","--","1,078,248","--","--","--"
"2005","Legal Intervention","Non-Hispanic","New York","--","16,007,210","--","--","--"
"2005","Legal Intervention","Non-Hispanic","North Carolina","--","8,128,515","--","--","--"
"2005","Legal Intervention","Non-Hispanic","North Dakota","0**","635,292","0.00**","0.00**","--"
"2005","Legal Intervention","Non-Hispanic","Ohio","10**","11,177,132","0.09**","0.09**","280"
"2005","Legal Intervention","Non-Hispanic","Oklahoma","10**","3,297,394","0.30**","0.30**","304"
"2005","Legal Intervention","Non-Hispanic","Oregon","14**","3,251,579","0.43**","0.47**","417"
"2005","Legal Intervention","Non-Hispanic","Pennsylvania","--","11,904,941","--","--","--"
"2005","Legal Intervention","Non-Hispanic","South Carolina","--","4,111,676","--","--","--"
"2005","Legal Intervention","Non-Hispanic","Tennessee","--","5,787,037","--","--","--"
"2005","Legal Intervention","Non-Hispanic","Texas","16**","14,767,376","0.11**","0.11**","438"
"2005","Legal Intervention","Non-Hispanic","Vermont","--","613,461","--","--","--"
"2005","Legal Intervention","Non-Hispanic","Virginia","--","7,094,409","--","--","--"
"2005","Legal Intervention","Non-Hispanic","Washington","12**","5,674,041","0.21**","0.21**","314"
"2005","Legal Intervention","Non-Hispanic","West Virginia","--","1,802,919","--","--","--"
"2005","Legal Intervention","Non-Hispanic","Wisconsin","--","5,280,645","--","--","--"
"2005","Legal Intervention","Hispanic","Arizona","--","1,618,339","--","--","--"
"2005","Legal Intervention","Hispanic","Arkansas","0**","137,148","0.00**","0.00**","--"
"2005","Legal Intervention","Hispanic","California","44","12,619,831","0.35","0.29","1,619"
"2005","Legal Intervention","Hispanic","Colorado","--","892,419","--","--","--"
"2005","Legal Intervention","Hispanic","Florida","--","3,524,067","--","--","--"
"2005","Legal Intervention","Hispanic","Georgia","--","646,959","--","--","--"
"2005","Legal Intervention","Hispanic","Hawaii","0**","104,657","0.00**","0.00**","--"
"2005","Legal Intervention","Hispanic","Maryland","--","350,749","--","--","--"
"2005","Legal Intervention","Hispanic","New Mexico","--","854,026","--","--","--"
"2005","Legal Intervention","Hispanic","Ohio","--","286,188","--","--","--"
"2005","Legal Intervention","Hispanic","Oregon","--","361,623","--","--","--"
"2005","Legal Intervention","Hispanic","Pennsylvania","--","545,049","--","--","--"
"2005","Legal Intervention","Hispanic","Tennessee","--","204,020","--","--","--"
"2005","Legal Intervention","Hispanic","Texas","--","8,010,747","--","--","--"
"2005","Legal Intervention","Hispanic","Utah","--","269,469","--","--","--"
"2005","Legal Intervention","Hispanic","Vermont","0**","7,754","0.00**","0.00**","--"
"2005","Suicide","Non-Hispanic","Alabama","365","4,444,983","8.21","7.90","6,339"
"2005","Suicide","Non-Hispanic","Alaska","86","632,392","13.60","13.93","2,328"
"2005","Suicide","Non-Hispanic","Arizona","429","4,220,738","10.16","9.41","7,105"
"2005","Suicide","Non-Hispanic","Arkansas","256","2,643,949","9.68","9.39","5,014"
"2005","Suicide","Non-Hispanic","California","1,155","23,208,112","4.98","4.53","16,310"
"2005","Suicide","Non-Hispanic","Colorado","355","3,739,469","9.49","9.16","6,428"
"2005","Suicide","Non-Hispanic","Connecticut","107","3,110,633","3.44","3.19","1,801"
"2005","Suicide","Non-Hispanic","Delaware","41","789,775","5.19","5.03","827"
"2005","Suicide","Non-Hispanic","District of Columbia","10**","518,552","1.93**","1.71**","235"
"2005","Suicide","Non-Hispanic","Florida","1,080","14,317,971","7.54","6.76","16,207"
"2005","Suicide","Non-Hispanic","Georgia","576","8,278,963","6.96","7.09","10,167"
"2005","Suicide","Non-Hispanic","Hawaii","18**","1,188,072","1.52**","1.43**","375"
"2005","Suicide","Non-Hispanic","Idaho","156","1,292,896","12.07","12.07","2,893"
"2005","Suicide","Non-Hispanic","Illinois","401","10,817,754","3.71","3.55","6,424"
"2005","Suicide","Non-Hispanic","Indiana","411","5,975,259","6.88","6.72","7,744"
"2005","Suicide","Non-Hispanic","Iowa","169","2,848,038","5.93","5.76","3,420"
"2005","Suicide","Non-Hispanic","Kansas","182","2,504,648","7.27","7.01","3,282"
"2005","Suicide","Non-Hispanic","Kentucky","369","4,087,504","9.03","8.81","7,134"
"2005","Suicide","Non-Hispanic","Louisiana","335","4,427,827","7.57","7.53","7,730"
"2005","Suicide","Non-Hispanic","Maine","100","1,304,480","7.67","7.13","1,491"
"2005","Suicide","Non-Hispanic","Maryland","218","5,241,630","4.16","4.13","4,052"
"2005","Suicide","Non-Hispanic","Massachusetts","111","5,881,303","1.89","1.73","1,485"
"2005","Suicide","Non-Hispanic","Michigan","542","9,658,452","5.61","5.50","10,109"
"2005","Suicide","Non-Hispanic","Minnesota","250","4,918,136","5.08","4.95","5,452"
"2005","Suicide","Non-Hispanic","Mississippi","251","2,845,360","8.82","8.91","5,070"
"2005","Suicide","Non-Hispanic","Missouri","422","5,624,330","7.50","7.28","7,699"
"2005","Suicide","Non-Hispanic","Montana","135","915,949","14.74","14.47","2,740"
"2005","Suicide","Non-Hispanic","Nebraska","100","1,630,030","6.14","6.05","2,185"
"2005","Suicide","Non-Hispanic","Nevada","236","1,861,616","12.68","11.74","3,780"
"2005","Suicide","Non-Hispanic","New Hampshire","78","1,268,063","6.15","5.92","1,193"
"2005","Suicide","Non-Hispanic","New Jersey","134","7,308,642","1.83","1.73","2,200"
"2005","Suicide","Non-Hispanic","New Mexico","129","1,078,248","11.96","11.04","2,007"
"2005","Suicide","Non-Hispanic","New York","437","16,007,210","2.73","2.58","8,005"
"2005","Suicide","Non-Hispanic","North Carolina","623","8,128,515","7.66","7.45","11,485"
"2005","Suicide","Non-Hispanic","North Dakota","49","635,292","7.71","7.20","1,167"
"2005","Suicide","Non-Hispanic","Ohio","663","11,177,132","5.93","5.70","11,636"
"2005","Suicide","Non-Hispanic","Oklahoma","289","3,297,394","8.76","8.53","5,485"
"2005","Suicide","Non-Hispanic","Oregon","308","3,251,579","9.47","8.72","4,971"
"2005","Suicide","Non-Hispanic","Pennsylvania","757","11,904,941","6.36","5.96","13,297"
"2005","Suicide","Non-Hispanic","Rhode Island","19**","953,679","1.99**","1.85**","387"
"2005","Suicide","Non-Hispanic","South Carolina","308","4,111,676","7.49","7.40","6,407"
"2005","Suicide","Non-Hispanic","South Dakota","69","757,944","9.10","8.70","1,446"
"2005","Suicide","Non-Hispanic","Tennessee","546","5,787,037","9.44","9.08","9,342"
"2005","Suicide","Non-Hispanic","Texas","1,195","14,767,376","8.09","7.83","21,827"
"2005","Suicide","Non-Hispanic","Utah","181","2,188,250","8.27","8.88","4,089"
"2005","Suicide","Non-Hispanic","Vermont","36","613,461","5.87","5.58","623"
"2005","Suicide","Non-Hispanic","Virginia","504","7,094,409","7.10","6.85","9,209"
"2005","Suicide","Non-Hispanic","Washington","391","5,674,041","6.89","6.50","7,318"
"2005","Suicide","Non-Hispanic","West Virginia","187","1,802,919","10.37","9.60","3,233"
"2005","Suicide","Non-Hispanic","Wisconsin","300","5,280,645","5.68","5.54","6,155"
"2005","Suicide","Non-Hispanic","Wyoming","55","475,579","11.57","11.07","986"
"2005","Suicide","Hispanic","Alabama","--","124,822","--","--","--"
"2005","Suicide","Hispanic","Alaska","--","34,443","--","--","--"
"2005","Suicide","Hispanic","Arizona","84","1,618,339","5.19","5.37","2,837"
"2005","Suicide","Hispanic","Arkansas","--","137,148","--","--","--"
"2005","Suicide","Hispanic","California","172","12,619,831","1.36","1.53","4,946"
"2005","Suicide","Hispanic","Colorado","41","892,419","4.59","4.62","1,269"
"2005","Suicide","Hispanic","Connecticut","--","396,323","--","--","--"
"2005","Suicide","Hispanic","Delaware","--","55,375","--","--","--"
"2005","Suicide","Hispanic","District of Columbia","0**","48,584","0.00**","0.00**","--"
"2005","Suicide","Hispanic","Florida","77","3,524,067","2.19","2.38","1,375"
"2005","Suicide","Hispanic","Georgia","12**","646,959","1.86**","1.34**","423"
"2005","Suicide","Hispanic","Hawaii","--","104,657","--","--","--"
"2005","Suicide","Hispanic","Idaho","--","135,345","--","--","--"
"2005","Suicide","Hispanic","Illinois","21","1,792,149","1.17","1.56","514"
"2005","Suicide","Hispanic","Indiana","--","303,357","--","--","--"
"2005","Suicide","Hispanic","Iowa","--","116,416","--","--","--"
"2005","Suicide","Hispanic","Kansas","--","240,651","--","--","--"
"2005","Suicide","Hispanic","Kentucky","--","95,238","--","--","--"
"2005","Suicide","Hispanic","Louisiana","--","148,801","--","--","--"
"2005","Suicide","Hispanic","Maine","0**","14,307","0.00**","0.00**","--"
"2005","Suicide","Hispanic","Maryland","--","350,749","--","--","--"
"2005","Suicide","Hispanic","Massachusetts","0**","521,987","0.00**","0.00**","--"
"2005","Suicide","Hispanic","Michigan","12**","392,685","3.06**","3.87**","315"
"2005","Suicide","Hispanic","Minnesota","--","201,462","--","--","--"
"2005","Suicide","Hispanic","Mississippi","0**","60,583","0.00**","0.00**","--"
"2005","Suicide","Hispanic","Missouri","--","165,970","--","--","--"
"2005","Suicide","Hispanic","Montana","0**","24,153","0.00**","0.00**","--"
"2005","Suicide","Hispanic","Nebraska","0**","131,467","0.00**","0.00**","--"
"2005","Suicide","Hispanic","Nevada","20**","570,527","3.51**","4.89**","623"
"2005","Suicide","Hispanic","New Hampshire","--","30,429","--","--","--"
"2005","Suicide","Hispanic","New Jersey","--","1,343,332","--","--","--"
"2005","Suicide","Hispanic","New Mexico","49","854,026","5.74","6.03","1,352"
"2005","Suicide","Hispanic","New York","18**","3,125,400","0.58**","0.66**","400"
"2005","Suicide","Hispanic","North Carolina","--","576,892","--","--","--"
"2005","Suicide","Hispanic","North Dakota","--","10,797","--","--","--"
"2005","Suicide","Hispanic","Ohio","--","286,188","--","--","--"
"2005","Suicide","Hispanic","Oklahoma","12**","251,203","4.78**","4.24**","425"
"2005","Suicide","Hispanic","Oregon","--","361,623","--","--","--"
"2005","Suicide","Hispanic","Pennsylvania","11**","545,049","2.02**","2.55**","286"
"2005","Suicide","Hispanic","Rhode Island","0**","114,237","0.00**","0.00**","--"
"2005","Suicide","Hispanic","South Carolina","--","158,474","--","--","--"
"2005","Suicide","Hispanic","South Dakota","--","17,549","--","--","--"
"2005","Suicide","Hispanic","Tennessee","--","204,020","--","--","--"
"2005","Suicide","Hispanic","Texas","182","8,010,747","2.27","2.55","5,337"
"2005","Suicide","Hispanic","Utah","--","269,469","--","--","--"
"2005","Suicide","Hispanic","Vermont","0**","7,754","0.00**","0.00**","--"
"2005","Suicide","Hispanic","Virginia","--","482,696","--","--","--"
"2005","Suicide","Hispanic","Washington","--","583,264","--","--","--"
"2005","Suicide","Hispanic","West Virginia","--","17,573","--","--","--"
"2005","Suicide","Hispanic","Wisconsin","--","265,521","--","--","--"
"2005","Suicide","Hispanic","Wyoming","--","38,578","--","--","--"
"2005","Suicide","Unknown","Arizona","--","--","--","--","--"
"2005","Suicide","Unknown","California","--","--","--","--","--"
"2005","Suicide","Unknown","Florida","--","--","--","--","--"
"2005","Suicide","Unknown","Georgia","--","--","--","--","--"
"2005","Suicide","Unknown","Illinois","--","--","--","--","--"
"2005","Suicide","Unknown","Kansas","--","--","--","--","--"
"2005","Suicide","Unknown","Kentucky","--","--","--","--","--"
"2005","Suicide","Unknown","Louisiana","--","--","--","--","--"
"2005","Suicide","Unknown","Missouri","--","--","--","--","--"
"2005","Suicide","Unknown","Nevada","--","--","--","--","--"
"2005","Suicide","Unknown","New York","--","--","--","--","--"
"2005","Suicide","Unknown","North Dakota","--","--","--","--","--"
"2005","Suicide","Unknown","Ohio","--","--","--","--","--"
"2005","Suicide","Unknown","Oklahoma","--","--","--","--","--"
"2005","Suicide","Unknown","Oregon","--","--","--","--","--"
"2005","Suicide","Unknown","South Carolina","--","--","--","--","--"
"2005","Suicide","Unknown","Tennessee","--","--","--","--","--"
"2005","Suicide","Unknown","Texas","--","--","--","--","--"
"2005","Suicide","Unknown","Virginia","--","--","--","--","--"
"2005","Undetermined","Non-Hispanic","Alabama","--","4,444,983","--","--","--"
"2005","Undetermined","Non-Hispanic","Alaska","--","632,392","--","--","--"
"2005","Undetermined","Non-Hispanic","Arizona","11**","4,220,738","0.26**","0.25**","336"
"2005","Undetermined","Non-Hispanic","Arkansas","--","2,643,949","--","--","--"
"2005","Undetermined","Non-Hispanic","California","--","23,208,112","--","--","--"
"2005","Undetermined","Non-Hispanic","Colorado","--","3,739,469","--","--","--"
"2005","Undetermined","Non-Hispanic","Florida","--","14,317,971","--","--","--"
"2005","Undetermined","Non-Hispanic","Georgia","--","8,278,963","--","--","--"
"2005","Undetermined","Non-Hispanic","Hawaii","--","1,188,072","--","--","--"
"2005","Undetermined","Non-Hispanic","Illinois","--","10,817,754","--","--","--"
"2005","Undetermined","Non-Hispanic","Indiana","--","5,975,259","--","--","--"
"2005","Undetermined","Non-Hispanic","Kansas","--","2,504,648","--","--","--"
"2005","Undetermined","Non-Hispanic","Kentucky","--","4,087,504","--","--","--"
"2005","Undetermined","Non-Hispanic","Louisiana","--","4,427,827","--","--","--"
"2005","Undetermined","Non-Hispanic","Maine","0**","1,304,480","0.00**","0.00**","--"
"2005","Undetermined","Non-Hispanic","Maryland","--","5,241,630","--","--","--"
"2005","Undetermined","Non-Hispanic","Massachusetts","0**","5,881,303","0.00**","0.00**","--"
"2005","Undetermined","Non-Hispanic","Michigan","--","9,658,452","--","--","--"
"2005","Undetermined","Non-Hispanic","Minnesota","--","4,918,136","--","--","--"
"2005","Undetermined","Non-Hispanic","Mississippi","--","2,845,360","--","--","--"
"2005","Undetermined","Non-Hispanic","Missouri","--","5,624,330","--","--","--"
"2005","Undetermined","Non-Hispanic","Montana","--","915,949","--","--","--"
"2005","Undetermined","Non-Hispanic","Nebraska","--","1,630,030","--","--","--"
"2005","Undetermined","Non-Hispanic","Nevada","--","1,861,616","--","--","--"
"2005","Undetermined","Non-Hispanic","New Jersey","--","7,308,642","--","--","--"
"2005","Undetermined","Non-Hispanic","New Mexico","--","1,078,248","--","--","--"
"2005","Undetermined","Non-Hispanic","New York","--","16,007,210","--","--","--"
"2005","Undetermined","Non-Hispanic","North Carolina","--","8,128,515","--","--","--"
"2005","Undetermined","Non-Hispanic","North Dakota","0**","635,292","0.00**","0.00**","--"
"2005","Undetermined","Non-Hispanic","Ohio","--","11,177,132","--","--","--"
"2005","Undetermined","Non-Hispanic","Oklahoma","--","3,297,394","--","--","--"
"2005","Undetermined","Non-Hispanic","Oregon","--","3,251,579","--","--","--"
"2005","Undetermined","Non-Hispanic","Pennsylvania","10**","11,904,941","0.08**","0.09**","406"
"2005","Undetermined","Non-Hispanic","South Carolina","--","4,111,676","--","--","--"
"2005","Undetermined","Non-Hispanic","Tennessee","14**","5,787,037","0.24**","0.24**","219"
"2005","Undetermined","Non-Hispanic","Texas","11**","14,767,376","0.07**","0.07**","321"
"2005","Undetermined","Non-Hispanic","Utah","--","2,188,250","--","--","--"
"2005","Undetermined","Non-Hispanic","Virginia","10**","7,094,409","0.14**","0.14**","319"
"2005","Undetermined","Non-Hispanic","Washington","--","5,674,041","--","--","--"
"2005","Undetermined","Non-Hispanic","West Virginia","--","1,802,919","--","--","--"
"2005","Undetermined","Non-Hispanic","Wisconsin","--","5,280,645","--","--","--"
"2005","Undetermined","Hispanic","Arizona","10**","1,618,339","0.62**","0.54**","370"
"2005","Undetermined","Hispanic","Arkansas","--","137,148","--","--","--"
"2005","Undetermined","Hispanic","California","--","12,619,831","--","--","--"
"2005","Undetermined","Hispanic","Colorado","--","892,419","--","--","--"
"2005","Undetermined","Hispanic","Idaho","--","135,345","--","--","--"
"2005","Undetermined","Hispanic","Illinois","--","1,792,149","--","--","--"
"2005","Undetermined","Hispanic","Michigan","--","392,685","--","--","--"
"2005","Undetermined","Hispanic","Minnesota","0**","201,462","0.00**","0.00**","--"
"2005","Undetermined","Hispanic","Mississippi","0**","60,583","0.00**","0.00**","--"
"2005","Undetermined","Hispanic","New York","--","3,125,400","--","--","--"
"2005","Undetermined","Hispanic","Texas","--","8,010,747","--","--","--"
"2005","Undetermined","Unknown","Ohio","--","--","--","--","--"
"2005","Undetermined","Unknown","Oregon","--","--","--","--","--"
"2004","Unintentional","Non-Hispanic","Alabama","30","4,417,445","0.68","0.69","986"
"2004","Unintentional","Non-Hispanic","Arizona","11**","4,111,398","0.27**","0.29**","380"
"2004","Unintentional","Non-Hispanic","Arkansas","16**","2,624,583","0.61**","0.59**","390"
"2004","Unintentional","Non-Hispanic","California","31","23,239,009","0.13","0.13","906"
"2004","Unintentional","Non-Hispanic","Colorado","--","3,710,269","--","--","--"
"2004","Unintentional","Non-Hispanic","Connecticut","--","3,113,182","--","--","--"
"2004","Unintentional","Non-Hispanic","Delaware","--","779,529","--","--","--"
"2004","Unintentional","Non-Hispanic","District of Columbia","--","519,511","--","--","--"
"2004","Unintentional","Non-Hispanic","Florida","19**","14,084,049","0.14**","0.14**","571"
"2004","Unintentional","Non-Hispanic","Georgia","24","8,166,678","0.29","0.30","560"
"2004","Unintentional","Non-Hispanic","Idaho","--","1,264,494","--","--","--"
"2004","Unintentional","Non-Hispanic","Illinois","18**","10,842,501","0.17**","0.16**","455"
"2004","Unintentional","Non-Hispanic","Indiana","14**","5,949,791","0.24**","0.23**","530"
"2004","Unintentional","Non-Hispanic","Iowa","--","2,843,863","--","--","--"
"2004","Unintentional","Non-Hispanic","Kansas","--","2,504,249","--","--","--"
"2004","Unintentional","Non-Hispanic","Kentucky","15**","4,058,894","0.37**","0.36**","278"
"2004","Unintentional","Non-Hispanic","Louisiana","41","4,412,500","0.93","0.91","1,070"
"2004","Unintentional","Non-Hispanic","Maine","0**","1,300,224","0.00**","0.00**","--"
"2004","Unintentional","Non-Hispanic","Maryland","11**","5,224,040","0.21**","0.22**","366"
"2004","Unintentional","Non-Hispanic","Massachusetts","--","5,905,992","--","--","--"
"2004","Unintentional","Non-Hispanic","Michigan","14**","9,674,165","0.15**","0.15**","592"
"2004","Unintentional","Non-Hispanic","Minnesota","--","4,897,419","--","--","--"
"2004","Unintentional","Non-Hispanic","Mississippi","18**","2,833,276","0.64**","0.65**","514"
"2004","Unintentional","Non-Hispanic","Missouri","16**","5,591,693","0.29**","0.28**","449"
"2004","Unintentional","Non-Hispanic","Montana","--","907,243","--","--","--"
"2004","Unintentional","Non-Hispanic","Nebraska","--","1,624,703","--","--","--"
"2004","Unintentional","Non-Hispanic","Nevada","--","1,814,559","--","--","--"
"2004","Unintentional","Non-Hispanic","New Hampshire","--","1,261,341","--","--","--"
"2004","Unintentional","Non-Hispanic","New Jersey","10**","7,329,810","0.14**","0.15**","322"
"2004","Unintentional","Non-Hispanic","New Mexico","--","1,069,086","--","--","--"
"2004","Unintentional","Non-Hispanic","New York","22","16,079,274","0.14","0.14","538"
"2004","Unintentional","Non-Hispanic","North Carolina","23","8,018,788","0.29","0.29","712"
"2004","Unintentional","Non-Hispanic","North Dakota","--","634,346","--","--","--"
"2004","Unintentional","Non-Hispanic","Ohio","19**","11,180,453","0.17**","0.17**","652"
"2004","Unintentional","Non-Hispanic","Oklahoma","10**","3,289,101","0.30**","0.30**","264"
"2004","Unintentional","Non-Hispanic","Oregon","10**","3,225,786","0.31**","0.30**","265"
"2004","Unintentional","Non-Hispanic","Pennsylvania","26","11,900,369","0.22","0.22","694"
"2004","Unintentional","Non-Hispanic","Rhode Island","0**","963,563","0.00**","0.00**","--"
"2004","Unintentional","Non-Hispanic","South Carolina","17**","4,066,815","0.42**","0.42**","586"
"2004","Unintentional","Non-Hispanic","South Dakota","--","754,025","--","--","--"
"2004","Unintentional","Non-Hispanic","Tennessee","38","5,726,854","0.66","0.67","972"
"2004","Unintentional","Non-Hispanic","Texas","47","14,644,028","0.32","0.32","1,267"
"2004","Unintentional","Non-Hispanic","Utah","--","2,146,716","--","--","--"
"2004","Unintentional","Non-Hispanic","Vermont","--","612,576","--","--","--"
"2004","Unintentional","Non-Hispanic","Virginia","16**","7,026,274","0.23**","0.23**","521"
"2004","Unintentional","Non-Hispanic","Washington","10**","5,625,498","0.18**","0.17**","301"
"2004","Unintentional","Non-Hispanic","West Virginia","--","1,800,237","--","--","--"
"2004","Unintentional","Non-Hispanic","Wisconsin","--","5,263,029","--","--","--"
"2004","Unintentional","Non-Hispanic","Wyoming","--","472,105","--","--","--"
"2004","Unintentional","Hispanic","Alabama","--","113,284","--","--","--"
"2004","Unintentional","Hispanic","Alaska","0**","32,925","0.00**","0.00**","--"
"2004","Unintentional","Hispanic","Arizona","--","1,541,006","--","--","--"
"2004","Unintentional","Hispanic","Arkansas","0**","125,103","0.00**","0.00**","--"
"2004","Unintentional","Hispanic","California","19**","12,335,567","0.15**","0.13**","729"
"2004","Unintentional","Hispanic","Florida","--","3,331,269","--","--","--"
"2004","Unintentional","Hispanic","Kansas","--","230,124","--","--","--"
"2004","Unintentional","Hispanic","Kentucky","--","87,207","--","--","--"
"2004","Unintentional","Hispanic","Nevada","--","531,663","--","--","--"
"2004","Unintentional","Hispanic","New Mexico","--","834,722","--","--","--"
"2004","Unintentional","Hispanic","Ohio","--","271,798","--","--","--"
"2004","Unintentional","Hispanic","Texas","16**","7,749,995","0.21**","0.24**","424"
"2004","Unintentional","Hispanic","Utah","--","254,864","--","--","--"
"2004","Unintentional","Hispanic","Washington","--","553,147","--","--","--"
"2004","Homicide","Non-Hispanic","Alabama","257","4,417,445","5.82","5.95","7,835"
"2004","Homicide","Non-Hispanic","Alaska","20**","626,274","3.19**","3.06**","665"
"2004","Homicide","Non-Hispanic","Arizona","165","4,111,398","4.01","4.04","4,699"
"2004","Homicide","Non-Hispanic","Arkansas","136","2,624,583","5.18","5.25","3,693"
"2004","Homicide","Non-Hispanic","California","968","23,239,009","4.17","4.24","32,976"
"2004","Homicide","Non-Hispanic","Colorado","84","3,710,269","2.26","2.24","2,601"
"2004","Homicide","Non-Hispanic","Connecticut","50","3,113,182","1.61","1.80","1,717"
"2004","Homicide","Non-Hispanic","Delaware","25","779,529","3.21","3.23","938"
"2004","Homicide","Non-Hispanic","District of Columbia","137","519,511","26.37","23.97","5,226"
"2004","Homicide","Non-Hispanic","Florida","556","14,084,049","3.95","4.31","17,805"
"2004","Homicide","Non-Hispanic","Georgia","380","8,166,678","4.65","4.54","12,459"
"2004","Homicide","Non-Hispanic","Hawaii","--","1,172,183","--","--","--"
"2004","Homicide","Non-Hispanic","Idaho","12**","1,264,494","0.95**","0.94**","349"
"2004","Homicide","Non-Hispanic","Illinois","437","10,842,501","4.03","4.10","15,541"
"2004","Homicide","Non-Hispanic","Indiana","207","5,949,791","3.48","3.51","6,920"
"2004","Homicide","Non-Hispanic","Iowa","26","2,843,863","0.91","0.92","750"
"2004","Homicide","Non-Hispanic","Kansas","76","2,504,249","3.04","3.14","2,487"
"2004","Homicide","Non-Hispanic","Kentucky","148","4,058,894","3.65","3.63","4,422"
"2004","Homicide","Non-Hispanic","Louisiana","478","4,412,500","10.83","10.51","16,754"
"2004","Homicide","Non-Hispanic","Maine","10**","1,300,224","0.77**","0.77**","249"
"2004","Homicide","Non-Hispanic","Maryland","369","5,224,040","7.06","7.40","13,641"
"2004","Homicide","Non-Hispanic","Massachusetts","80","5,905,992","1.36","1.41","3,078"
"2004","Homicide","Non-Hispanic","Michigan","465","9,674,165","4.81","4.98","15,410"
"2004","Homicide","Non-Hispanic","Minnesota","79","4,897,419","1.61","1.62","2,715"
"2004","Homicide","Non-Hispanic","Mississippi","200","2,833,276","7.06","7.19","6,256"
"2004","Homicide","Non-Hispanic","Missouri","251","5,591,693","4.49","4.52","8,303"
"2004","Homicide","Non-Hispanic","Montana","12**","907,243","1.32**","1.36**","352"
"2004","Homicide","Non-Hispanic","Nebraska","21","1,624,703","1.29","1.32","705"
"2004","Homicide","Non-Hispanic","Nevada","71","1,814,559","3.91","3.99","2,210"
"2004","Homicide","Non-Hispanic","New Hampshire","11**","1,261,341","0.87**","0.84**","262"
"2004","Homicide","Non-Hispanic","New Jersey","212","7,329,810","2.89","3.25","7,677"
"2004","Homicide","Non-Hispanic","New Mexico","39","1,069,086","3.65","3.81","1,058"
"2004","Homicide","Non-Hispanic","New York","407","16,079,274","2.53","2.60","14,066"
"2004","Homicide","Non-Hispanic","North Carolina","381","8,018,788","4.75","4.78","11,982"
"2004","Homicide","Non-Hispanic","North Dakota","--","634,346","--","--","--"
"2004","Homicide","Non-Hispanic","Ohio","322","11,180,453","2.88","2.96","10,674"
"2004","Homicide","Non-Hispanic","Oklahoma","113","3,289,101","3.44","3.51","3,402"
"2004","Homicide","Non-Hispanic","Oregon","54","3,225,786","1.67","1.68","1,573"
"2004","Homicide","Non-Hispanic","Pennsylvania","467","11,900,369","3.92","4.16","16,007"
"2004","Homicide","Non-Hispanic","Rhode Island","13**","963,563","1.35**","1.32**","471"
"2004","Homicide","Non-Hispanic","South Carolina","211","4,066,815","5.19","5.27","6,614"
"2004","Homicide","Non-Hispanic","South Dakota","--","754,025","--","--","--"
"2004","Homicide","Non-Hispanic","Tennessee","275","5,726,854","4.80","4.82","8,463"
"2004","Homicide","Non-Hispanic","Texas","547","14,644,028","3.74","3.72","17,061"
"2004","Homicide","Non-Hispanic","Utah","17**","2,146,716","0.79**","0.89**","427"
"2004","Homicide","Non-Hispanic","Vermont","--","612,576","--","--","--"
"2004","Homicide","Non-Hispanic","Virginia","280","7,026,274","3.99","3.99","9,384"
"2004","Homicide","Non-Hispanic","Washington","98","5,625,498","1.74","1.73","2,947"
"2004","Homicide","Non-Hispanic","West Virginia","52","1,800,237","2.89","2.95","1,391"
"2004","Homicide","Non-Hispanic","Wisconsin","81","5,263,029","1.54","1.55","2,747"
"2004","Homicide","Non-Hispanic","Wyoming","--","472,105","--","--","--"
"2004","Homicide","Hispanic","Alabama","--","113,284","--","--","--"
"2004","Homicide","Hispanic","Alaska","0**","32,925","0.00**","0.00**","--"
"2004","Homicide","Hispanic","Arizona","173","1,541,006","11.23","9.70","6,464"
"2004","Homicide","Hispanic","Arkansas","--","125,103","--","--","--"
"2004","Homicide","Hispanic","California","839","12,335,567","6.80","5.74","32,854"
"2004","Homicide","Hispanic","Colorado","47","864,744","5.44","4.78","1,693"
"2004","Homicide","Hispanic","Connecticut","14**","382,912","3.66**","2.91**","523"
"2004","Homicide","Hispanic","Delaware","--","51,274","--","--","--"
"2004","Homicide","Hispanic","District of Columbia","0**","48,243","0.00**","0.00**","--"
"2004","Homicide","Hispanic","Florida","80","3,331,269","2.40","2.30","2,333"
"2004","Homicide","Hispanic","Georgia","38","602,574","6.31","6.53","1,239"
"2004","Homicide","Hispanic","Hawaii","--","101,386","--","--","--"
"2004","Homicide","Hispanic","Idaho","--","127,308","--","--","--"
"2004","Homicide","Hispanic","Illinois","114","1,747,272","6.52","5.28","4,580"
"2004","Homicide","Hispanic","Indiana","16**","283,216","5.65**","5.65**","573"
"2004","Homicide","Hispanic","Iowa","--","109,772","--","--","--"
"2004","Homicide","Hispanic","Kansas","--","230,124","--","--","--"
"2004","Homicide","Hispanic","Kentucky","--","87,207","--","--","--"
