"Year","Intent","Age Group","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2009","Unintentional","55 to 59","41","19,280,603","0.21","--","340"
"2009","Unintentional","60 to 64","19**","16,124,997","0.12**","--","58"
"2009","Unintentional","65 to 69","25","12,092,377","0.21","--","0"
"2009","Unintentional","70 to 74","21","9,140,722","0.23","--","0"
"2009","Unintentional","75 to 79","10**","7,295,064","0.14**","--","0"
"2009","Unintentional","80 to 84","11**","5,727,711","0.19**","--","0"
"2009","Unintentional","85+","11**","5,367,301","0.21**","--","0"
"2009","Homicide","0 to 4","66","20,244,518","0.33","--","4,153"
"2009","Homicide","5 to 9","53","20,182,499","0.26","--","3,063"
"2009","Homicide","10 to 14","115","20,660,564","0.56","--","5,998"
"2009","Homicide","15 to 19","1,621","22,192,810","7.30","--","76,770"
"2009","Homicide","20 to 24","2,430","21,384,122","11.36","--","104,684"
"2009","Homicide","25 to 29","1,903","21,078,228","9.03","--","72,356"
"2009","Homicide","30 to 34","1,397","19,645,114","7.11","--","46,331"
"2009","Homicide","35 to 39","1,071","20,507,796","5.22","--","30,152"
"2009","Homicide","40 to 44","798","20,980,015","3.80","--","18,443"
"2009","Homicide","45 to 49","669","22,862,245","2.93","--","12,114"
"2009","Homicide","50 to 54","483","22,004,843","2.20","--","6,351"
"2009","Homicide","55 to 59","326","19,280,603","1.69","--","2,697"
"2009","Homicide","60 to 64","194","16,124,997","1.20","--","628"
"2009","Homicide","65 to 69","131","12,092,377","1.08","--","0"
"2009","Homicide","70 to 74","84","9,140,722","0.92","--","0"
"2009","Homicide","75 to 79","65","7,295,064","0.89","--","0"
"2009","Homicide","80 to 84","49","5,727,711","0.86","--","0"
"2009","Homicide","85+","32","5,367,301","0.60","--","0"
"2009","Homicide","Unknown","--","--","--","--","--"
"2009","Legal Intervention","0 to 4","--","20,244,518","--","--","--"
"2009","Legal Intervention","15 to 19","17**","22,192,810","0.08**","--","800"
"2009","Legal Intervention","20 to 24","52","21,384,122","0.24","--","2,228"
"2009","Legal Intervention","25 to 29","47","21,078,228","0.22","--","1,782"
"2009","Legal Intervention","30 to 34","52","19,645,114","0.27","--","1,742"
"2009","Legal Intervention","35 to 39","38","20,507,796","0.19","--","1,076"
"2009","Legal Intervention","40 to 44","26","20,980,015","0.12","--","606"
"2009","Legal Intervention","45 to 49","30","22,862,245","0.13","--","536"
"2009","Legal Intervention","50 to 54","23","22,004,843","0.11","--","311"
"2009","Legal Intervention","55 to 59","21","19,280,603","0.11","--","170"
"2009","Legal Intervention","60 to 64","13**","16,124,997","0.08**","--","41"
"2009","Legal Intervention","65 to 69","--","12,092,377","--","--","--"
"2009","Legal Intervention","70 to 74","--","9,140,722","--","--","--"
"2009","Legal Intervention","80 to 84","--","5,727,711","--","--","--"
"2009","Legal Intervention","85+","--","5,367,301","--","--","--"
"2009","Suicide","10 to 14","64","20,660,564","0.31","--","3,298"
"2009","Suicide","15 to 19","736","22,192,810","3.32","--","34,982"
"2009","Suicide","20 to 24","1,266","21,384,122","5.92","--","54,317"
"2009","Suicide","25 to 29","1,257","21,078,228","5.96","--","47,786"
"2009","Suicide","30 to 34","1,122","19,645,114","5.71","--","36,942"
"2009","Suicide","35 to 39","1,351","20,507,796","6.59","--","37,703"
"2009","Suicide","40 to 44","1,523","20,980,015","7.26","--","34,810"
"2009","Suicide","45 to 49","1,883","22,862,245","8.24","--","33,824"
"2009","Suicide","50 to 54","2,092","22,004,843","9.51","--","27,212"
"2009","Suicide","55 to 59","1,814","19,280,603","9.41","--","14,583"
"2009","Suicide","60 to 64","1,377","16,124,997","8.54","--","4,346"
"2009","Suicide","65 to 69","1,125","12,092,377","9.30","--","0"
"2009","Suicide","70 to 74","910","9,140,722","9.96","--","0"
"2009","Suicide","75 to 79","844","7,295,064","11.57","--","0"
"2009","Suicide","80 to 84","747","5,727,711","13.04","--","0"
"2009","Suicide","85+","622","5,367,301","11.59","--","0"
"2009","Suicide","Unknown","--","--","--","--","--"
"2009","Undetermined","0 to 4","--","20,244,518","--","--","--"
"2009","Undetermined","5 to 9","--","20,182,499","--","--","--"
"2009","Undetermined","10 to 14","--","20,660,564","--","--","--"
"2009","Undetermined","15 to 19","16**","22,192,810","0.07**","--","761"
"2009","Undetermined","20 to 24","26","21,384,122","0.12","--","1,126"
"2009","Undetermined","25 to 29","25","21,078,228","0.12","--","957"
"2009","Undetermined","30 to 34","15**","19,645,114","0.08**","--","492"
"2009","Undetermined","35 to 39","17**","20,507,796","0.08**","--","476"
"2009","Undetermined","40 to 44","21","20,980,015","0.10","--","487"
"2009","Undetermined","45 to 49","25","22,862,245","0.11","--","450"
"2009","Undetermined","50 to 54","23","22,004,843","0.11","--","306"
"2009","Undetermined","55 to 59","19**","19,280,603","0.10**","--","148"
"2009","Undetermined","60 to 64","14**","16,124,997","0.09**","--","37"
"2009","Undetermined","65 to 69","--","12,092,377","--","--","--"
"2009","Undetermined","70 to 74","--","9,140,722","--","--","--"
"2009","Undetermined","75 to 79","--","7,295,064","--","--","--"
"2009","Undetermined","80 to 84","--","5,727,711","--","--","--"
"2009","Undetermined","85+","--","5,367,301","--","--","--"
"2008","Unintentional","0 to 4","21","20,270,966","0.10","--","1,305"
"2008","Unintentional","5 to 9","12**","19,929,472","0.06**","--","697"
"2008","Unintentional","10 to 14","29","20,706,559","0.14","--","1,527"
"2008","Unintentional","15 to 19","61","22,210,887","0.28","--","2,927"
"2008","Unintentional","20 to 24","71","21,180,821","0.34","--","3,063"
"2008","Unintentional","25 to 29","56","20,902,788","0.27","--","2,158"
"2008","Unintentional","30 to 34","33","19,304,803","0.17","--","1,093"
"2008","Unintentional","35 to 39","40","20,817,390","0.19","--","1,105"
"2008","Unintentional","40 to 44","45","21,375,017","0.21","--","1,027"
"2008","Unintentional","45 to 49","52","22,820,992","0.23","--","923"
"2008","Unintentional","50 to 54","47","21,639,505","0.22","--","606"
"2008","Unintentional","55 to 59","40","18,814,485","0.21","--","334"
"2008","Unintentional","60 to 64","17**","15,342,488","0.11**","--","57"
"2008","Unintentional","65 to 69","27","11,594,293","0.23","--","0"
"2008","Unintentional","70 to 74","10**","8,911,290","0.11**","--","0"
"2008","Unintentional","75 to 79","--","7,345,774","--","--","--"
"2008","Unintentional","80 to 84","15**","5,730,375","0.26**","--","0"
"2008","Unintentional","85+","--","5,195,886","--","--","--"
"2008","Homicide","0 to 4","65","20,270,966","0.32","--","4,095"
"2008","Homicide","5 to 9","44","19,929,472","0.22","--","2,544"
"2008","Homicide","10 to 14","143","20,706,559","0.69","--","7,467"
"2008","Homicide","15 to 19","1,785","22,210,887","8.04","--","84,625"
"2008","Homicide","20 to 24","2,609","21,180,821","12.32","--","112,420"
"2008","Homicide","25 to 29","2,106","20,902,788","10.08","--","80,213"
"2008","Homicide","30 to 34","1,506","19,304,803","7.80","--","49,910"
"2008","Homicide","35 to 39","1,130","20,817,390","5.43","--","31,809"
"2008","Homicide","40 to 44","836","21,375,017","3.91","--","19,218"
"2008","Homicide","45 to 49","689","22,820,992","3.02","--","12,474"
"2008","Homicide","50 to 54","457","21,639,505","2.11","--","6,024"
"2008","Homicide","55 to 59","299","18,814,485","1.59","--","2,468"
"2008","Homicide","60 to 64","190","15,342,488","1.24","--","608"
"2008","Homicide","65 to 69","115","11,594,293","0.99","--","0"
"2008","Homicide","70 to 74","81","8,911,290","0.91","--","0"
"2008","Homicide","75 to 79","54","7,345,774","0.74","--","0"
"2008","Homicide","80 to 84","34","5,730,375","0.59","--","0"
"2008","Homicide","85+","34","5,195,886","0.65","--","0"
"2008","Homicide","Unknown","--","--","--","--","--"
"2008","Legal Intervention","15 to 19","19**","22,210,887","0.09**","--","894"
"2008","Legal Intervention","20 to 24","61","21,180,821","0.29","--","2,612"
"2008","Legal Intervention","25 to 29","56","20,902,788","0.27","--","2,137"
"2008","Legal Intervention","30 to 34","35","19,304,803","0.18","--","1,163"
"2008","Legal Intervention","35 to 39","43","20,817,390","0.21","--","1,198"
"2008","Legal Intervention","40 to 44","33","21,375,017","0.15","--","764"
"2008","Legal Intervention","45 to 49","35","22,820,992","0.15","--","632"
"2008","Legal Intervention","50 to 54","18**","21,639,505","0.08**","--","235"
"2008","Legal Intervention","55 to 59","--","18,814,485","--","--","--"
"2008","Legal Intervention","60 to 64","--","15,342,488","--","--","--"
"2008","Legal Intervention","65 to 69","--","11,594,293","--","--","--"
"2008","Legal Intervention","70 to 74","--","8,911,290","--","--","--"
"2008","Legal Intervention","75 to 79","--","7,345,774","--","--","--"
"2008","Legal Intervention","85+","--","5,195,886","--","--","--"
"2008","Suicide","10 to 14","50","20,706,559","0.24","--","2,585"
"2008","Suicide","15 to 19","698","22,210,887","3.14","--","33,139"
"2008","Suicide","20 to 24","1,311","21,180,821","6.19","--","56,214"
"2008","Suicide","25 to 29","1,236","20,902,788","5.91","--","47,054"
"2008","Suicide","30 to 34","1,121","19,304,803","5.81","--","36,986"
"2008","Suicide","35 to 39","1,314","20,817,390","6.31","--","36,762"
"2008","Suicide","40 to 44","1,482","21,375,017","6.93","--","33,918"
"2008","Suicide","45 to 49","1,884","22,820,992","8.26","--","33,841"
"2008","Suicide","50 to 54","1,905","21,639,505","8.80","--","24,877"
"2008","Suicide","55 to 59","1,669","18,814,485","8.87","--","13,492"
"2008","Suicide","60 to 64","1,410","15,342,488","9.19","--","4,349"
"2008","Suicide","65 to 69","1,027","11,594,293","8.86","--","0"
"2008","Suicide","70 to 74","906","8,911,290","10.17","--","0"
"2008","Suicide","75 to 79","839","7,345,774","11.42","--","0"
"2008","Suicide","80 to 84","768","5,730,375","13.40","--","0"
"2008","Suicide","85+","603","5,195,886","11.61","--","0"
"2008","Undetermined","0 to 4","--","20,270,966","--","--","--"
"2008","Undetermined","5 to 9","--","19,929,472","--","--","--"
"2008","Undetermined","10 to 14","--","20,706,559","--","--","--"
"2008","Undetermined","15 to 19","27","22,210,887","0.12","--","1,290"
"2008","Undetermined","20 to 24","43","21,180,821","0.20","--","1,850"
"2008","Undetermined","25 to 29","36","20,902,788","0.17","--","1,365"
"2008","Undetermined","30 to 34","17**","19,304,803","0.09**","--","561"
"2008","Undetermined","35 to 39","21","20,817,390","0.10","--","600"
"2008","Undetermined","40 to 44","15**","21,375,017","0.07**","--","354"
"2008","Undetermined","45 to 49","22","22,820,992","0.10","--","395"
"2008","Undetermined","50 to 54","18**","21,639,505","0.08**","--","238"
"2008","Undetermined","55 to 59","21","18,814,485","0.11","--","172"
"2008","Undetermined","60 to 64","11**","15,342,488","0.07**","--","37"
"2008","Undetermined","65 to 69","13**","11,594,293","0.11**","--","0"
"2008","Undetermined","70 to 74","--","8,911,290","--","--","--"
"2008","Undetermined","75 to 79","--","7,345,774","--","--","--"
"2008","Undetermined","80 to 84","--","5,730,375","--","--","--"
"2008","Undetermined","85+","--","5,195,886","--","--","--"
"2008","Undetermined","Unknown","--","--","--","--","--"
"2007","Unintentional","0 to 4","19**","20,125,811","0.09**","--","1,177"
"2007","Unintentional","5 to 9","20**","19,714,505","0.10**","--","1,165"
"2007","Unintentional","10 to 14","26","20,840,978","0.13","--","1,363"
"2007","Unintentional","15 to 19","73","22,067,826","0.33","--","3,502"
"2007","Unintentional","20 to 24","82","21,078,186","0.39","--","3,537"
"2007","Unintentional","25 to 29","64","20,542,766","0.31","--","2,448"
"2007","Unintentional","30 to 34","30","19,170,759","0.16","--","995"
"2007","Unintentional","35 to 39","52","20,963,842","0.25","--","1,459"
"2007","Unintentional","40 to 44","39","21,832,324","0.18","--","899"
"2007","Unintentional","45 to 49","41","22,799,797","0.18","--","741"
"2007","Unintentional","50 to 54","41","21,140,137","0.19","--","526"
"2007","Unintentional","55 to 59","30","18,454,764","0.16","--","250"
"2007","Unintentional","60 to 64","27","14,673,670","0.18","--","87"
"2007","Unintentional","65 to 69","21","10,970,162","0.19","--","0"
"2007","Unintentional","70 to 74","10**","8,728,460","0.12**","--","0"
"2007","Unintentional","75 to 79","16**","7,400,368","0.22**","--","0"
"2007","Unintentional","80 to 84","15**","5,687,089","0.26**","--","0"
"2007","Unintentional","85+","--","5,039,586","--","--","--"
"2007","Homicide","0 to 4","63","20,125,811","0.31","--","3,965"
"2007","Homicide","5 to 9","47","19,714,505","0.24","--","2,728"
"2007","Homicide","10 to 14","154","20,840,978","0.74","--","8,017"
"2007","Homicide","15 to 19","1,897","22,067,826","8.60","--","89,881"
"2007","Homicide","20 to 24","2,772","21,078,186","13.15","--","119,229"
"2007","Homicide","25 to 29","2,181","20,542,766","10.62","--","83,158"
"2007","Homicide","30 to 34","1,570","19,170,759","8.19","--","52,058"
"2007","Homicide","35 to 39","1,119","20,963,842","5.34","--","31,496"
"2007","Homicide","40 to 44","919","21,832,324","4.21","--","21,108"
"2007","Homicide","45 to 49","699","22,799,797","3.07","--","12,647"
"2007","Homicide","50 to 54","460","21,140,137","2.18","--","6,040"
"2007","Homicide","55 to 59","280","18,454,764","1.52","--","2,298"
"2007","Homicide","60 to 64","166","14,673,670","1.13","--","547"
"2007","Homicide","65 to 69","108","10,970,162","0.98","--","0"
"2007","Homicide","70 to 74","77","8,728,460","0.88","--","0"
"2007","Homicide","75 to 79","51","7,400,368","0.69","--","0"
"2007","Homicide","80 to 84","37","5,687,089","0.65","--","0"
"2007","Homicide","85+","23","5,039,586","0.46","--","0"
"2007","Homicide","Unknown","--","--","--","--","--"
"2007","Legal Intervention","10 to 14","--","20,840,978","--","--","--"
"2007","Legal Intervention","15 to 19","24","22,067,826","0.11","--","1,136"
"2007","Legal Intervention","20 to 24","72","21,078,186","0.34","--","3,083"
"2007","Legal Intervention","25 to 29","65","20,542,766","0.32","--","2,493"
"2007","Legal Intervention","30 to 34","42","19,170,759","0.22","--","1,399"
"2007","Legal Intervention","35 to 39","43","20,963,842","0.21","--","1,209"
"2007","Legal Intervention","40 to 44","33","21,832,324","0.15","--","776"
"2007","Legal Intervention","45 to 49","31","22,799,797","0.14","--","559"
"2007","Legal Intervention","50 to 54","18**","21,140,137","0.09**","--","235"
"2007","Legal Intervention","55 to 59","--","18,454,764","--","--","--"
"2007","Legal Intervention","60 to 64","--","14,673,670","--","--","--"
"2007","Legal Intervention","65 to 69","--","10,970,162","--","--","--"
"2007","Legal Intervention","80 to 84","--","5,687,089","--","--","--"
"2007","Legal Intervention","85+","--","5,039,586","--","--","--"
"2007","Suicide","10 to 14","53","20,840,978","0.25","--","2,740"
"2007","Suicide","15 to 19","630","22,067,826","2.86","--","29,894"
"2007","Suicide","20 to 24","1,270","21,078,186","6.03","--","54,512"
"2007","Suicide","25 to 29","1,151","20,542,766","5.60","--","43,831"
"2007","Suicide","30 to 34","1,155","19,170,759","6.03","--","38,065"
"2007","Suicide","35 to 39","1,276","20,963,842","6.09","--","35,744"
"2007","Suicide","40 to 44","1,603","21,832,324","7.34","--","36,627"
"2007","Suicide","45 to 49","1,763","22,799,797","7.73","--","31,731"
"2007","Suicide","50 to 54","1,768","21,140,137","8.36","--","22,965"
"2007","Suicide","55 to 59","1,550","18,454,764","8.40","--","12,496"
"2007","Suicide","60 to 64","1,236","14,673,670","8.42","--","3,893"
"2007","Suicide","65 to 69","941","10,970,162","8.58","--","0"
"2007","Suicide","70 to 74","759","8,728,460","8.70","--","0"
"2007","Suicide","75 to 79","919","7,400,368","12.42","--","0"
"2007","Suicide","80 to 84","670","5,687,089","11.78","--","0"
"2007","Suicide","85+","606","5,039,586","12.03","--","0"
"2007","Suicide","Unknown","--","--","--","--","--"
"2007","Undetermined","0 to 4","--","20,125,811","--","--","--"
"2007","Undetermined","5 to 9","--","19,714,505","--","--","--"
"2007","Undetermined","10 to 14","10**","20,840,978","0.05**","--","521"
"2007","Undetermined","15 to 19","45","22,067,826","0.20","--","2,139"
"2007","Undetermined","20 to 24","37","21,078,186","0.18","--","1,594"
"2007","Undetermined","25 to 29","28","20,542,766","0.14","--","1,061"
"2007","Undetermined","30 to 34","16**","19,170,759","0.08**","--","532"
"2007","Undetermined","35 to 39","15**","20,963,842","0.07**","--","431"
"2007","Undetermined","40 to 44","21","21,832,324","0.10","--","493"
"2007","Undetermined","45 to 49","19**","22,799,797","0.08**","--","354"
"2007","Undetermined","50 to 54","21","21,140,137","0.10","--","267"
"2007","Undetermined","55 to 59","20**","18,454,764","0.11**","--","155"
"2007","Undetermined","60 to 64","15**","14,673,670","0.10**","--","54"
"2007","Undetermined","65 to 69","10**","10,970,162","0.09**","--","0"
"2007","Undetermined","70 to 74","--","8,728,460","--","--","--"
"2007","Undetermined","75 to 79","--","7,400,368","--","--","--"
"2007","Undetermined","80 to 84","--","5,687,089","--","--","--"
"2007","Undetermined","85+","--","5,039,586","--","--","--"
"2006","Unintentional","0 to 4","13**","19,938,755","0.07**","--","807"
"2006","Unintentional","5 to 9","18**","19,544,604","0.09**","--","1,046"
"2006","Unintentional","10 to 14","23","21,033,064","0.11","--","1,204"
"2006","Unintentional","15 to 19","100","21,807,710","0.46","--","4,758"
"2006","Unintentional","20 to 24","93","21,036,313","0.44","--","3,996"
"2006","Unintentional","25 to 29","72","20,110,026","0.36","--","2,770"
"2006","Unintentional","30 to 34","41","19,285,196","0.21","--","1,359"
"2006","Unintentional","35 to 39","29","20,941,204","0.14","--","813"
"2006","Unintentional","40 to 44","45","22,302,536","0.20","--","1,043"
"2006","Unintentional","45 to 49","46","22,715,350","0.20","--","818"
"2006","Unintentional","50 to 54","38","20,570,821","0.19","--","492"
"2006","Unintentional","55 to 59","28","18,396,831","0.15","--","215"
"2006","Unintentional","60 to 64","21","13,533,251","0.16","--","65"
"2006","Unintentional","65 to 69","23","10,553,167","0.22","--","0"
"2006","Unintentional","70 to 74","10**","8,649,821","0.12**","--","0"
"2006","Unintentional","75 to 79","23","7,447,019","0.31","--","0"
"2006","Unintentional","80 to 84","11**","5,648,137","0.20**","--","0"
"2006","Unintentional","85+","--","4,865,955","--","--","--"
"2006","Homicide","0 to 4","48","19,938,755","0.24","--","3,014"
"2006","Homicide","5 to 9","62","19,544,604","0.32","--","3,601"
"2006","Homicide","10 to 14","175","21,033,064","0.83","--","9,099"
"2006","Homicide","15 to 19","1,940","21,807,710","8.90","--","91,913"
"2006","Homicide","20 to 24","2,887","21,036,313","13.72","--","124,196"
"2006","Homicide","25 to 29","2,240","20,110,026","11.14","--","85,391"
"2006","Homicide","30 to 34","1,527","19,285,196","7.92","--","50,557"
"2006","Homicide","35 to 39","1,106","20,941,204","5.28","--","31,113"
"2006","Homicide","40 to 44","881","22,302,536","3.95","--","20,336"
"2006","Homicide","45 to 49","701","22,715,350","3.09","--","12,795"
"2006","Homicide","50 to 54","484","20,570,821","2.35","--","6,372"
"2006","Homicide","55 to 59","283","18,396,831","1.54","--","2,332"
"2006","Homicide","60 to 64","185","13,533,251","1.37","--","551"
"2006","Homicide","65 to 69","90","10,553,167","0.85","--","0"
"2006","Homicide","70 to 74","68","8,649,821","0.79","--","0"
"2006","Homicide","75 to 79","48","7,447,019","0.65","--","0"
"2006","Homicide","80 to 84","36","5,648,137","0.64","--","0"
"2006","Homicide","85+","22","4,865,955","0.45","--","0"
"2006","Homicide","Unknown","--","--","--","--","--"
"2006","Legal Intervention","10 to 14","--","21,033,064","--","--","--"
"2006","Legal Intervention","15 to 19","33","21,807,710","0.15","--","1,565"
"2006","Legal Intervention","20 to 24","48","21,036,313","0.23","--","2,070"
"2006","Legal Intervention","25 to 29","59","20,110,026","0.29","--","2,256"
"2006","Legal Intervention","30 to 34","55","19,285,196","0.29","--","1,794"
"2006","Legal Intervention","35 to 39","37","20,941,204","0.18","--","1,039"
"2006","Legal Intervention","40 to 44","54","22,302,536","0.24","--","1,230"
"2006","Legal Intervention","45 to 49","32","22,715,350","0.14","--","592"
"2006","Legal Intervention","50 to 54","24","20,570,821","0.12","--","304"
"2006","Legal Intervention","55 to 59","--","18,396,831","--","--","--"
"2006","Legal Intervention","60 to 64","--","13,533,251","--","--","--"
"2006","Legal Intervention","65 to 69","--","10,553,167","--","--","--"
"2006","Legal Intervention","70 to 74","--","8,649,821","--","--","--"
"2006","Legal Intervention","85+","--","4,865,955","--","--","--"
"2006","Suicide","10 to 14","62","21,033,064","0.30","--","3,208"
"2006","Suicide","15 to 19","701","21,807,710","3.21","--","33,276"
"2006","Suicide","20 to 24","1,277","21,036,313","6.07","--","54,879"
"2006","Suicide","25 to 29","1,121","20,110,026","5.57","--","42,704"
"2006","Suicide","30 to 34","1,029","19,285,196","5.34","--","33,899"
"2006","Suicide","35 to 39","1,310","20,941,204","6.26","--","36,608"
"2006","Suicide","40 to 44","1,511","22,302,536","6.78","--","34,599"
"2006","Suicide","45 to 49","1,783","22,715,350","7.85","--","32,093"
"2006","Suicide","50 to 54","1,698","20,570,821","8.25","--","22,178"
"2006","Suicide","55 to 59","1,480","18,396,831","8.05","--","11,874"
"2006","Suicide","60 to 64","1,082","13,533,251","8.00","--","3,340"
"2006","Suicide","65 to 69","886","10,553,167","8.40","--","0"
"2006","Suicide","70 to 74","803","8,649,821","9.28","--","0"
"2006","Suicide","75 to 79","870","7,447,019","11.68","--","0"
"2006","Suicide","80 to 84","692","5,648,137","12.25","--","0"
"2006","Suicide","85+","577","4,865,955","11.86","--","0"
"2006","Suicide","Unknown","--","--","--","--","--"
"2006","Undetermined","0 to 4","--","19,938,755","--","--","--"
"2006","Undetermined","10 to 14","--","21,033,064","--","--","--"
"2006","Undetermined","15 to 19","35","21,807,710","0.16","--","1,666"
"2006","Undetermined","20 to 24","41","21,036,313","0.20","--","1,776"
"2006","Undetermined","25 to 29","30","20,110,026","0.15","--","1,149"
"2006","Undetermined","30 to 34","15**","19,285,196","0.08**","--","504"
"2006","Undetermined","35 to 39","27","20,941,204","0.13","--","762"
"2006","Undetermined","40 to 44","12**","22,302,536","0.05**","--","276"
"2006","Undetermined","45 to 49","13**","22,715,350","0.06**","--","234"
"2006","Undetermined","50 to 54","--","20,570,821","--","--","--"
"2006","Undetermined","55 to 59","13**","18,396,831","0.07**","--","107"
"2006","Undetermined","60 to 64","--","13,533,251","--","--","--"
"2006","Undetermined","65 to 69","--","10,553,167","--","--","--"
"2006","Undetermined","70 to 74","--","8,649,821","--","--","--"
"2006","Undetermined","75 to 79","--","7,447,019","--","--","--"
"2006","Undetermined","80 to 84","--","5,648,137","--","--","--"
"2005","Unintentional","0 to 4","23","19,917,292","0.12","--","1,427"
"2005","Unintentional","5 to 9","15**","19,389,045","0.08**","--","864"
"2005","Unintentional","10 to 14","37","21,212,517","0.17","--","1,946"
"2005","Unintentional","15 to 19","98","21,486,222","0.46","--","4,680"
"2005","Unintentional","20 to 24","105","20,960,061","0.50","--","4,540"
"2005","Unintentional","25 to 29","68","19,534,677","0.35","--","2,596"
"2005","Unintentional","30 to 34","62","19,724,001","0.31","--","2,049"
"2005","Unintentional","35 to 39","60","20,798,636","0.29","--","1,666"
"2005","Unintentional","40 to 44","54","22,706,849","0.24","--","1,240"
"2005","Unintentional","45 to 49","55","22,417,224","0.25","--","990"
"2005","Unintentional","50 to 54","53","20,078,700","0.26","--","692"
"2005","Unintentional","55 to 59","42","17,503,185","0.24","--","349"
"2005","Unintentional","60 to 64","25","13,138,263","0.19","--","82"
"2005","Unintentional","65 to 69","21","10,278,621","0.20","--","0"
"2005","Unintentional","70 to 74","23","8,603,064","0.27","--","0"
"2005","Unintentional","75 to 79","16**","7,463,595","0.21**","--","0"
"2005","Unintentional","80 to 84","17**","5,611,229","0.30**","--","0"
"2005","Unintentional","85+","15**","4,693,307","0.32**","--","0"
"2005","Homicide","0 to 4","43","19,917,292","0.22","--","2,696"
"2005","Homicide","5 to 9","44","19,389,045","0.23","--","2,554"
"2005","Homicide","10 to 14","143","21,212,517","0.67","--","7,445"
"2005","Homicide","15 to 19","1,742","21,486,222","8.11","--","82,507"
"2005","Homicide","20 to 24","2,757","20,960,061","13.15","--","118,542"
"2005","Homicide","25 to 29","2,207","19,534,677","11.30","--","84,304"
"2005","Homicide","30 to 34","1,573","19,724,001","7.98","--","52,104"
"2005","Homicide","35 to 39","1,065","20,798,636","5.12","--","29,907"
"2005","Homicide","40 to 44","945","22,706,849","4.16","--","21,812"
"2005","Homicide","45 to 49","679","22,417,224","3.03","--","12,373"
"2005","Homicide","50 to 54","418","20,078,700","2.08","--","5,537"
"2005","Homicide","55 to 59","239","17,503,185","1.37","--","1,982"
"2005","Homicide","60 to 64","166","13,138,263","1.26","--","511"
"2005","Homicide","65 to 69","111","10,278,621","1.08","--","0"
"2005","Homicide","70 to 74","90","8,603,064","1.05","--","0"
"2005","Homicide","75 to 79","63","7,463,595","0.84","--","0"
"2005","Homicide","80 to 84","34","5,611,229","0.61","--","0"
"2005","Homicide","85+","24","4,693,307","0.51","--","0"
"2005","Homicide","Unknown","--","--","--","--","--"
"2005","Legal Intervention","15 to 19","21","21,486,222","0.10","--","987"
"2005","Legal Intervention","20 to 24","59","20,960,061","0.28","--","2,511"
"2005","Legal Intervention","25 to 29","38","19,534,677","0.20","--","1,451"
"2005","Legal Intervention","30 to 34","50","19,724,001","0.25","--","1,648"
"2005","Legal Intervention","35 to 39","58","20,798,636","0.28","--","1,612"
"2005","Legal Intervention","40 to 44","36","22,706,849","0.16","--","820"
"2005","Legal Intervention","45 to 49","23","22,417,224","0.10","--","414"
"2005","Legal Intervention","50 to 54","16**","20,078,700","0.08**","--","220"
"2005","Legal Intervention","55 to 59","13**","17,503,185","0.07**","--","109"
"2005","Legal Intervention","60 to 64","--","13,138,263","--","--","--"
"2005","Legal Intervention","65 to 69","--","10,278,621","--","--","--"
"2005","Legal Intervention","70 to 74","--","8,603,064","--","--","--"
"2005","Legal Intervention","75 to 79","--","7,463,595","--","--","--"
"2005","Suicide","10 to 14","84","21,212,517","0.40","--","4,341"
"2005","Suicide","15 to 19","738","21,486,222","3.44","--","35,068"
"2005","Suicide","20 to 24","1,224","20,960,061","5.84","--","52,618"
"2005","Suicide","25 to 29","1,125","19,534,677","5.76","--","42,903"
"2005","Suicide","30 to 34","1,144","19,724,001","5.80","--","37,627"
"2005","Suicide","35 to 39","1,246","20,798,636","5.99","--","34,825"
"2005","Suicide","40 to 44","1,609","22,706,849","7.09","--","36,799"
"2005","Suicide","45 to 49","1,804","22,417,224","8.05","--","32,530"
"2005","Suicide","50 to 54","1,668","20,078,700","8.31","--","21,697"
"2005","Suicide","55 to 59","1,398","17,503,185","7.99","--","11,287"
"2005","Suicide","60 to 64","1,072","13,138,263","8.16","--","3,284"
"2005","Suicide","65 to 69","827","10,278,621","8.05","--","0"
"2005","Suicide","70 to 74","842","8,603,064","9.79","--","0"
"2005","Suicide","75 to 79","884","7,463,595","11.84","--","0"
"2005","Suicide","80 to 84","765","5,611,229","13.63","--","0"
"2005","Suicide","85+","571","4,693,307","12.17","--","0"
"2005","Suicide","Unknown","--","--","--","--","--"
"2005","Undetermined","0 to 4","--","19,917,292","--","--","--"
"2005","Undetermined","5 to 9","--","19,389,045","--","--","--"
"2005","Undetermined","10 to 14","--","21,212,517","--","--","--"
"2005","Undetermined","15 to 19","24","21,486,222","0.11","--","1,139"
"2005","Undetermined","20 to 24","53","20,960,061","0.25","--","2,284"
"2005","Undetermined","25 to 29","23","19,534,677","0.12","--","880"
"2005","Undetermined","30 to 34","12**","19,724,001","0.06**","--","395"
"2005","Undetermined","35 to 39","11**","20,798,636","0.05**","--","311"
"2005","Undetermined","40 to 44","17**","22,706,849","0.08**","--","381"
"2005","Undetermined","45 to 49","11**","22,417,224","0.05**","--","190"
"2005","Undetermined","50 to 54","17**","20,078,700","0.09**","--","219"
"2005","Undetermined","55 to 59","11**","17,503,185","0.06**","--","90"
"2005","Undetermined","60 to 64","12**","13,138,263","0.09**","--","42"
"2005","Undetermined","65 to 69","--","10,278,621","--","--","--"
