"Intent","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Unintentional","2012","Connecticut","--","3,595,211","--","--","--"
"Unintentional","2012","Florida","22","19,302,016","0.11","0.12","601"
"Unintentional","2012","Georgia","36","9,903,580","0.36","0.36","939"
"Unintentional","2012","Idaho","--","1,595,910","--","--","--"
"Unintentional","2012","Illinois","17**","12,883,029","0.13**","0.13**","548"
"Unintentional","2012","Indiana","14**","6,538,989","0.21**","0.21**","371"
"Unintentional","2012","Iowa","--","3,076,844","--","--","--"
"Unintentional","2012","Kansas","--","2,886,024","--","--","--"
"Unintentional","2012","Kentucky","17**","4,387,865","0.39**","0.41**","549"
"Unintentional","2012","Louisiana","33","4,602,067","0.72","0.72","981"
"Unintentional","2012","Maryland","--","5,888,375","--","--","--"
"Unintentional","2012","Massachusetts","--","6,664,269","--","--","--"
"Unintentional","2012","Michigan","--","9,898,289","--","--","--"
"Unintentional","2012","Minnesota","--","5,377,500","--","--","--"
"Unintentional","2012","Mississippi","12**","2,984,599","0.40**","0.37**","351"
"Unintentional","2012","Missouri","17**","6,026,027","0.28**","0.27**","484"
"Unintentional","2012","Montana","--","1,004,168","--","--","--"
"Unintentional","2012","Nebraska","--","1,853,691","--","--","--"
"Unintentional","2012","Nevada","--","2,744,670","--","--","--"
"Unintentional","2012","New Hampshire","--","1,324,677","--","--","--"
"Unintentional","2012","New Jersey","--","8,845,671","--","--","--"
"Unintentional","2012","New Mexico","--","2,087,715","--","--","--"
"Unintentional","2012","New York","--","19,574,362","--","--","--"
"Unintentional","2012","North Carolina","29","9,751,810","0.30","0.29","750"
"Unintentional","2012","North Dakota","--","702,227","--","--","--"
"Unintentional","2012","Ohio","--","11,550,971","--","--","--"
"Unintentional","2012","Oklahoma","12**","3,819,320","0.31**","0.33**","304"
"Unintentional","2012","Oregon","--","3,900,102","--","--","--"
"Unintentional","2012","Pennsylvania","65","12,769,123","0.51","0.49","1,489"
"Unintentional","2012","Rhode Island","0**","1,054,893","0.00**","0.00**","--"
"Unintentional","2012","South Carolina","26","4,719,027","0.55","0.55","699"
"Unintentional","2012","South Dakota","--","833,859","--","--","--"
"Unintentional","2012","Tennessee","25","6,455,752","0.39","0.39","667"
"Unintentional","2012","Texas","45","26,084,120","0.17","0.17","1,288"
"Unintentional","2012","Utah","--","2,854,146","--","--","--"
"Unintentional","2012","Vermont","--","626,361","--","--","--"
"Unintentional","2012","Virginia","11**","8,187,456","0.13**","0.13**","317"
"Unintentional","2012","Washington","--","6,898,599","--","--","--"
"Unintentional","2012","West Virginia","--","1,857,446","--","--","--"
"Unintentional","2012","Wisconsin","--","5,720,825","--","--","--"
"Unintentional","2012","Wyoming","--","576,656","--","--","--"
"Unintentional","2011","Alabama","25","4,799,642","0.52","0.52","585"
"Unintentional","2011","Alaska","--","722,349","--","--","--"
"Unintentional","2011","Arizona","--","6,473,416","--","--","--"
"Unintentional","2011","Arkansas","11**","2,941,038","0.37**","0.36**","284"
"Unintentional","2011","California","26","37,636,311","0.07","0.07","907"
"Unintentional","2011","Colorado","12**","5,121,900","0.23**","0.24**","341"
"Unintentional","2011","Connecticut","--","3,588,632","--","--","--"
"Unintentional","2011","Florida","30","19,055,607","0.16","0.16","934"
"Unintentional","2011","Georgia","27","9,803,630","0.28","0.28","711"
"Unintentional","2011","Idaho","--","1,584,272","--","--","--"
"Unintentional","2011","Illinois","20**","12,867,783","0.16**","0.16**","585"
"Unintentional","2011","Indiana","14**","6,517,250","0.22**","0.21**","549"
"Unintentional","2011","Iowa","--","3,066,772","--","--","--"
"Unintentional","2011","Kansas","--","2,869,677","--","--","--"
"Unintentional","2011","Kentucky","15**","4,370,817","0.34**","0.33**","396"
"Unintentional","2011","Louisiana","51","4,576,244","1.11","1.08","1,219"
"Unintentional","2011","Maine","--","1,328,473","--","--","--"
"Unintentional","2011","Maryland","--","5,840,241","--","--","--"
"Unintentional","2011","Massachusetts","--","6,614,218","--","--","--"
"Unintentional","2011","Michigan","12**","9,883,053","0.12**","0.13**","251"
"Unintentional","2011","Minnesota","--","5,346,620","--","--","--"
"Unintentional","2011","Mississippi","29","2,979,147","0.97","0.98","1,064"
"Unintentional","2011","Missouri","23","6,011,182","0.38","0.36","739"
"Unintentional","2011","Montana","--","997,518","--","--","--"
"Unintentional","2011","Nebraska","--","1,840,914","--","--","--"
"Unintentional","2011","Nevada","--","2,713,114","--","--","--"
"Unintentional","2011","New Hampshire","--","1,320,444","--","--","--"
"Unintentional","2011","New Jersey","--","8,828,552","--","--","--"
"Unintentional","2011","New Mexico","--","2,080,707","--","--","--"
"Unintentional","2011","New York","--","19,499,921","--","--","--"
"Unintentional","2011","North Carolina","38","9,658,913","0.39","0.39","1,087"
"Unintentional","2011","North Dakota","--","685,526","--","--","--"
"Unintentional","2011","Ohio","18**","11,545,735","0.16**","0.17**","547"
"Unintentional","2011","Oklahoma","18**","3,788,824","0.48**","0.47**","471"
"Unintentional","2011","Oregon","--","3,872,672","--","--","--"
"Unintentional","2011","Pennsylvania","20**","12,747,052","0.16**","0.16**","593"
"Unintentional","2011","South Carolina","17**","4,672,655","0.36**","0.36**","572"
"Unintentional","2011","South Dakota","--","823,740","--","--","--"
"Unintentional","2011","Tennessee","27","6,400,298","0.42","0.39","340"
"Unintentional","2011","Texas","57","25,645,504","0.22","0.22","1,569"
"Unintentional","2011","Utah","--","2,814,797","--","--","--"
"Unintentional","2011","Vermont","--","627,197","--","--","--"
"Unintentional","2011","Virginia","11**","8,102,437","0.14**","0.14**","335"
"Unintentional","2011","Washington","--","6,827,479","--","--","--"
"Unintentional","2011","West Virginia","--","1,856,606","--","--","--"
"Unintentional","2011","Wisconsin","--","5,705,840","--","--","--"
"Unintentional","2010","Alabama","35","4,780,118","0.73","0.76","1,037"
"Unintentional","2010","Alaska","--","710,246","--","--","--"
"Unintentional","2010","Arizona","12**","6,392,292","0.19**","0.19**","350"
"Unintentional","2010","Arkansas","14**","2,916,029","0.48**","0.47**","406"
"Unintentional","2010","California","24","37,254,522","0.06","0.06","901"
"Unintentional","2010","Colorado","--","5,029,319","--","--","--"
"Unintentional","2010","District of Columbia","--","601,767","--","--","--"
"Unintentional","2010","Florida","15**","18,804,589","0.08**","0.08**","445"
"Unintentional","2010","Georgia","42","9,688,737","0.43","0.44","1,072"
"Unintentional","2010","Hawaii","--","1,360,304","--","--","--"
"Unintentional","2010","Idaho","--","1,567,658","--","--","--"
"Unintentional","2010","Illinois","22","12,831,572","0.17","0.18","627"
"Unintentional","2010","Indiana","18**","6,484,050","0.28**","0.28**","556"
"Unintentional","2010","Iowa","--","3,046,877","--","--","--"
"Unintentional","2010","Kansas","12**","2,853,120","0.42**","0.43**","346"
"Unintentional","2010","Kentucky","16**","4,339,330","0.37**","0.37**","571"
"Unintentional","2010","Louisiana","43","4,533,500","0.95","0.94","1,143"
"Unintentional","2010","Maine","--","1,328,354","--","--","--"
"Unintentional","2010","Maryland","--","5,773,787","--","--","--"
"Unintentional","2010","Massachusetts","--","6,547,788","--","--","--"
"Unintentional","2010","Michigan","16**","9,884,112","0.16**","0.16**","538"
"Unintentional","2010","Minnesota","--","5,303,933","--","--","--"
"Unintentional","2010","Mississippi","--","2,968,129","--","--","--"
"Unintentional","2010","Missouri","13**","5,988,941","0.22**","0.23**","363"
"Unintentional","2010","Montana","--","989,400","--","--","--"
"Unintentional","2010","Nebraska","--","1,826,311","--","--","--"
"Unintentional","2010","Nevada","--","2,700,683","--","--","--"
"Unintentional","2010","New Hampshire","--","1,316,457","--","--","--"
"Unintentional","2010","New Jersey","--","8,791,959","--","--","--"
"Unintentional","2010","New Mexico","--","2,059,199","--","--","--"
"Unintentional","2010","New York","13**","19,378,117","0.07**","0.07**","270"
"Unintentional","2010","North Carolina","30","9,535,762","0.32","0.32","916"
"Unintentional","2010","North Dakota","--","672,575","--","--","--"
"Unintentional","2010","Ohio","--","11,536,763","--","--","--"
"Unintentional","2010","Oklahoma","24","3,751,582","0.64","0.66","544"
"Unintentional","2010","Oregon","--","3,831,083","--","--","--"
"Unintentional","2010","Pennsylvania","32","12,702,891","0.25","0.27","1,027"
"Unintentional","2010","South Carolina","20**","4,625,358","0.43**","0.45**","649"
"Unintentional","2010","South Dakota","--","814,198","--","--","--"
"Unintentional","2010","Tennessee","32","6,346,281","0.50","0.48","725"
"Unintentional","2010","Texas","54","25,146,072","0.22","0.21","1,607"
"Unintentional","2010","Utah","--","2,763,891","--","--","--"
"Unintentional","2010","Vermont","--","625,727","--","--","--"
"Unintentional","2010","Virginia","13**","8,001,046","0.16**","0.16**","425"
"Unintentional","2010","Washington","--","6,724,540","--","--","--"
"Unintentional","2010","West Virginia","10**","1,853,008","0.54**","0.55**","228"
"Unintentional","2010","Wisconsin","--","5,687,285","--","--","--"
"Unintentional","2010","Wyoming","--","563,775","--","--","--"
"Unintentional","2009","Alabama","28","4,757,938","0.59","0.59","898"
"Unintentional","2009","Arizona","--","6,343,154","--","--","--"
"Unintentional","2009","Arkansas","14**","2,896,843","0.48**","0.50**","396"
"Unintentional","2009","California","31","36,961,229","0.08","0.08","1,013"
"Unintentional","2009","Colorado","--","4,972,195","--","--","--"
"Unintentional","2009","Connecticut","--","3,561,807","--","--","--"
"Unintentional","2009","Delaware","0**","891,730","0.00**","0.00**","--"
"Unintentional","2009","District of Columbia","0**","592,228","0.00**","0.00**","--"
"Unintentional","2009","Florida","23","18,652,644","0.12","0.12","534"
"Unintentional","2009","Georgia","27","9,620,846","0.28","0.30","719"
"Unintentional","2009","Idaho","--","1,554,439","--","--","--"
"Unintentional","2009","Illinois","14**","12,796,778","0.11**","0.11**","489"
"Unintentional","2009","Indiana","22","6,459,325","0.34","0.34","619"
"Unintentional","2009","Iowa","--","3,032,870","--","--","--"
"Unintentional","2009","Kansas","--","2,832,704","--","--","--"
"Unintentional","2009","Kentucky","15**","4,317,074","0.35**","0.35**","417"
"Unintentional","2009","Louisiana","23","4,491,648","0.51","0.54","808"
"Unintentional","2009","Maryland","--","5,730,388","--","--","--"
"Unintentional","2009","Massachusetts","--","6,517,613","--","--","--"
"Unintentional","2009","Michigan","12**","9,901,591","0.12**","0.11**","349"
"Unintentional","2009","Minnesota","--","5,281,203","--","--","--"
"Unintentional","2009","Mississippi","16**","2,958,774","0.54**","0.54**","540"
"Unintentional","2009","Missouri","20**","5,961,088","0.34**","0.32**","498"
"Unintentional","2009","Montana","--","983,982","--","--","--"
"Unintentional","2009","Nebraska","--","1,812,683","--","--","--"
"Unintentional","2009","Nevada","--","2,684,665","--","--","--"
"Unintentional","2009","New Hampshire","--","1,316,102","--","--","--"
"Unintentional","2009","New Jersey","--","8,755,602","--","--","--"
"Unintentional","2009","New Mexico","--","2,036,802","--","--","--"
"Unintentional","2009","New York","12**","19,307,066","0.06**","0.06**","263"
"Unintentional","2009","North Carolina","19**","9,449,566","0.20**","0.19**","399"
"Unintentional","2009","North Dakota","--","664,968","--","--","--"
"Unintentional","2009","Ohio","19**","11,528,896","0.17**","0.16**","494"
"Unintentional","2009","Oklahoma","15**","3,717,572","0.40**","0.43**","328"
"Unintentional","2009","Oregon","--","3,808,600","--","--","--"
"Unintentional","2009","Pennsylvania","23","12,666,858","0.18","0.18","602"
"Unintentional","2009","Rhode Island","--","1,053,646","--","--","--"
"Unintentional","2009","South Carolina","17**","4,589,872","0.37**","0.35**","531"
"Unintentional","2009","South Dakota","--","807,067","--","--","--"
"Unintentional","2009","Tennessee","29","6,306,019","0.46","0.45","558"
"Unintentional","2009","Texas","55","24,801,761","0.22","0.22","1,697"
"Unintentional","2009","Utah","--","2,723,421","--","--","--"
"Unintentional","2009","Virginia","13**","7,925,937","0.16**","0.18**","308"
"Unintentional","2009","Washington","--","6,667,426","--","--","--"
"Unintentional","2009","West Virginia","16**","1,847,775","0.87**","0.82**","277"
"Unintentional","2009","Wisconsin","--","5,669,264","--","--","--"
"Unintentional","2009","Wyoming","--","559,851","--","--","--"
"Unintentional","2008","Alabama","32","4,718,206","0.68","0.69","1,072"
"Unintentional","2008","Alaska","--","687,280","--","--","--"
"Unintentional","2008","Arizona","11**","6,280,362","0.18**","0.18**","308"
"Unintentional","2008","Arkansas","17**","2,874,554","0.59**","0.60**","497"
"Unintentional","2008","California","37","36,604,337","0.10","0.10","1,120"
"Unintentional","2008","Colorado","--","4,889,730","--","--","--"
"Unintentional","2008","Connecticut","--","3,545,579","--","--","--"
"Unintentional","2008","Delaware","0**","883,874","0.00**","0.00**","--"
"Unintentional","2008","District of Columbia","0**","580,236","0.00**","0.00**","--"
"Unintentional","2008","Florida","21","18,527,305","0.11","0.12","666"
"Unintentional","2008","Georgia","31","9,504,843","0.33","0.33","661"
"Unintentional","2008","Idaho","--","1,534,320","--","--","--"
"Unintentional","2008","Illinois","18**","12,747,038","0.14**","0.14**","472"
"Unintentional","2008","Indiana","21","6,424,806","0.33","0.31","503"
"Unintentional","2008","Iowa","--","3,016,734","--","--","--"
"Unintentional","2008","Kansas","11**","2,808,076","0.39**","0.39**","290"
"Unintentional","2008","Kentucky","17**","4,289,878","0.40**","0.39**","404"
"Unintentional","2008","Louisiana","33","4,435,586","0.74","0.75","973"
"Unintentional","2008","Maine","--","1,330,509","--","--","--"
"Unintentional","2008","Maryland","--","5,684,965","--","--","--"
"Unintentional","2008","Massachusetts","--","6,468,967","--","--","--"
"Unintentional","2008","Michigan","11**","9,946,889","0.11**","0.10**","298"
"Unintentional","2008","Minnesota","--","5,247,018","--","--","--"
"Unintentional","2008","Mississippi","22","2,947,806","0.75","0.72","637"
"Unintentional","2008","Missouri","26","5,923,916","0.44","0.46","806"
"Unintentional","2008","Montana","--","976,415","--","--","--"
"Unintentional","2008","Nebraska","--","1,796,378","--","--","--"
"Unintentional","2008","Nevada","--","2,653,630","--","--","--"
"Unintentional","2008","New Hampshire","--","1,315,906","--","--","--"
"Unintentional","2008","New Jersey","--","8,711,090","--","--","--"
"Unintentional","2008","New Mexico","--","2,010,662","--","--","--"
"Unintentional","2008","New York","11**","19,212,436","0.06**","0.06**","311"
"Unintentional","2008","North Carolina","13**","9,309,449","0.14**","0.14**","408"
