"Year","Intent","Race","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2019","Suicide","More than One Race","California","29","1,141,817","2.54","2.68","904"
"2019","Suicide","More than One Race","Colorado","--","136,342","--","--","--"
"2019","Suicide","More than One Race","Connecticut","0**","64,687","0.00**","0.00**","--"
"2019","Suicide","More than One Race","Delaware","0**","23,934","0.00**","0.00**","--"
"2019","Suicide","More than One Race","District of Columbia","0**","16,802","0.00**","0.00**","--"
"2019","Suicide","More than One Race","Florida","10**","366,498","2.73**","2.83**","358"
"2019","Suicide","More than One Race","Georgia","--","203,566","--","--","--"
"2019","Suicide","More than One Race","Hawaii","11**","279,501","3.94**","4.76**","238"
"2019","Suicide","More than One Race","Idaho","--","36,653","--","--","--"
"2019","Suicide","More than One Race","Illinois","--","213,635","--","--","--"
"2019","Suicide","More than One Race","Indiana","--","130,324","--","--","--"
"2019","Suicide","More than One Race","Iowa","--","55,926","--","--","--"
"2019","Suicide","More than One Race","Kansas","11**","77,626","14.17**","16.05**","366"
"2019","Suicide","More than One Race","Kentucky","--","84,891","--","--","--"
"2019","Suicide","More than One Race","Louisiana","--","70,942","--","--","--"
"2019","Suicide","More than One Race","Maine","--","22,650","--","--","--"
"2019","Suicide","More than One Race","Maryland","0**","153,138","0.00**","0.00**","--"
"2019","Suicide","More than One Race","Massachusetts","0**","130,230","0.00**","0.00**","--"
"2019","Suicide","More than One Race","Michigan","10**","229,704","4.35**","4.76**","392"
"2019","Suicide","More than One Race","Minnesota","--","131,971","--","--","--"
"2019","Suicide","More than One Race","Mississippi","--","35,895","--","--","--"
"2019","Suicide","More than One Race","Missouri","--","135,077","--","--","--"
"2019","Suicide","More than One Race","Montana","--","26,746","--","--","--"
"2019","Suicide","More than One Race","Nebraska","--","37,817","--","--","--"
"2019","Suicide","More than One Race","Nevada","--","111,369","--","--","--"
"2019","Suicide","More than One Race","New Hampshire","--","21,469","--","--","--"
"2019","Suicide","More than One Race","New Jersey","0**","141,248","0.00**","0.00**","--"
"2019","Suicide","More than One Race","New Mexico","--","32,498","--","--","--"
"2019","Suicide","More than One Race","New York","--","356,299","--","--","--"
"2019","Suicide","More than One Race","North Carolina","--","211,832","--","--","--"
"2019","Suicide","More than One Race","North Dakota","--","15,893","--","--","--"
"2019","Suicide","More than One Race","Ohio","--","257,704","--","--","--"
"2019","Suicide","More than One Race","Oklahoma","17**","225,348","7.54**","9.85**","444"
"2019","Suicide","More than One Race","Oregon","--","141,407","--","--","--"
"2019","Suicide","More than One Race","Pennsylvania","--","223,753","--","--","--"
"2019","Suicide","More than One Race","Rhode Island","--","22,867","--","--","--"
"2019","Suicide","More than One Race","South Carolina","--","92,038","--","--","--"
"2019","Suicide","More than One Race","South Dakota","--","19,570","--","--","--"
"2019","Suicide","More than One Race","Tennessee","--","124,282","--","--","--"
"2019","Suicide","More than One Race","Texas","--","439,957","--","--","--"
"2019","Suicide","More than One Race","Utah","--","68,721","--","--","--"
"2019","Suicide","More than One Race","Vermont","0**","11,512","0.00**","0.00**","--"
"2019","Suicide","More than One Race","Virginia","--","236,639","--","--","--"
"2019","Suicide","More than One Race","Washington","15**","323,909","4.63**","5.89**","404"
"2019","Suicide","More than One Race","West Virginia","--","31,353","--","--","--"
"2019","Suicide","More than One Race","Wisconsin","--","103,874","--","--","--"
"2019","Suicide","More than One Race","Wyoming","--","10,350","--","--","--"
"2019","Undetermined","White","Alabama","10**","3,204,686","0.31**","0.30**","228"
"2019","Undetermined","White","Alaska","--","439,032","--","--","--"
"2019","Undetermined","White","Arizona","--","3,946,381","--","--","--"
"2019","Undetermined","White","Arkansas","--","2,173,912","--","--","--"
"2019","Undetermined","White","California","--","14,364,928","--","--","--"
"2019","Undetermined","White","Colorado","--","3,897,567","--","--","--"
"2019","Undetermined","White","Connecticut","--","2,349,124","--","--","--"
"2019","Undetermined","White","Florida","--","11,477,351","--","--","--"
"2019","Undetermined","White","Georgia","--","5,526,498","--","--","--"
"2019","Undetermined","White","Hawaii","0**","304,634","0.00**","0.00**","--"
"2019","Undetermined","White","Idaho","--","1,460,634","--","--","--"
"2019","Undetermined","White","Illinois","10**","7,699,015","0.13**","0.14**","293"
"2019","Undetermined","White","Indiana","--","5,274,914","--","--","--"
"2019","Undetermined","White","Iowa","--","2,681,114","--","--","--"
"2019","Undetermined","White","Kansas","--","2,194,676","--","--","--"
"2019","Undetermined","White","Kentucky","--","3,761,002","--","--","--"
"2019","Undetermined","White","Louisiana","--","2,718,017","--","--","--"
"2019","Undetermined","White","Massachusetts","--","4,897,854","--","--","--"
"2019","Undetermined","White","Michigan","--","7,454,804","--","--","--"
"2019","Undetermined","White","Mississippi","--","1,678,937","--","--","--"
"2019","Undetermined","White","Missouri","--","4,858,877","--","--","--"
"2019","Undetermined","White","Montana","--","918,856","--","--","--"
"2019","Undetermined","White","Nebraska","--","1,510,623","--","--","--"
"2019","Undetermined","White","Nevada","--","1,485,334","--","--","--"
"2019","Undetermined","White","New Hampshire","--","1,220,183","--","--","--"
"2019","Undetermined","White","New Mexico","--","770,328","--","--","--"
"2019","Undetermined","White","New York","--","10,766,164","--","--","--"
"2019","Undetermined","White","North Carolina","10**","6,572,329","0.15**","0.14**","234"
"2019","Undetermined","White","North Dakota","--","638,598","--","--","--"
"2019","Undetermined","White","Ohio","--","9,158,965","--","--","--"
"2019","Undetermined","White","Oklahoma","--","2,565,907","--","--","--"
"2019","Undetermined","White","Oregon","--","3,164,041","--","--","--"
"2019","Undetermined","White","Pennsylvania","--","9,684,468","--","--","--"
"2019","Undetermined","White","Rhode Island","--","755,716","--","--","--"
"2019","Undetermined","White","South Carolina","--","3,280,415","--","--","--"
"2019","Undetermined","White","Tennessee","16**","5,020,913","0.32**","0.34**","391"
"2019","Undetermined","White","Texas","16**","11,939,907","0.13**","0.13**","342"
"2019","Undetermined","White","Utah","--","2,496,399","--","--","--"
"2019","Undetermined","White","Vermont","0**","577,220","0.00**","0.00**","--"
"2019","Undetermined","White","Virginia","--","5,233,436","--","--","--"
"2019","Undetermined","White","Washington","--","5,126,571","--","--","--"
"2019","Undetermined","White","West Virginia","--","1,650,894","--","--","--"
"2019","Undetermined","White","Wisconsin","--","4,699,157","--","--","--"
"2019","Undetermined","White","Wyoming","--","485,773","--","--","--"
"2019","Undetermined","Black","Alabama","--","1,300,338","--","--","--"
"2019","Undetermined","Black","Alaska","0**","24,008","0.00**","0.00**","--"
"2019","Undetermined","Black","California","--","2,213,986","--","--","--"
"2019","Undetermined","Black","Florida","--","3,344,935","--","--","--"
"2019","Undetermined","Black","Georgia","--","3,364,704","--","--","--"
"2019","Undetermined","Black","Hawaii","0**","27,670","0.00**","0.00**","--"
"2019","Undetermined","Black","Idaho","0**","13,144","0.00**","0.00**","--"
"2019","Undetermined","Black","Illinois","--","1,786,575","--","--","--"
"2019","Undetermined","Black","Indiana","--","647,894","--","--","--"
"2019","Undetermined","Black","Iowa","0**","124,058","0.00**","0.00**","--"
"2019","Undetermined","Black","Louisiana","--","1,506,360","--","--","--"
"2019","Undetermined","Black","Maine","0**","22,016","0.00**","0.00**","--"
"2019","Undetermined","Black","Maryland","--","1,816,071","--","--","--"
"2019","Undetermined","Black","Massachusetts","--","506,061","--","--","--"
"2019","Undetermined","Black","Michigan","--","1,374,924","--","--","--"
"2019","Undetermined","Black","Mississippi","--","1,116,038","--","--","--"
"2019","Undetermined","Black","Missouri","--","711,045","--","--","--"
"2019","Undetermined","Black","Montana","0**","5,700","0.00**","0.00**","--"
"2019","Undetermined","Black","Nebraska","0**","94,692","0.00**","0.00**","--"
"2019","Undetermined","Black","New Mexico","--","39,807","--","--","--"
"2019","Undetermined","Black","New York","--","2,804,140","--","--","--"
"2019","Undetermined","Black","North Carolina","--","2,241,888","--","--","--"
"2019","Undetermined","Black","North Dakota","0**","24,810","0.00**","0.00**","--"
"2019","Undetermined","Black","Ohio","--","1,483,912","--","--","--"
"2019","Undetermined","Black","Oklahoma","--","291,706","--","--","--"
"2019","Undetermined","Black","Oregon","0**","81,893","0.00**","0.00**","--"
"2019","Undetermined","Black","South Carolina","--","1,362,296","--","--","--"
"2019","Undetermined","Black","South Dakota","0**","19,813","0.00**","0.00**","--"
"2019","Undetermined","Black","Tennessee","--","1,141,415","--","--","--"
"2019","Undetermined","Black","Texas","12**","3,515,891","0.34**","0.36**","442"
"2019","Undetermined","Black","Utah","0**","36,820","0.00**","0.00**","--"
"2019","Undetermined","Black","Vermont","0**","8,052","0.00**","0.00**","--"
"2019","Undetermined","Black","Virginia","--","1,635,759","--","--","--"
"2019","Undetermined","Black","West Virginia","--","62,703","--","--","--"
"2019","Undetermined","Black","Wisconsin","--","373,161","--","--","--"
"2019","Undetermined","American Indian / Alaska Native","Alaska","--","107,833","--","--","--"
"2019","Undetermined","American Indian / Alaska Native","Nebraska","--","15,990","--","--","--"
"2019","Undetermined","American Indian / Alaska Native","Utah","--","29,591","--","--","--"
"2019","Undetermined","American Indian / Alaska Native","Vermont","0**","2,010","0.00**","0.00**","--"
"2019","Undetermined","American Indian / Alaska Native","Virginia","0**","22,628","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","Pennsylvania","--","3,976","--","--","--"
"2019","Undetermined","HI Native / Pacific Islander","Rhode Island","0**","670","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","South Carolina","0**","2,927","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","South Dakota","0**","519","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","Tennessee","0**","3,782","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","Texas","0**","25,578","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","Utah","0**","32,495","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","Vermont","0**","192","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","Virginia","0**","6,354","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","Washington","0**","53,474","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","West Virginia","0**","412","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","Wisconsin","0**","2,297","0.00**","0.00**","--"
"2019","Undetermined","HI Native / Pacific Islander","Wyoming","0**","409","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Alabama","0**","79,743","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Alaska","0**","51,075","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Arizona","0**","155,146","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Arkansas","0**","59,870","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","California","0**","1,141,817","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Colorado","0**","136,342","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Connecticut","0**","64,687","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Delaware","0**","23,934","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","District of Columbia","0**","16,802","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Florida","0**","366,498","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Georgia","0**","203,566","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Hawaii","0**","279,501","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Idaho","0**","36,653","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Illinois","0**","213,635","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Indiana","0**","130,324","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Iowa","0**","55,926","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Kansas","0**","77,626","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Kentucky","0**","84,891","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Louisiana","0**","70,942","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Maine","0**","22,650","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Maryland","0**","153,138","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Massachusetts","0**","130,230","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Michigan","0**","229,704","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Minnesota","0**","131,971","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Mississippi","0**","35,895","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Missouri","0**","135,077","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Montana","0**","26,746","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Nebraska","0**","37,817","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Nevada","--","111,369","--","--","--"
"2019","Undetermined","More than One Race","New Hampshire","0**","21,469","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","New Jersey","0**","141,248","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","New Mexico","0**","32,498","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","New York","0**","356,299","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","North Carolina","0**","211,832","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","North Dakota","0**","15,893","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Ohio","0**","257,704","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Oklahoma","0**","225,348","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Oregon","--","141,407","--","--","--"
"2019","Undetermined","More than One Race","Pennsylvania","0**","223,753","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Rhode Island","0**","22,867","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","South Carolina","0**","92,038","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","South Dakota","0**","19,570","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Tennessee","0**","124,282","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Texas","--","439,957","--","--","--"
"2019","Undetermined","More than One Race","Utah","0**","68,721","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Vermont","0**","11,512","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Virginia","0**","236,639","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","Washington","0**","323,909","0.00**","0.00**","--"
"2019","Undetermined","More than One Race","West Virginia","0**","31,353","0.00**","0.00**","--"
"2018","Unintentional","White","Alabama","15**","3,201,260","0.47**","0.48**","419"
"2018","Unintentional","White","Alaska","0**","442,901","0.00**","0.00**","--"
"2018","Unintentional","White","Arizona","--","3,902,539","--","--","--"
"2018","Unintentional","White","Arkansas","--","2,175,734","--","--","--"
"2018","Unintentional","White","California","13**","14,539,147","0.09**","0.09**","318"
"2018","Unintentional","White","Colorado","--","3,868,592","--","--","--"
"2018","Unintentional","White","Connecticut","0**","2,376,092","0.00**","0.00**","--"
"2018","Unintentional","White","Delaware","--","598,656","--","--","--"
"2018","Unintentional","White","Florida","--","11,428,077","--","--","--"
"2018","Unintentional","White","Georgia","--","5,517,733","--","--","--"
"2018","Unintentional","White","Idaho","--","1,434,421","--","--","--"
"2018","Unintentional","White","Illinois","--","7,773,734","--","--","--"
"2018","Unintentional","White","Indiana","--","5,276,004","--","--","--"
"2018","Unintentional","White","Iowa","--","2,685,977","--","--","--"
"2018","Unintentional","White","Kansas","--","2,202,100","--","--","--"
"2018","Unintentional","White","Kentucky","18**","3,765,567","0.48**","0.50**","586"
"2018","Unintentional","White","Louisiana","--","2,732,774","--","--","--"
"2018","Unintentional","White","Maine","--","1,248,491","--","--","--"
"2018","Unintentional","White","Maryland","--","3,051,457","--","--","--"
"2018","Unintentional","White","Massachusetts","--","4,928,244","--","--","--"
"2018","Unintentional","White","Michigan","--","7,476,400","--","--","--"
"2018","Unintentional","White","Minnesota","--","4,451,321","--","--","--"
"2018","Unintentional","White","Mississippi","15**","1,685,042","0.89**","0.76**","204"
"2018","Unintentional","White","Missouri","--","4,859,948","--","--","--"
"2018","Unintentional","White","Montana","--","913,368","--","--","--"
"2018","Unintentional","White","Nebraska","--","1,512,094","--","--","--"
"2018","Unintentional","White","Nevada","--","1,476,925","--","--","--"
"2018","Unintentional","White","New Hampshire","--","1,219,041","--","--","--"
"2018","Unintentional","White","New Jersey","--","4,898,327","--","--","--"
"2018","Unintentional","White","New York","--","10,858,948","--","--","--"
"2018","Unintentional","White","North Carolina","18**","6,535,149","0.28**","0.26**","357"
"2018","Unintentional","White","Ohio","--","9,184,283","--","--","--"
"2018","Unintentional","White","Oklahoma","--","2,568,395","--","--","--"
"2018","Unintentional","White","Oregon","--","3,154,948","--","--","--"
"2018","Unintentional","White","Pennsylvania","16**","9,738,780","0.16**","0.16**","327"
"2018","Unintentional","White","South Carolina","11**","3,243,343","0.34**","0.32**","247"
"2018","Unintentional","White","South Dakota","--","717,286","--","--","--"
"2018","Unintentional","White","Tennessee","--","4,996,168","--","--","--"
"2018","Unintentional","White","Texas","21","11,909,791","0.18","0.17","501"
"2018","Unintentional","White","Utah","--","2,468,031","--","--","--"
"2018","Unintentional","White","Virginia","--","5,240,475","--","--","--"
"2018","Unintentional","White","Washington","--","5,115,432","--","--","--"
"2018","Unintentional","White","West Virginia","--","1,663,472","--","--","--"
"2018","Unintentional","White","Wisconsin","--","4,700,463","--","--","--"
"2018","Unintentional","White","Wyoming","--","485,685","--","--","--"
"2018","Unintentional","Black","Alabama","--","1,296,845","--","--","--"
"2018","Unintentional","Black","Arkansas","--","465,601","--","--","--"
"2018","Unintentional","Black","California","--","2,216,483","--","--","--"
"2018","Unintentional","Black","Colorado","--","229,347","--","--","--"
"2018","Unintentional","Black","Connecticut","0**","365,183","0.00**","0.00**","--"
"2018","Unintentional","Black","Delaware","0**","211,316","0.00**","0.00**","--"
"2018","Unintentional","Black","District of Columbia","0**","317,121","0.00**","0.00**","--"
"2018","Unintentional","Black","Florida","--","3,308,210","--","--","--"
"2018","Unintentional","Black","Georgia","--","3,313,743","--","--","--"
"2018","Unintentional","Black","Illinois","--","1,794,372","--","--","--"
"2018","Unintentional","Black","Indiana","--","639,237","--","--","--"
"2018","Unintentional","Black","Kentucky","--","363,953","--","--","--"
"2018","Unintentional","Black","Louisiana","--","1,506,460","--","--","--"
"2018","Unintentional","Black","Maryland","--","1,805,077","--","--","--"
"2018","Unintentional","Black","Michigan","--","1,375,779","--","--","--"
"2018","Unintentional","Black","Mississippi","13**","1,117,677","1.16**","1.18**","471"
"2018","Unintentional","Black","Missouri","--","710,287","--","--","--"
"2018","Unintentional","Black","Nebraska","--","93,465","--","--","--"
"2018","Unintentional","Black","Nevada","--","277,943","--","--","--"
"2018","Unintentional","Black","New Hampshire","0**","19,238","0.00**","0.00**","--"
"2018","Unintentional","Black","New Jersey","0**","1,148,262","0.00**","0.00**","--"
"2018","Unintentional","Black","New Mexico","0**","38,825","0.00**","0.00**","--"
"2018","Unintentional","Black","New York","--","2,819,511","--","--","--"
"2018","Unintentional","Black","North Carolina","--","2,219,950","--","--","--"
"2018","Unintentional","Black","Ohio","--","1,474,412","--","--","--"
"2018","Unintentional","Black","Pennsylvania","--","1,386,860","--","--","--"
"2018","Unintentional","Black","South Carolina","--","1,354,145","--","--","--"
"2018","Unintentional","Black","Tennessee","--","1,134,397","--","--","--"
"2018","Unintentional","Black","Texas","--","3,449,719","--","--","--"
"2018","Unintentional","Black","Virginia","--","1,625,608","--","--","--"
"2018","Unintentional","Black","Washington","--","293,807","--","--","--"
"2018","Unintentional","Black","West Virginia","0**","62,715","0.00**","0.00**","--"
"2018","Unintentional","Black","Wisconsin","--","371,921","--","--","--"
"2018","Unintentional","American Indian / Alaska Native","Alabama","--","26,913","--","--","--"
"2018","Unintentional","American Indian / Alaska Native","Arizona","--","281,628","--","--","--"
"2018","Unintentional","American Indian / Alaska Native","Nebraska","--","15,907","--","--","--"
"2018","Unintentional","American Indian / Alaska Native","Nevada","0**","25,813","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","New Hampshire","0**","2,856","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","New Jersey","0**","13,551","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","New Mexico","0**","182,757","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","New York","0**","58,124","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","North Carolina","0**","115,641","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","North Dakota","--","38,763","--","--","--"
"2018","Unintentional","American Indian / Alaska Native","Ohio","0**","22,302","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","Oklahoma","--","335,430","--","--","--"
"2018","Unintentional","American Indian / Alaska Native","Oregon","0**","45,693","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","Pennsylvania","0**","18,400","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","Rhode Island","0**","4,485","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","South Carolina","0**","18,408","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","South Dakota","--","73,264","--","--","--"
"2018","Unintentional","American Indian / Alaska Native","Tennessee","0**","18,789","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","Texas","0**","93,025","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","Utah","0**","29,107","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","Vermont","0**","2,025","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","Virginia","0**","22,517","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","Washington","--","93,923","--","--","--"
"2018","Unintentional","American Indian / Alaska Native","West Virginia","0**","3,752","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","Wisconsin","0**","50,847","0.00**","0.00**","--"
"2018","Unintentional","American Indian / Alaska Native","Wyoming","0**","12,134","0.00**","0.00**","--"
"2018","Unintentional","Asian","Alabama","0**","71,453","0.00**","0.00**","--"
"2018","Unintentional","Asian","Alaska","0**","46,742","0.00**","0.00**","--"
"2018","Unintentional","Asian","Arizona","0**","243,261","0.00**","0.00**","--"
"2018","Unintentional","Asian","Arkansas","0**","48,620","0.00**","0.00**","--"
"2018","Unintentional","Asian","California","--","5,845,796","--","--","--"
"2018","Unintentional","Asian","Florida","--","599,531","--","--","--"
"2018","Unintentional","Asian","North Carolina","--","316,306","--","--","--"
"2018","Unintentional","Asian","North Dakota","0**","12,876","0.00**","0.00**","--"
"2018","Unintentional","Asian","Ohio","0**","283,356","0.00**","0.00**","--"
"2018","Unintentional","Asian","Oklahoma","0**","89,913","0.00**","0.00**","--"
"2018","Unintentional","Asian","Oregon","0**","194,672","0.00**","0.00**","--"
"2018","Unintentional","Asian","Pennsylvania","0**","462,880","0.00**","0.00**","--"
"2018","Unintentional","Asian","Rhode Island","0**","37,450","0.00**","0.00**","--"
"2018","Unintentional","Asian","South Carolina","0**","87,555","0.00**","0.00**","--"
"2018","Unintentional","Asian","South Dakota","0**","13,414","0.00**","0.00**","--"
"2018","Unintentional","Asian","Tennessee","0**","126,628","0.00**","0.00**","--"
"2018","Unintentional","Asian","Texas","--","1,433,533","--","--","--"
"2018","Unintentional","Asian","Utah","0**","78,003","0.00**","0.00**","--"
"2018","Unintentional","Asian","Vermont","0**","11,960","0.00**","0.00**","--"
"2018","Unintentional","Asian","Virginia","0**","573,290","0.00**","0.00**","--"
"2018","Unintentional","Asian","Washington","0**","685,800","0.00**","0.00**","--"
"2018","Unintentional","Asian","West Virginia","0**","14,813","0.00**","0.00**","--"
"2018","Unintentional","Asian","Wisconsin","0**","172,351","0.00**","0.00**","--"
"2018","Unintentional","Asian","Wyoming","0**","5,982","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Alabama","0**","2,502","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Alaska","0**","10,770","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Arizona","0**","13,296","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Arkansas","0**","10,445","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","California","0**","145,711","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Colorado","0**","8,006","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Connecticut","0**","1,294","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Delaware","0**","333","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","District of Columbia","0**","338","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Florida","0**","13,511","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Georgia","0**","7,241","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Hawaii","0**","138,215","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Idaho","0**","3,090","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Illinois","0**","3,586","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Indiana","0**","2,508","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Iowa","0**","3,652","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Kansas","0**","2,774","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Kentucky","0**","2,997","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Louisiana","0**","1,801","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Maine","0**","390","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Maryland","0**","2,951","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Massachusetts","0**","2,917","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Michigan","0**","2,729","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Minnesota","0**","2,994","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Mississippi","0**","1,050","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Missouri","0**","7,962","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Montana","0**","751","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Nebraska","0**","1,172","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Nevada","0**","19,831","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","New Hampshire","0**","377","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","New Jersey","0**","3,182","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","New Mexico","0**","1,378","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","New York","0**","9,015","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","North Carolina","0**","6,846","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","North Dakota","0**","439","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Ohio","0**","4,786","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Oklahoma","0**","6,799","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Oregon","0**","17,095","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Pennsylvania","0**","3,951","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","Rhode Island","0**","668","0.00**","0.00**","--"
"2018","Unintentional","HI Native / Pacific Islander","South Carolina","0**","2,894","0.00**","0.00**","--"
