"Date Printed: Wednesday, January 25, 2023 12:58:36 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | Ages 13 years and older | Black/African American | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Scott County, Tennessee",47151,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,42
HIV diagnoses,"Sequatchie County, Tennessee",47153,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,74
HIV diagnoses,"Sevier County, Tennessee",47155,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,984
HIV diagnoses,"Shelby County, Tennessee",47157,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,207,51,"406,024"
HIV diagnoses,"Smith County, Tennessee",47159,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,372
HIV diagnoses,"Stewart County, Tennessee",47161,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,200
HIV diagnoses,"Sullivan County, Tennessee",47163,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,930"
HIV diagnoses,"Sumner County, Tennessee",47165,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,471"
HIV diagnoses,"Tipton County, Tennessee",47167,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,305"
HIV diagnoses,"Trousdale County, Tennessee",47169,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,170"
HIV diagnoses,"Unicoi County, Tennessee",47171,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,52
HIV diagnoses,"Union County, Tennessee",47173,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,67
HIV diagnoses,"Van Buren County, Tennessee",47175,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,36
HIV diagnoses,"Warren County, Tennessee",47177,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,120"
HIV diagnoses,"Washington County, Tennessee",47179,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"4,696"
HIV diagnoses,"Wayne County, Tennessee",47181,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,086"
HIV diagnoses,"Weakley County, Tennessee",47183,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,145"
HIV diagnoses,"White County, Tennessee",47185,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,417
HIV diagnoses,"Williamson County, Tennessee",47187,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,576"
HIV diagnoses,"Wilson County, Tennessee",47189,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,696"
HIV diagnoses,"Anderson County, Texas",48001,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,8,73,"10,961"
HIV diagnoses,"Andrews County, Texas",48003,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,212
HIV diagnoses,"Angelina County, Texas",48005,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,503"
HIV diagnoses,"Aransas County, Texas",48007,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,248
HIV diagnoses,"Archer County, Texas",48009,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,57
HIV diagnoses,"Armstrong County, Texas",48011,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,13
HIV diagnoses,"Atascosa County, Texas",48013,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,360
HIV diagnoses,"Austin County, Texas",48015,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,130"
HIV diagnoses,"Bailey County, Texas",48017,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,59
HIV diagnoses,"Bandera County, Texas",48019,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,186
HIV diagnoses,"Bastrop County, Texas",48021,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"4,957"
HIV diagnoses,"Baylor County, Texas",48023,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,74
HIV diagnoses,"Bee County, Texas",48025,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,606"
HIV diagnoses,"Bell County, Texas",48027,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,31,48.4,"64,066"
HIV diagnoses,"Bexar County, Texas",48029,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,46,37.3,"123,383"
HIV diagnoses,"Blanco County, Texas",48031,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,122
HIV diagnoses,"Borden County, Texas",48033,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,4
HIV diagnoses,"Bosque County, Texas",48035,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,257
HIV diagnoses,"Bowie County, Texas",48037,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,5,26.4,"18,968"
HIV diagnoses,"Brazoria County, Texas",48039,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,11,24.5,"44,852"
HIV diagnoses,"Brazos County, Texas",48041,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,9,45.1,"19,977"
HIV diagnoses,"Brewster County, Texas",48043,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,94
HIV diagnoses,"Briscoe County, Texas",48045,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,45
HIV diagnoses,"Brooks County, Texas",48047,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,31
HIV diagnoses,"Brown County, Texas",48049,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,120"
HIV diagnoses,"Burleson County, Texas",48051,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,886"
HIV diagnoses,"Burnet County, Texas",48053,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,731
HIV diagnoses,"Caldwell County, Texas",48055,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,165"
HIV diagnoses,"Calhoun County, Texas",48057,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,443
HIV diagnoses,"Callahan County, Texas",48059,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,156
HIV diagnoses,"Cameron County, Texas",48061,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,274"
HIV diagnoses,"Camp County, Texas",48063,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,692"
HIV diagnoses,"Carson County, Texas",48065,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,42
HIV diagnoses,"Cass County, Texas",48067,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,188"
HIV diagnoses,"Castro County, Texas",48069,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,127
HIV diagnoses,"Chambers County, Texas",48071,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,819"
HIV diagnoses,"Cherokee County, Texas",48073,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,148"
HIV diagnoses,"Childress County, Texas",48075,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,712
HIV diagnoses,"Clay County, Texas",48077,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,66
HIV diagnoses,"Cochran County, Texas",48079,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,93
HIV diagnoses,"Coke County, Texas",48081,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,22
HIV diagnoses,"Coleman County, Texas",48083,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,195
HIV diagnoses,"Collin County, Texas",48085,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,38,43.3,"87,821"
HIV diagnoses,"Collingsworth County, Texas",48087,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,123
HIV diagnoses,"Colorado County, Texas",48089,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,055"
HIV diagnoses,"Comal County, Texas",48091,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,160"
HIV diagnoses,"Comanche County, Texas",48093,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,50
HIV diagnoses,"Concho County, Texas",48095,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,31
HIV diagnoses,"Cooke County, Texas",48097,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,099"
HIV diagnoses,"Coryell County, Texas",48099,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,785"
HIV diagnoses,"Cottle County, Texas",48101,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,122
HIV diagnoses,"Crane County, Texas",48103,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,102
HIV diagnoses,"Crockett County, Texas",48105,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,16
HIV diagnoses,"Crosby County, Texas",48107,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,147
HIV diagnoses,"Culberson County, Texas",48109,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,26
HIV diagnoses,"Dallam County, Texas",48111,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,111
HIV diagnoses,"Dallas County, Texas",48113,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,348,70.8,"491,505"
HIV diagnoses,"Dawson County, Texas",48115,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,656
HIV diagnoses,"Deaf Smith County, Texas",48117,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,171
HIV diagnoses,"Delta County, Texas",48119,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,270
HIV diagnoses,"Denton County, Texas",48121,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,28,36.3,"77,152"
HIV diagnoses,"Dewitt County, Texas",48123,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,416"
HIV diagnoses,"Dickens County, Texas",48125,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,99
HIV diagnoses,"Dimmit County, Texas",48127,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,93
HIV diagnoses,"Donley County, Texas",48129,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,154
HIV diagnoses,"Duval County, Texas",48131,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,101
HIV diagnoses,"Eastland County, Texas",48133,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,296
HIV diagnoses,"Ector County, Texas",48135,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,813"
HIV diagnoses,"Edwards County, Texas",48137,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,8
HIV diagnoses,"Ellis County, Texas",48139,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,10,56.9,"17,582"
HIV diagnoses,"El Paso County, Texas",48141,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,2,9.3,"21,519"
HIV diagnoses,"Erath County, Texas",48143,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,668
HIV diagnoses,"Falls County, Texas",48145,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,370"
HIV diagnoses,"Fannin County, Texas",48147,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,007"
HIV diagnoses,"Fayette County, Texas",48149,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,235"
HIV diagnoses,"Fisher County, Texas",48151,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,112
HIV diagnoses,"Floyd County, Texas",48153,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,158
HIV diagnoses,"Foard County, Texas",48155,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,47
HIV diagnoses,"Fort Bend County, Texas",48157,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,33,24.4,"135,494"
HIV diagnoses,"Franklin County, Texas",48159,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,337
HIV diagnoses,"Freestone County, Texas",48161,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,585"
HIV diagnoses,"Frio County, Texas",48163,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,601
HIV diagnoses,"Gaines County, Texas",48165,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,274
HIV diagnoses,"Galveston County, Texas",48167,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,17,48.1,"35,333"
HIV diagnoses,"Garza County, Texas",48169,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,358
HIV diagnoses,"Gillespie County, Texas",48171,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,77
HIV diagnoses,"Glasscock County, Texas",48173,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,20
HIV diagnoses,"Goliad County, Texas",48175,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,253
HIV diagnoses,"Gonzales County, Texas",48177,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,040"
HIV diagnoses,"Gray County, Texas",48179,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,012"
HIV diagnoses,"Grayson County, Texas",48181,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,538"
HIV diagnoses,"Gregg County, Texas",48183,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,11,53.9,"20,403"
HIV diagnoses,"Grimes County, Texas",48185,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,716"
HIV diagnoses,"Guadalupe County, Texas",48187,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,373"
HIV diagnoses,"Hale County, Texas",48189,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,395"
HIV diagnoses,"Hall County, Texas",48191,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,203
HIV diagnoses,"Hamilton County, Texas",48193,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,55
HIV diagnoses,"Hansford County, Texas",48195,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,30
HIV diagnoses,"Hardeman County, Texas",48197,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,166
HIV diagnoses,"Hardin County, Texas",48199,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,543"
HIV diagnoses,"Harris County, Texas",48201,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,519,71.8,"723,170"
HIV diagnoses,"Harrison County, Texas",48203,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,482"
HIV diagnoses,"Hartley County, Texas",48205,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,361
HIV diagnoses,"Haskell County, Texas",48207,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,196
HIV diagnoses,"Hays County, Texas",48209,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,653"
HIV diagnoses,"Hemphill County, Texas",48211,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,8
HIV diagnoses,"Henderson County, Texas",48213,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,346"
HIV diagnoses,"Hidalgo County, Texas",48215,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,929"
HIV diagnoses,"Hill County, Texas",48217,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,831"
HIV diagnoses,"Hockley County, Texas",48219,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,688
HIV diagnoses,"Hood County, Texas",48221,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,493
HIV diagnoses,"Hopkins County, Texas",48223,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,163"
HIV diagnoses,"Houston County, Texas",48225,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,842"
HIV diagnoses,"Howard County, Texas",48227,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,918"
HIV diagnoses,"Hudspeth County, Texas",48229,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,111
HIV diagnoses,"Hunt County, Texas",48231,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,392"
HIV diagnoses,"Hutchinson County, Texas",48233,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,433
HIV diagnoses,"Irion County, Texas",48235,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,15
HIV diagnoses,"Jack County, Texas",48237,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,333
HIV diagnoses,"Jackson County, Texas",48239,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,715
HIV diagnoses,"Jasper County, Texas",48241,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,612"
HIV diagnoses,"Jeff Davis County, Texas",48243,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,11
HIV diagnoses,"Jefferson County, Texas",48245,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,34,49.6,"68,607"
HIV diagnoses,"Jim Hogg County, Texas",48247,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,26
HIV diagnoses,"Jim Wells County, Texas",48249,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,253
HIV diagnoses,"Johnson County, Texas",48251,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,444"
HIV diagnoses,"Jones County, Texas",48253,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,266"
HIV diagnoses,"Karnes County, Texas",48255,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,136"
HIV diagnoses,"Kaufman County, Texas",48257,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,6,41.6,"14,435"
HIV diagnoses,"Kendall County, Texas",48259,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,459
HIV diagnoses,"Kenedy County, Texas",48261,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,7
HIV diagnoses,"Kent County, Texas",48263,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,7
HIV diagnoses,"Kerr County, Texas",48265,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,658
HIV diagnoses,"Kimble County, Texas",48267,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,23
HIV diagnoses,"King County, Texas",48269,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,0
HIV diagnoses,"Kinney County, Texas",48271,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,36
HIV diagnoses,"Kleberg County, Texas",48273,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,843
HIV diagnoses,"Knox County, Texas",48275,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,159
HIV diagnoses,"Lamar County, Texas",48277,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,267"
HIV diagnoses,"Lamb County, Texas",48279,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,361
HIV diagnoses,"Lampasas County, Texas",48281,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,666
HIV diagnoses,"La Salle County, Texas",48283,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,44
HIV diagnoses,"Lavaca County, Texas",48285,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,955
HIV diagnoses,"Lee County, Texas",48287,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,553"
HIV diagnoses,"Leon County, Texas",48289,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,034"
HIV diagnoses,"Liberty County, Texas",48291,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,5,72.3,"6,918"
HIV diagnoses,"Limestone County, Texas",48293,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"3,351"
HIV diagnoses,"Lipscomb County, Texas",48295,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,25
HIV diagnoses,"Live Oak County, Texas",48297,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,491
HIV diagnoses,"Llano County, Texas",48299,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,175
HIV diagnoses,"Loving County, Texas",48301,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,4
HIV diagnoses,"Lubbock County, Texas",48303,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,751"
HIV diagnoses,"Lynn County, Texas",48305,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,97
HIV diagnoses,"Mcculloch County, Texas",48307,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,127
HIV diagnoses,"Mclennan County, Texas",48309,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,12,41.2,"29,146"
HIV diagnoses,"Mcmullen County, Texas",48311,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,16
HIV diagnoses,"Madison County, Texas",48313,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,413"
HIV diagnoses,"Marion County, Texas",48315,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,767"
HIV diagnoses,"Martin County, Texas",48317,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,78
HIV diagnoses,"Mason County, Texas",48319,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,16
HIV diagnoses,"Matagorda County, Texas",48321,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,141"
HIV diagnoses,"Maverick County, Texas",48323,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,135
HIV diagnoses,"Medina County, Texas",48325,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,237"
HIV diagnoses,"Menard County, Texas",48327,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,25
HIV diagnoses,"Midland County, Texas",48329,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,5,58.1,"8,609"
HIV diagnoses,"Milam County, Texas",48331,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,743"
HIV diagnoses,"Mills County, Texas",48333,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,35
HIV diagnoses,"Mitchell County, Texas",48335,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,705
HIV diagnoses,"Montague County, Texas",48337,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,94
HIV diagnoses,"Montgomery County, Texas",48339,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,9,34.2,"26,346"
HIV diagnoses,"Moore County, Texas",48341,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,636
HIV diagnoses,"Morris County, Texas",48343,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,246"
HIV diagnoses,"Motley County, Texas",48345,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,24
HIV diagnoses,"Nacogdoches County, Texas",48347,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,436"
HIV diagnoses,"Navarro County, Texas",48349,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,110"
HIV diagnoses,"Newton County, Texas",48351,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,324"
HIV diagnoses,"Nolan County, Texas",48353,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,511
