"Date Printed: Wednesday, January 25, 2023 12:12:47 PM"
Title: HIV diagnoses | 2019 | Ages 13 years and older | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level

Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
NA - Not Applicable.




Indicator,Geography,FIPS,Year,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","Northumberland County, Pennsylvania","42097","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","78,136"
"HIV diagnoses","Perry County, Pennsylvania","42099","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","39,289"
"HIV diagnoses","Philadelphia County, Pennsylvania","42101","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","445","33.5","1,329,341"
"HIV diagnoses","Pike County, Pennsylvania","42103","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","49,448"
"HIV diagnoses","Potter County, Pennsylvania","42105","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,221"
"HIV diagnoses","Schuylkill County, Pennsylvania","42107","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","121,935"
"HIV diagnoses","Snyder County, Pennsylvania","42109","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","34,593"
"HIV diagnoses","Somerset County, Pennsylvania","42111","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","64,224"
"HIV diagnoses","Sullivan County, Pennsylvania","42113","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,535"
"HIV diagnoses","Susquehanna County, Pennsylvania","42115","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","35,026"
"HIV diagnoses","Tioga County, Pennsylvania","42117","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","34,967"
"HIV diagnoses","Union County, Pennsylvania","42119","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","38,972"
"HIV diagnoses","Venango County, Pennsylvania","42121","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","44,120"
"HIV diagnoses","Warren County, Pennsylvania","42123","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","33,830"
"HIV diagnoses","Washington County, Pennsylvania","42125","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","178,360"
"HIV diagnoses","Wayne County, Pennsylvania","42127","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","45,488"
"HIV diagnoses","Westmoreland County, Pennsylvania","42129","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","2.3","304,837"
"HIV diagnoses","Wyoming County, Pennsylvania","42131","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,220"
"HIV diagnoses","York County, Pennsylvania","42133","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","26","6.8","379,904"
"HIV diagnoses","Bristol County, Rhode Island","44001","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","42,560"
"HIV diagnoses","Kent County, Rhode Island","44003","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","3.5","142,916"
"HIV diagnoses","Newport County, Rhode Island","44005","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","72,850"
"HIV diagnoses","Providence County, Rhode Island","44007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","56","10.3","543,998"
"HIV diagnoses","Washington County, Rhode Island","44009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","5.3","112,406"
"HIV diagnoses","Abbeville County, South Carolina","45001","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","21,182"
"HIV diagnoses","Aiken County, South Carolina","45003","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","20","13.8","145,137"
"HIV diagnoses","Allendale County, South Carolina","45005","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","7,479"
"HIV diagnoses","Anderson County, South Carolina","45007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","25","14.7","169,810"
"HIV diagnoses","Bamberg County, South Carolina","45009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,245"
"HIV diagnoses","Barnwell County, South Carolina","45011","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","17,425"
"HIV diagnoses","Beaufort County, South Carolina","45013","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","18","10.8","167,053"
"HIV diagnoses","Berkeley County, South Carolina","45015","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","22","11.6","189,707"
"HIV diagnoses","Calhoun County, South Carolina","45017","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,606"
"HIV diagnoses","Charleston County, South Carolina","45019","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","67","19.0","353,278"
"HIV diagnoses","Cherokee County, South Carolina","45021","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","12.5","47,981"
"HIV diagnoses","Chester County, South Carolina","45023","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","18.5","27,025"
"HIV diagnoses","Chesterfield County, South Carolina","45025","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","38,538"
"HIV diagnoses","Clarendon County, South Carolina","45027","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","23.8","29,382"
"HIV diagnoses","Colleton County, South Carolina","45029","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","15.9","31,529"
"HIV diagnoses","Darlington County, South Carolina","45031","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","17.8","56,209"
"HIV diagnoses","Dillon County, South Carolina","45033","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","13","52.1","24,945"
"HIV diagnoses","Dorchester County, South Carolina","45035","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","20","14.8","135,580"
"HIV diagnoses","Edgefield County, South Carolina","45037","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","20.7","24,099"
"HIV diagnoses","Fairfield County, South Carolina","45039","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","19,357"
"HIV diagnoses","Florence County, South Carolina","45041","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","32","27.8","115,067"
"HIV diagnoses","Georgetown County, South Carolina","45043","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","10.9","55,229"
"HIV diagnoses","Greenville County, South Carolina","45045","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","62","14.2","437,991"
"HIV diagnoses","Greenwood County, South Carolina","45047","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14","23.6","59,350"
"HIV diagnoses","Hampton County, South Carolina","45049","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","30.4","16,431"
"HIV diagnoses","Horry County, South Carolina","45051","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","40","12.9","310,091"
"HIV diagnoses","Jasper County, South Carolina","45053","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","25,910"
"HIV diagnoses","Kershaw County, South Carolina","45055","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","10.7","55,953"
"HIV diagnoses","Lancaster County, South Carolina","45057","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","12.1","82,822"
"HIV diagnoses","Laurens County, South Carolina","45059","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","17.6","56,794"
"HIV diagnoses","Lee County, South Carolina","45061","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","14,527"
"HIV diagnoses","Lexington County, South Carolina","45063","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","27","10.8","250,807"
"HIV diagnoses","Mccormick County, South Carolina","45065","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,736"
"HIV diagnoses","Marion County, South Carolina","45067","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","27.3","25,653"
"HIV diagnoses","Marlboro County, South Carolina","45069","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","22.3","22,434"
"HIV diagnoses","Newberry County, South Carolina","45071","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","9","27.7","32,478"
"HIV diagnoses","Oconee County, South Carolina","45073","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","10.2","68,396"
"HIV diagnoses","Orangeburg County, South Carolina","45075","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","24","33.0","72,803"
"HIV diagnoses","Pickens County, South Carolina","45077","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","15","13.6","110,198"
"HIV diagnoses","Richland County, South Carolina","45079","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","113","32.0","353,061"
"HIV diagnoses","Saluda County, South Carolina","45081","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","17,181"
"HIV diagnoses","Spartanburg County, South Carolina","45083","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","30","11.2","267,359"
"HIV diagnoses","Sumter County, South Carolina","45085","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","22","25.0","88,052"
"HIV diagnoses","Union County, South Carolina","45087","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,124"
"HIV diagnoses","Williamsburg County, South Carolina","45089","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","19.3","25,962"
"HIV diagnoses","York County, South Carolina","45091","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","27","11.6","233,445"
"HIV diagnoses","Aurora County, South Dakota","46003","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,274"
"HIV diagnoses","Beadle County, South Dakota","46005","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,645"
"HIV diagnoses","Bennett County, South Dakota","46007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,542"
"HIV diagnoses","Bon Homme County, South Dakota","46009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,937"
"HIV diagnoses","Brookings County, South Dakota","46011","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","30,059"
"HIV diagnoses","Brown County, South Dakota","46013","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","32,196"
"HIV diagnoses","Brule County, South Dakota","46015","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,239"
"HIV diagnoses","Buffalo County, South Dakota","46017","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,434"
"HIV diagnoses","Butte County, South Dakota","46019","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,573"
"HIV diagnoses","Campbell County, South Dakota","46021","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,213"
"HIV diagnoses","Charles Mix County, South Dakota","46023","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,216"
"HIV diagnoses","Clark County, South Dakota","46025","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,919"
"HIV diagnoses","Clay County, South Dakota","46027","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","12,284"
"HIV diagnoses","Codington County, South Dakota","46029","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","23,338"
"HIV diagnoses","Corson County, South Dakota","46031","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,971"
"HIV diagnoses","Custer County, South Dakota","46033","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,043"
"HIV diagnoses","Davison County, South Dakota","46035","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","16,572"
"HIV diagnoses","Day County, South Dakota","46037","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,566"
"HIV diagnoses","Deuel County, South Dakota","46039","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,606"
"HIV diagnoses","Dewey County, South Dakota","46041","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","168.0","4,166"
"HIV diagnoses","Douglas County, South Dakota","46043","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,360"
"HIV diagnoses","Edmunds County, South Dakota","46045","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,218"
"HIV diagnoses","Fall River County, South Dakota","46047","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,900"
"HIV diagnoses","Faulk County, South Dakota","46049","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,867"
"HIV diagnoses","Grant County, South Dakota","46051","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,959"
"HIV diagnoses","Gregory County, South Dakota","46053","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,481"
"HIV diagnoses","Haakon County, South Dakota","46055","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,550"
"HIV diagnoses","Hamlin County, South Dakota","46057","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,768"
"HIV diagnoses","Hand County, South Dakota","46059","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,667"
"HIV diagnoses","Hanson County, South Dakota","46061","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,724"
"HIV diagnoses","Harding County, South Dakota","46063","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,091"
"HIV diagnoses","Hughes County, South Dakota","46065","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,320"
"HIV diagnoses","Hutchinson County, South Dakota","46067","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,896"
"HIV diagnoses","Hyde County, South Dakota","46069","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,096"
"HIV diagnoses","Jackson County, South Dakota","46071","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,438"
"HIV diagnoses","Jerauld County, South Dakota","46073","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,666"
"HIV diagnoses","Jones County, South Dakota","46075","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","768"
"HIV diagnoses","Kingsbury County, South Dakota","46077","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,064"
"HIV diagnoses","Lake County, South Dakota","46079","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","10,947"
"HIV diagnoses","Lawrence County, South Dakota","46081","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","22,776"
"HIV diagnoses","Lincoln County, South Dakota","46083","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","48,924"
"HIV diagnoses","Lyman County, South Dakota","46085","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,976"
"HIV diagnoses","Mccook County, South Dakota","46087","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,417"
"HIV diagnoses","Mcpherson County, South Dakota","46089","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,953"
"HIV diagnoses","Marshall County, South Dakota","46091","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,043"
"HIV diagnoses","Meade County, South Dakota","46093","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,878"
"HIV diagnoses","Mellette County, South Dakota","46095","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,599"
"HIV diagnoses","Miner County, South Dakota","46097","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,850"
"HIV diagnoses","Minnehaha County, South Dakota","46099","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","3.8","157,675"
"HIV diagnoses","Moody County, South Dakota","46101","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,274"
"HIV diagnoses","Oglala Lakota County, South Dakota","46102","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,300"
"HIV diagnoses","Pennington County, South Dakota","46103","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","6.3","95,369"
"HIV diagnoses","Perkins County, South Dakota","46105","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,402"
"HIV diagnoses","Potter County, South Dakota","46107","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,831"
"HIV diagnoses","Roberts County, South Dakota","46109","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,097"
"HIV diagnoses","Sanborn County, South Dakota","46111","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,909"
"HIV diagnoses","Spink County, South Dakota","46115","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,373"
"HIV diagnoses","Stanley County, South Dakota","46117","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,560"
"HIV diagnoses","Sully County, South Dakota","46119","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","1,166"
"HIV diagnoses","Todd County, South Dakota","46121","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,078"
"HIV diagnoses","Tripp County, South Dakota","46123","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,487"
"HIV diagnoses","Turner County, South Dakota","46125","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","6,860"
"HIV diagnoses","Union County, South Dakota","46127","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","13,217"
"HIV diagnoses","Walworth County, South Dakota","46129","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,505"
"HIV diagnoses","Yankton County, South Dakota","46135","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","19,389"
"HIV diagnoses","Ziebach County, South Dakota","46137","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,315"
"HIV diagnoses","Anderson County, Tennessee","47001","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","7.6","65,551"
"HIV diagnoses","Bedford County, Tennessee","47003","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","12.3","40,722"
"HIV diagnoses","Benton County, Tennessee","47005","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","13,904"
"HIV diagnoses","Bledsoe County, Tennessee","47007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","13,568"
"HIV diagnoses","Blount County, Tennessee","47009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","114,941"
"HIV diagnoses","Bradley County, Tennessee","47011","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","8","8.7","91,661"
"HIV diagnoses","Campbell County, Tennessee","47013","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","34,079"
"HIV diagnoses","Cannon County, Tennessee","47015","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,318"
"HIV diagnoses","Carroll County, Tennessee","47017","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,436"
"HIV diagnoses","Carter County, Tennessee","47019","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","49,392"
"HIV diagnoses","Cheatham County, Tennessee","47021","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","34,641"
"HIV diagnoses","Chester County, Tennessee","47023","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,692"
"HIV diagnoses","Claiborne County, Tennessee","47025","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","27,662"
"HIV diagnoses","Clay County, Tennessee","47027","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","6,530"
"HIV diagnoses","Cocke County, Tennessee","47029","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","30,913"
"HIV diagnoses","Coffee County, Tennessee","47031","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","46,928"
"HIV diagnoses","Crockett County, Tennessee","47033","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","11,832"
"HIV diagnoses","Cumberland County, Tennessee","47035","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","53,349"
"HIV diagnoses","Davidson County, Tennessee","47037","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","154","26.3","585,594"
"HIV diagnoses","Decatur County, Tennessee","47039","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","9,978"
"HIV diagnoses","Dekalb County, Tennessee","47041","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","17,319"
"HIV diagnoses","Dickson County, Tennessee","47043","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","45,133"
"HIV diagnoses","Dyer County, Tennessee","47045","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","30,878"
"HIV diagnoses","Fayette County, Tennessee","47047","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","35,697"
"HIV diagnoses","Fentress County, Tennessee","47049","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","15,886"
"HIV diagnoses","Franklin County, Tennessee","47051","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","36,519"
"HIV diagnoses","Gibson County, Tennessee","47053","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","40,707"
"HIV diagnoses","Giles County, Tennessee","47055","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","25,103"
"HIV diagnoses","Grainger County, Tennessee","47057","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","20,214"
"HIV diagnoses","Greene County, Tennessee","47059","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","59,976"
"HIV diagnoses","Grundy County, Tennessee","47061","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","11,431"
"HIV diagnoses","Hamblen County, Tennessee","47063","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","9.2","54,252"
"HIV diagnoses","Hamilton County, Tennessee","47065","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","48","15.4","312,598"
"HIV diagnoses","Hancock County, Tennessee","47067","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,628"
"HIV diagnoses","Hardeman County, Tennessee","47069","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","21,656"
"HIV diagnoses","Hardin County, Tennessee","47071","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","22,017"
"HIV diagnoses","Hawkins County, Tennessee","47073","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","49,282"
"HIV diagnoses","Haywood County, Tennessee","47075","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","14,515"
"HIV diagnoses","Henderson County, Tennessee","47077","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,589"
"HIV diagnoses","Henry County, Tennessee","47079","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","27,679"
"HIV diagnoses","Hickman County, Tennessee","47081","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","21,479"
"HIV diagnoses","Houston County, Tennessee","47083","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,005"
"HIV diagnoses","Humphreys County, Tennessee","47085","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","15,814"
"HIV diagnoses","Jackson County, Tennessee","47087","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,360"
"HIV diagnoses","Jefferson County, Tennessee","47089","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","47,292"
"HIV diagnoses","Johnson County, Tennessee","47091","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","15,688"
"HIV diagnoses","Knox County, Tennessee","47093","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","81","20.2","400,026"
"HIV diagnoses","Lake County, Tennessee","47095","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","6,291"
"HIV diagnoses","Lauderdale County, Tennessee","47097","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","21,637"
