Data Year,Measure,UnitTypeDescription,MeasureDefinition,StateCode,Value,LowerCI,UpperCI,Rank,Number,Source,MissingReason,CaseShare,
2020,Preventable Hospitalizations - Hispanic,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 Hispanic Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",WA,2168,NA,NA,NA,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Hispanic,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 Hispanic Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",WI,3003,NA,NA,NA,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Hispanic,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 Hispanic Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",WV,2105,NA,NA,NA,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Hispanic,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 Hispanic Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",WY,3004,NA,NA,NA,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",AK,1604,NA,NA,5,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",AL,3535,NA,NA,49,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",ALL,2712,NA,NA,NA,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",AR,2953,NA,NA,35,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",AZ,1998,NA,NA,10,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",CA,2273,NA,NA,13,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",CO,1497,NA,NA,2,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",CT,2839,NA,NA,29,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",DC,3386,NA,NA,NA,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",DE,3129,NA,NA,40,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",FL,3146,NA,NA,42,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",GA,3241,NA,NA,45,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",HI,1532,NA,NA,4,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",IA,2357,NA,NA,17,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",ID,1522,NA,NA,3,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",IL,3160,NA,NA,43,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",IN,3034,NA,NA,37,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",KS,2611,NA,NA,23,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",KY,3377,NA,NA,46,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",LA,3526,NA,NA,48,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MA,3188,NA,NA,44,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MD,2649,NA,NA,24,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",ME,2312,NA,NA,15,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MI,3132,NA,NA,41,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MN,2371,NA,NA,19,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MO,2914,NA,NA,32,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MS,3521,NA,NA,47,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",MT,1726,NA,NA,6,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NC,3049,NA,NA,38,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",ND,2747,NA,NA,26,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NE,2286,NA,NA,14,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NH,2476,NA,NA,20,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NJ,2928,NA,NA,33,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NM,1852,NA,NA,9,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NV,2561,NA,NA,21,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",NY,2656,NA,NA,25,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",OH,3119,NA,NA,39,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",OK,2960,NA,NA,36,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",OR,1747,NA,NA,7,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",PA,2935,NA,NA,34,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",RI,2607,NA,NA,22,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",SC,2765,NA,NA,28,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",SD,2362,NA,NA,18,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",TN,2871,NA,NA,30,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",TX,2879,NA,NA,31,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",UT,1443,NA,NA,1,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",VA,2758,NA,NA,27,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",VT,2234,NA,NA,12,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",WA,1847,NA,NA,8,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",WI,2336,NA,NA,16,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",WV,3621,NA,NA,50,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - Male,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 male Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",WY,2061,NA,NA,11,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",AK,1301,NA,NA,2,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",AL,3391,NA,NA,48,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",ALL,2598,NA,NA,NA,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",AR,3056,NA,NA,44,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",AZ,1830,NA,NA,10,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",CA,2020,NA,NA,11,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",CO,1440,NA,NA,3,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",CT,2607,NA,NA,28,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",DC,1177,NA,NA,NA,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",DE,2841,NA,NA,34,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",FL,2892,NA,NA,36,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",GA,2984,NA,NA,39,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",HI,1250,NA,NA,1,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",IA,2361,NA,NA,19,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",ID,1492,NA,NA,5,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
2020,Preventable Hospitalizations - White,"Discharges per 100,000 Medicare beneficiaries ages 18+","Discharges following hospitalization for ambulatory-care sensitive conditions (PQI 90) per 100,000 non-Hispanic white Medicare beneficiaries ages 18 and older enrolled in the fee-for-service program",IL,3009,NA,NA,43,NA,"U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool",NA,NA,,
