"Date Printed: Wednesday, January 25, 2023 12:49:48 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | 55+ | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Bucks County, Pennsylvania",42017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,6,2.7,"221,500"
HIV diagnoses,"Butler County, Pennsylvania",42019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"65,589"
HIV diagnoses,"Cambria County, Pennsylvania",42021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"49,940"
HIV diagnoses,"Cameron County, Pennsylvania",42023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,036"
HIV diagnoses,"Carbon County, Pennsylvania",42025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"24,295"
HIV diagnoses,"Centre County, Pennsylvania",42027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"43,049"
HIV diagnoses,"Chester County, Pennsylvania",42029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"162,475"
HIV diagnoses,"Clarion County, Pennsylvania",42031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"13,320"
HIV diagnoses,"Clearfield County, Pennsylvania",42033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"28,542"
HIV diagnoses,"Clinton County, Pennsylvania",42035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,553"
HIV diagnoses,"Columbia County, Pennsylvania",42037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"22,144"
HIV diagnoses,"Crawford County, Pennsylvania",42039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"30,506"
HIV diagnoses,"Cumberland County, Pennsylvania",42041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"81,505"
HIV diagnoses,"Dauphin County, Pennsylvania",42043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"86,735"
HIV diagnoses,"Delaware County, Pennsylvania",42045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,7,4,"174,234"
HIV diagnoses,"Elk County, Pennsylvania",42047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,784"
HIV diagnoses,"Erie County, Pennsylvania",42049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,5,5.7,"88,232"
HIV diagnoses,"Fayette County, Pennsylvania",42051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"47,928"
HIV diagnoses,"Forest County, Pennsylvania",42053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,922"
HIV diagnoses,"Franklin County, Pennsylvania",42055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"52,315"
HIV diagnoses,"Fulton County, Pennsylvania",42057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,348"
HIV diagnoses,"Greene County, Pennsylvania",42059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,228"
HIV diagnoses,"Huntingdon County, Pennsylvania",42061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"15,931"
HIV diagnoses,"Indiana County, Pennsylvania",42063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"28,652"
HIV diagnoses,"Jefferson County, Pennsylvania",42065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"15,821"
HIV diagnoses,"Juniata County, Pennsylvania",42067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,691"
HIV diagnoses,"Lackawanna County, Pennsylvania",42069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"72,192"
HIV diagnoses,"Lancaster County, Pennsylvania",42071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,5,2.9,"172,177"
HIV diagnoses,"Lawrence County, Pennsylvania",42073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"32,317"
HIV diagnoses,"Lebanon County, Pennsylvania",42075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"47,086"
HIV diagnoses,"Lehigh County, Pennsylvania",42077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"111,213"
HIV diagnoses,"Luzerne County, Pennsylvania",42079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"108,656"
HIV diagnoses,"Lycoming County, Pennsylvania",42081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"38,916"
HIV diagnoses,"Mckean County, Pennsylvania",42083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"14,204"
HIV diagnoses,"Mercer County, Pennsylvania",42085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"41,065"
HIV diagnoses,"Mifflin County, Pennsylvania",42087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"16,593"
HIV diagnoses,"Monroe County, Pennsylvania",42089,2019,55+,All races/ethnicities,Both sexes,All transmission categories,5,8.6,"57,901"
HIV diagnoses,"Montgomery County, Pennsylvania",42091,2019,55+,All races/ethnicities,Both sexes,All transmission categories,6,2.2,"268,353"
HIV diagnoses,"Montour County, Pennsylvania",42093,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,662"
HIV diagnoses,"Northampton County, Pennsylvania",42095,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"102,935"
HIV diagnoses,"Northumberland County, Pennsylvania",42097,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"33,345"
HIV diagnoses,"Perry County, Pennsylvania",42099,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"15,932"
HIV diagnoses,"Philadelphia County, Pennsylvania",42101,2019,55+,All races/ethnicities,Both sexes,All transmission categories,44,10.8,"406,690"
HIV diagnoses,"Pike County, Pennsylvania",42103,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,797"
HIV diagnoses,"Potter County, Pennsylvania",42105,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,721"
HIV diagnoses,"Schuylkill County, Pennsylvania",42107,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"50,150"
HIV diagnoses,"Snyder County, Pennsylvania",42109,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"13,411"
HIV diagnoses,"Somerset County, Pennsylvania",42111,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"28,263"
HIV diagnoses,"Sullivan County, Pennsylvania",42113,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,004"
HIV diagnoses,"Susquehanna County, Pennsylvania",42115,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"16,776"
HIV diagnoses,"Tioga County, Pennsylvania",42117,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"15,352"
HIV diagnoses,"Union County, Pennsylvania",42119,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"13,650"
HIV diagnoses,"Venango County, Pennsylvania",42121,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"20,591"
HIV diagnoses,"Warren County, Pennsylvania",42123,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"15,702"
HIV diagnoses,"Washington County, Pennsylvania",42125,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"75,319"
HIV diagnoses,"Wayne County, Pennsylvania",42127,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"21,128"
HIV diagnoses,"Westmoreland County, Pennsylvania",42129,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"137,748"
HIV diagnoses,"Wyoming County, Pennsylvania",42131,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,116"
HIV diagnoses,"York County, Pennsylvania",42133,2019,55+,All races/ethnicities,Both sexes,All transmission categories,6,4.2,"144,530"
HIV diagnoses,"Bristol County, Rhode Island",44001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,458"
HIV diagnoses,"Kent County, Rhode Island",44003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"57,492"
HIV diagnoses,"Newport County, Rhode Island",44005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"31,514"
HIV diagnoses,"Providence County, Rhode Island",44007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,10,5.5,"182,609"
HIV diagnoses,"Washington County, Rhode Island",44009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"47,600"
HIV diagnoses,"Abbeville County, South Carolina",45001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"9,051"
HIV diagnoses,"Aiken County, South Carolina",45003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"58,535"
HIV diagnoses,"Allendale County, South Carolina",45005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,927"
HIV diagnoses,"Anderson County, South Carolina",45007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,7,10.8,"64,543"
HIV diagnoses,"Bamberg County, South Carolina",45009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,222"
HIV diagnoses,"Barnwell County, South Carolina",45011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,029"
HIV diagnoses,"Beaufort County, South Carolina",45013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"80,302"
HIV diagnoses,"Berkeley County, South Carolina",45015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"61,008"
HIV diagnoses,"Calhoun County, South Carolina",45017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,820"
HIV diagnoses,"Charleston County, South Carolina",45019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,17,13.7,"123,768"
HIV diagnoses,"Cherokee County, South Carolina",45021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"17,283"
HIV diagnoses,"Chester County, South Carolina",45023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"10,747"
HIV diagnoses,"Chesterfield County, South Carolina",45025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,167"
HIV diagnoses,"Clarendon County, South Carolina",45027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,257"
HIV diagnoses,"Colleton County, South Carolina",45029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"13,151"
HIV diagnoses,"Darlington County, South Carolina",45031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"22,321"
HIV diagnoses,"Dillon County, South Carolina",45033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,298"
HIV diagnoses,"Dorchester County, South Carolina",45035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"44,479"
HIV diagnoses,"Edgefield County, South Carolina",45037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,392"
HIV diagnoses,"Fairfield County, South Carolina",45039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,856"
HIV diagnoses,"Florence County, South Carolina",45041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"41,963"
HIV diagnoses,"Georgetown County, South Carolina",45043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"28,209"
HIV diagnoses,"Greenville County, South Carolina",45045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"150,727"
HIV diagnoses,"Greenwood County, South Carolina",45047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,574"
HIV diagnoses,"Hampton County, South Carolina",45049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,270"
HIV diagnoses,"Horry County, South Carolina",45051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"144,577"
HIV diagnoses,"Jasper County, South Carolina",45053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,834"
HIV diagnoses,"Kershaw County, South Carolina",45055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,191"
HIV diagnoses,"Lancaster County, South Carolina",45057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"33,653"
HIV diagnoses,"Laurens County, South Carolina",45059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"22,086"
HIV diagnoses,"Lee County, South Carolina",45061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,734"
HIV diagnoses,"Lexington County, South Carolina",45063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"89,177"
HIV diagnoses,"Mccormick County, South Carolina",45065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,006"
HIV diagnoses,"Marion County, South Carolina",45067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,589"
HIV diagnoses,"Marlboro County, South Carolina",45069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,457"
HIV diagnoses,"Newberry County, South Carolina",45071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,241"
HIV diagnoses,"Oconee County, South Carolina",45073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"31,068"
HIV diagnoses,"Orangeburg County, South Carolina",45075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"29,762"
HIV diagnoses,"Pickens County, South Carolina",45077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"37,176"
HIV diagnoses,"Richland County, South Carolina",45079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"102,942"
HIV diagnoses,"Saluda County, South Carolina",45081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,169"
HIV diagnoses,"Spartanburg County, South Carolina",45083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"93,283"
HIV diagnoses,"Sumter County, South Carolina",45085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"31,431"
HIV diagnoses,"Union County, South Carolina",45087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,661"
HIV diagnoses,"Williamsburg County, South Carolina",45089,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"10,966"
HIV diagnoses,"York County, South Carolina",45091,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"77,092"
HIV diagnoses,"Aurora County, South Dakota",46003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,965
HIV diagnoses,"Beadle County, South Dakota",46005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,800"
HIV diagnoses,"Bennett County, South Dakota",46007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,824
HIV diagnoses,"Bon Homme County, South Dakota",46009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,373"
HIV diagnoses,"Brookings County, South Dakota",46011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,784"
HIV diagnoses,"Brown County, South Dakota",46013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,984"
HIV diagnoses,"Brule County, South Dakota",46015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,753"
HIV diagnoses,"Buffalo County, South Dakota",46017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,356
HIV diagnoses,"Butte County, South Dakota",46019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,686"
HIV diagnoses,"Campbell County, South Dakota",46021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,695
HIV diagnoses,"Charles Mix County, South Dakota",46023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,943"
HIV diagnoses,"Clark County, South Dakota",46025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,349"
HIV diagnoses,"Clay County, South Dakota",46027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,987"
HIV diagnoses,"Codington County, South Dakota",46029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,997"
HIV diagnoses,"Corson County, South Dakota",46031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,929
HIV diagnoses,"Custer County, South Dakota",46033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,601"
HIV diagnoses,"Davison County, South Dakota",46035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,477"
HIV diagnoses,"Day County, South Dakota",46037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,290"
HIV diagnoses,"Deuel County, South Dakota",46039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,604"
HIV diagnoses,"Dewey County, South Dakota",46041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,220"
HIV diagnoses,"Douglas County, South Dakota",46043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,143"
HIV diagnoses,"Edmunds County, South Dakota",46045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,491"
HIV diagnoses,"Fall River County, South Dakota",46047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,151"
HIV diagnoses,"Faulk County, South Dakota",46049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,892
HIV diagnoses,"Grant County, South Dakota",46051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,713"
HIV diagnoses,"Gregory County, South Dakota",46053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,679"
HIV diagnoses,"Haakon County, South Dakota",46055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,774
HIV diagnoses,"Hamlin County, South Dakota",46057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,732"
HIV diagnoses,"Hand County, South Dakota",46059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,318"
HIV diagnoses,"Hanson County, South Dakota",46061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,985
HIV diagnoses,"Harding County, South Dakota",46063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,460
HIV diagnoses,"Hughes County, South Dakota",46065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,546"
HIV diagnoses,"Hutchinson County, South Dakota",46067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,699"
HIV diagnoses,"Hyde County, South Dakota",46069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,532
HIV diagnoses,"Jackson County, South Dakota",46071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,805
HIV diagnoses,"Jerauld County, South Dakota",46073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,822
HIV diagnoses,"Jones County, South Dakota",46075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,391
HIV diagnoses,"Kingsbury County, South Dakota",46077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,925"
HIV diagnoses,"Lake County, South Dakota",46079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,095"
HIV diagnoses,"Lawrence County, South Dakota",46081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,791"
HIV diagnoses,"Lincoln County, South Dakota",46083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"14,794"
HIV diagnoses,"Lyman County, South Dakota",46085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,181"
HIV diagnoses,"Mccook County, South Dakota",46087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,777"
HIV diagnoses,"Mcpherson County, South Dakota",46089,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,000"
HIV diagnoses,"Marshall County, South Dakota",46091,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,814"
HIV diagnoses,"Meade County, South Dakota",46093,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,346"
HIV diagnoses,"Mellette County, South Dakota",46095,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,592
HIV diagnoses,"Miner County, South Dakota",46097,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,872
HIV diagnoses,"Minnehaha County, South Dakota",46099,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"50,051"
HIV diagnoses,"Moody County, South Dakota",46101,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,217"
HIV diagnoses,"Oglala Lakota County, South Dakota",46102,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,246"
HIV diagnoses,"Pennington County, South Dakota",46103,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"38,076"
HIV diagnoses,"Perkins County, South Dakota",46105,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,208"
HIV diagnoses,"Potter County, South Dakota",46107,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,959
HIV diagnoses,"Roberts County, South Dakota",46109,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,398"
HIV diagnoses,"Sanborn County, South Dakota",46111,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,835
HIV diagnoses,"Spink County, South Dakota",46115,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,389"
HIV diagnoses,"Stanley County, South Dakota",46117,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,094"
HIV diagnoses,"Sully County, South Dakota",46119,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,592
HIV diagnoses,"Todd County, South Dakota",46121,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,610"
HIV diagnoses,"Tripp County, South Dakota",46123,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,057"
HIV diagnoses,"Turner County, South Dakota",46125,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,948"
HIV diagnoses,"Union County, South Dakota",46127,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,112"
HIV diagnoses,"Walworth County, South Dakota",46129,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,103"
HIV diagnoses,"Yankton County, South Dakota",46135,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,740"
HIV diagnoses,"Ziebach County, South Dakota",46137,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,678
HIV diagnoses,"Anderson County, Tennessee",47001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"26,686"
HIV diagnoses,"Bedford County, Tennessee",47003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"13,708"
HIV diagnoses,"Benton County, Tennessee",47005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,374"
HIV diagnoses,"Bledsoe County, Tennessee",47007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,172"
HIV diagnoses,"Blount County, Tennessee",47009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"47,069"
HIV diagnoses,"Bradley County, Tennessee",47011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"32,898"
HIV diagnoses,"Campbell County, Tennessee",47013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,835"
HIV diagnoses,"Cannon County, Tennessee",47015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,759"
HIV diagnoses,"Carroll County, Tennessee",47017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,462"
HIV diagnoses,"Carter County, Tennessee",47019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"21,126"
HIV diagnoses,"Cheatham County, Tennessee",47021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,534"
HIV diagnoses,"Chester County, Tennessee",47023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,202"
HIV diagnoses,"Claiborne County, Tennessee",47025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"10,990"
HIV diagnoses,"Clay County, Tennessee",47027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,042"
HIV diagnoses,"Cocke County, Tennessee",47029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"13,388"
HIV diagnoses,"Coffee County, Tennessee",47031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,516"
HIV diagnoses,"Crockett County, Tennessee",47033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,637"
