Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"PrEP coverage and number of persons prescribed","2018","New Jersey","34","35-44","All races/ethnicities","Both sexes","1,090","22.1","4,930"
"PrEP coverage and number of persons prescribed","2018","New Mexico","35","25-34","All races/ethnicities","Both sexes","287","11.4","2,510"
"PrEP coverage and number of persons prescribed","2018","New Mexico","35","13-24","All races/ethnicities","Both sexes","106","9.5","1,110"
"PrEP coverage and number of persons prescribed","2018","New Mexico","35","45-54","All races/ethnicities","Both sexes","134","11.5","1,170"
"PrEP coverage and number of persons prescribed","2018","New Mexico","35","35-44","All races/ethnicities","Both sexes","180","14.1","1,280"
"PrEP coverage and number of persons prescribed","2018","New York","36","25-34","All races/ethnicities","Both sexes","13,826","53.9","25,670"
"PrEP coverage and number of persons prescribed","2018","New York","36","13-24","All races/ethnicities","Both sexes","3,878","30.0","12,920"
"PrEP coverage and number of persons prescribed","2018","New York","36","45-54","All races/ethnicities","Both sexes","3,539","32.8","10,800"
"PrEP coverage and number of persons prescribed","2018","New York","36","35-44","All races/ethnicities","Both sexes","7,143","51.6","13,840"
"PrEP coverage and number of persons prescribed","2018","North Carolina","37","25-34","All races/ethnicities","Both sexes","1,593","15.1","10,540"
"PrEP coverage and number of persons prescribed","2018","North Carolina","37","13-24","All races/ethnicities","Both sexes","604","7.2","8,430"
"PrEP coverage and number of persons prescribed","2018","North Carolina","37","45-54","All races/ethnicities","Both sexes","622","13.4","4,650"
"PrEP coverage and number of persons prescribed","2018","North Carolina","37","35-44","All races/ethnicities","Both sexes","819","15.3","5,340"
"PrEP coverage and number of persons prescribed","2018","North Dakota","38","25-34","All races/ethnicities","Both sexes","68","10.1","670"
"PrEP coverage and number of persons prescribed","2018","North Dakota","38","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","170"
"PrEP coverage and number of persons prescribed","2018","North Dakota","38","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","170"
"PrEP coverage and number of persons prescribed","2018","North Dakota","38","35-44","All races/ethnicities","Both sexes","41","9.8","420"
"PrEP coverage and number of persons prescribed","2018","Northern Mariana Islands","69","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Northern Mariana Islands","69","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Northern Mariana Islands","69","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Northern Mariana Islands","69","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Ohio","39","25-34","All races/ethnicities","Both sexes","1,905","13.2","14,480"
"PrEP coverage and number of persons prescribed","2018","Ohio","39","13-24","All races/ethnicities","Both sexes","775","8.3","9,330"
"PrEP coverage and number of persons prescribed","2018","Ohio","39","45-54","All races/ethnicities","Both sexes","671","12.1","5,530"
"PrEP coverage and number of persons prescribed","2018","Ohio","39","35-44","All races/ethnicities","Both sexes","1,055","13.5","7,840"
"PrEP coverage and number of persons prescribed","2018","Oklahoma","40","25-34","All races/ethnicities","Both sexes","297","7.7","3,860"
"PrEP coverage and number of persons prescribed","2018","Oklahoma","40","13-24","All races/ethnicities","Both sexes","97","4.1","2,360"
"PrEP coverage and number of persons prescribed","2018","Oklahoma","40","45-54","All races/ethnicities","Both sexes","144","10.4","1,380"
"PrEP coverage and number of persons prescribed","2018","Oklahoma","40","35-44","All races/ethnicities","Both sexes","204","7.4","2,760"
"PrEP coverage and number of persons prescribed","2018","Oregon","41","25-34","All races/ethnicities","Both sexes","1,094","14.7","7,420"
"PrEP coverage and number of persons prescribed","2018","Oregon","41","13-24","All races/ethnicities","Both sexes","371","12.7","2,930"
"PrEP coverage and number of persons prescribed","2018","Oregon","41","45-54","All races/ethnicities","Both sexes","400","14.0","2,850"
"PrEP coverage and number of persons prescribed","2018","Oregon","41","35-44","All races/ethnicities","Both sexes","684","15.0","4,570"
"PrEP coverage and number of persons prescribed","2018","Palau","70","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Palau","70","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Palau","70","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Palau","70","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Pennsylvania","42","25-34","All races/ethnicities","Both sexes","3,514","27.6","12,730"
"PrEP coverage and number of persons prescribed","2018","Pennsylvania","42","13-24","All races/ethnicities","Both sexes","1,547","19.0","8,130"
"PrEP coverage and number of persons prescribed","2018","Pennsylvania","42","45-54","All races/ethnicities","Both sexes","1,084","20.8","5,210"
"PrEP coverage and number of persons prescribed","2018","Pennsylvania","42","35-44","All races/ethnicities","Both sexes","1,771","28.5","6,210"
"PrEP coverage and number of persons prescribed","2018","Puerto Rico","72","25-34","All races/ethnicities","Both sexes","83","2.9","2,850"
"PrEP coverage and number of persons prescribed","2018","Puerto Rico","72","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","1,650"
"PrEP coverage and number of persons prescribed","2018","Puerto Rico","72","45-54","All races/ethnicities","Both sexes","49","2.4","2,020"
"PrEP coverage and number of persons prescribed","2018","Puerto Rico","72","35-44","All races/ethnicities","Both sexes","71","4.2","1,710"
"PrEP coverage and number of persons prescribed","2018","Rhode Island","44","25-34","All races/ethnicities","Both sexes","324","31.2","1,040"
"PrEP coverage and number of persons prescribed","2018","Rhode Island","44","13-24","All races/ethnicities","Both sexes","146","18.7","780"
"PrEP coverage and number of persons prescribed","2018","Rhode Island","44","45-54","All races/ethnicities","Both sexes","135","13.0","1,040"
"PrEP coverage and number of persons prescribed","2018","Rhode Island","44","35-44","All races/ethnicities","Both sexes","195","29.1","670"
"PrEP coverage and number of persons prescribed","2018","South Carolina","45","25-34","All races/ethnicities","Both sexes","500","13.8","3,620"
"PrEP coverage and number of persons prescribed","2018","South Carolina","45","13-24","All races/ethnicities","Both sexes","144","6.1","2,350"
"PrEP coverage and number of persons prescribed","2018","South Carolina","45","45-54","All races/ethnicities","Both sexes","201","13.6","1,480"
"PrEP coverage and number of persons prescribed","2018","South Carolina","45","35-44","All races/ethnicities","Both sexes","267","14.1","1,890"
"PrEP coverage and number of persons prescribed","2018","South Dakota","46","25-34","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","250"
"PrEP coverage and number of persons prescribed","2018","South Dakota","46","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","90"
"PrEP coverage and number of persons prescribed","2018","South Dakota","46","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","130"
"PrEP coverage and number of persons prescribed","2018","South Dakota","46","35-44","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","190"
"PrEP coverage and number of persons prescribed","2018","Tennessee","47","25-34","All races/ethnicities","Both sexes","1,046","12.1","8,660"
"PrEP coverage and number of persons prescribed","2018","Tennessee","47","13-24","All races/ethnicities","Both sexes","390","7.7","5,040"
"PrEP coverage and number of persons prescribed","2018","Tennessee","47","45-54","All races/ethnicities","Both sexes","399","15.1","2,650"
"PrEP coverage and number of persons prescribed","2018","Tennessee","47","35-44","All races/ethnicities","Both sexes","568","14.3","3,980"
"PrEP coverage and number of persons prescribed","2018","Texas","48","25-34","All races/ethnicities","Both sexes","7,307","15.9","46,070"
"PrEP coverage and number of persons prescribed","2018","Texas","48","13-24","All races/ethnicities","Both sexes","2,424","8.6","28,070"
"PrEP coverage and number of persons prescribed","2018","Texas","48","45-54","All races/ethnicities","Both sexes","2,522","15.3","16,450"
"PrEP coverage and number of persons prescribed","2018","Texas","48","35-44","All races/ethnicities","Both sexes","4,217","17.8","23,640"
"PrEP coverage and number of persons prescribed","2018","U.S. Virgin Islands","78","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","U.S. Virgin Islands","78","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","U.S. Virgin Islands","78","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","U.S. Virgin Islands","78","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Utah","49","25-34","All races/ethnicities","Both sexes","647","24.5","2,640"
"PrEP coverage and number of persons prescribed","2018","Utah","49","13-24","All races/ethnicities","Both sexes","208","12.9","1,610"
"PrEP coverage and number of persons prescribed","2018","Utah","49","45-54","All races/ethnicities","Both sexes","181","19.7","920"
"PrEP coverage and number of persons prescribed","2018","Utah","49","35-44","All races/ethnicities","Both sexes","360","31.3","1,150"
"PrEP coverage and number of persons prescribed","2018","Vermont","50","25-34","All races/ethnicities","Both sexes","79","32.9","240"
"PrEP coverage and number of persons prescribed","2018","Vermont","50","13-24","All races/ethnicities","Both sexes","53","29.4","180"
"PrEP coverage and number of persons prescribed","2018","Vermont","50","45-54","All races/ethnicities","Both sexes","47","26.1","180"
"PrEP coverage and number of persons prescribed","2018","Vermont","50","35-44","All races/ethnicities","Both sexes","51","17.6","290"
"PrEP coverage and number of persons prescribed","2018","Virginia","51","25-34","All races/ethnicities","Both sexes","1,317","11.7","11,250"
"PrEP coverage and number of persons prescribed","2018","Virginia","51","13-24","All races/ethnicities","Both sexes","424","5.9","7,220"
"PrEP coverage and number of persons prescribed","2018","Virginia","51","45-54","All races/ethnicities","Both sexes","450","12.0","3,740"
"PrEP coverage and number of persons prescribed","2018","Virginia","51","35-44","All races/ethnicities","Both sexes","683","11.4","5,970"
"PrEP coverage and number of persons prescribed","2018","Washington","53","25-34","All races/ethnicities","Both sexes","3,411","26.5","12,870"
"PrEP coverage and number of persons prescribed","2018","Washington","53","13-24","All races/ethnicities","Both sexes","1,003","20.0","5,010"
"PrEP coverage and number of persons prescribed","2018","Washington","53","45-54","All races/ethnicities","Both sexes","1,166","17.3","6,750"
"PrEP coverage and number of persons prescribed","2018","Washington","53","35-44","All races/ethnicities","Both sexes","2,034","20.3","10,010"
"PrEP coverage and number of persons prescribed","2018","West Virginia","54","25-34","All races/ethnicities","Both sexes","140","6.9","2,020"
"PrEP coverage and number of persons prescribed","2018","West Virginia","54","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","860"
"PrEP coverage and number of persons prescribed","2018","West Virginia","54","45-54","All races/ethnicities","Both sexes","65","7.1","920"
"PrEP coverage and number of persons prescribed","2018","West Virginia","54","35-44","All races/ethnicities","Both sexes","82","6.4","1,280"
"PrEP coverage and number of persons prescribed","2018","Wisconsin","55","25-34","All races/ethnicities","Both sexes","722","15.1","4,790"
"PrEP coverage and number of persons prescribed","2018","Wisconsin","55","13-24","All races/ethnicities","Both sexes","311","11.2","2,770"
"PrEP coverage and number of persons prescribed","2018","Wisconsin","55","45-54","All races/ethnicities","Both sexes","302","15.5","1,950"
"PrEP coverage and number of persons prescribed","2018","Wisconsin","55","35-44","All races/ethnicities","Both sexes","370","17.8","2,080"
"PrEP coverage and number of persons prescribed","2018","Wyoming","56","25-34","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","670"
"PrEP coverage and number of persons prescribed","2018","Wyoming","56","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","NA"
"PrEP coverage and number of persons prescribed","2018","Wyoming","56","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","70"
"PrEP coverage and number of persons prescribed","2018","Wyoming","56","35-44","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","150"
"PrEP coverage and number of persons prescribed","2017","Alabama","01","45-54","All races/ethnicities","Both sexes","215","14.1","1,530"
"PrEP coverage and number of persons prescribed","2017","Alabama","01","35-44","All races/ethnicities","Both sexes","199","10.4","1,910"
"PrEP coverage and number of persons prescribed","2017","Alabama","01","25-34","All races/ethnicities","Both sexes","385","10.3","3,720"
"PrEP coverage and number of persons prescribed","2017","Alabama","01","13-24","All races/ethnicities","Both sexes","141","4.2","3,320"
"PrEP coverage and number of persons prescribed","2017","Alaska","02","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","160"
"PrEP coverage and number of persons prescribed","2017","Alaska","02","35-44","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","330"
"PrEP coverage and number of persons prescribed","2017","Alaska","02","25-34","All races/ethnicities","Both sexes","56","5.7","980"
"PrEP coverage and number of persons prescribed","2017","Alaska","02","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","650"
"PrEP coverage and number of persons prescribed","2017","American Samoa","60","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","American Samoa","60","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","American Samoa","60","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","American Samoa","60","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Arizona","04","45-54","All races/ethnicities","Both sexes","396","9.2","4,290"
"PrEP coverage and number of persons prescribed","2017","Arizona","04","35-44","All races/ethnicities","Both sexes","561","10.1","5,550"
"PrEP coverage and number of persons prescribed","2017","Arizona","04","25-34","All races/ethnicities","Both sexes","859","9.4","9,170"
"PrEP coverage and number of persons prescribed","2017","Arizona","04","13-24","All races/ethnicities","Both sexes","211","4.1","5,110"
"PrEP coverage and number of persons prescribed","2017","Arkansas","05","45-54","All races/ethnicities","Both sexes","58","10.7","540"
"PrEP coverage and number of persons prescribed","2017","Arkansas","05","35-44","All races/ethnicities","Both sexes","119","16.5","720"
"PrEP coverage and number of persons prescribed","2017","Arkansas","05","25-34","All races/ethnicities","Both sexes","147","7.9","1,850"
"PrEP coverage and number of persons prescribed","2017","Arkansas","05","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","1,450"
"PrEP coverage and number of persons prescribed","2017","California","06","45-54","All races/ethnicities","Both sexes","4,356","17.4","25,000"
"PrEP coverage and number of persons prescribed","2017","California","06","35-44","All races/ethnicities","Both sexes","6,520","18.8","34,740"
"PrEP coverage and number of persons prescribed","2017","California","06","25-34","All races/ethnicities","Both sexes","10,289","17.4","59,060"
"PrEP coverage and number of persons prescribed","2017","California","06","13-24","All races/ethnicities","Both sexes","2,761","8.4","32,870"
"PrEP coverage and number of persons prescribed","2017","Colorado","08","45-54","All races/ethnicities","Both sexes","348","7.5","4,660"
"PrEP coverage and number of persons prescribed","2017","Colorado","08","35-44","All races/ethnicities","Both sexes","569","11.6","4,890"
"PrEP coverage and number of persons prescribed","2017","Colorado","08","25-34","All races/ethnicities","Both sexes","1,075","11.4","9,430"
"PrEP coverage and number of persons prescribed","2017","Colorado","08","13-24","All races/ethnicities","Both sexes","305","6.2","4,950"
"PrEP coverage and number of persons prescribed","2017","Connecticut","09","45-54","All races/ethnicities","Both sexes","238","10.4","2,280"
"PrEP coverage and number of persons prescribed","2017","Connecticut","09","35-44","All races/ethnicities","Both sexes","326","17.0","1,920"
"PrEP coverage and number of persons prescribed","2017","Connecticut","09","25-34","All races/ethnicities","Both sexes","577","18.5","3,120"
"PrEP coverage and number of persons prescribed","2017","Connecticut","09","13-24","All races/ethnicities","Both sexes","301","14.5","2,080"
"PrEP coverage and number of persons prescribed","2017","Delaware","10","45-54","All races/ethnicities","Both sexes","68","8.4","810"
"PrEP coverage and number of persons prescribed","2017","Delaware","10","35-44","All races/ethnicities","Both sexes","49","3.9","1,270"
"PrEP coverage and number of persons prescribed","2017","Delaware","10","25-34","All races/ethnicities","Both sexes","95","7.9","1,200"
"PrEP coverage and number of persons prescribed","2017","Delaware","10","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","1,040"
"PrEP coverage and number of persons prescribed","2017","District of Columbia","11","45-54","All races/ethnicities","Both sexes","449","36.5","1,230"
"PrEP coverage and number of persons prescribed","2017","District of Columbia","11","35-44","All races/ethnicities","Both sexes","961","31.8","3,020"
"PrEP coverage and number of persons prescribed","2017","District of Columbia","11","25-34","All races/ethnicities","Both sexes","1,856","36.8","5,040"
"PrEP coverage and number of persons prescribed","2017","District of Columbia","11","13-24","All races/ethnicities","Both sexes","313","11.0","2,850"
"PrEP coverage and number of persons prescribed","2017","Florida","12","45-54","All races/ethnicities","Both sexes","1,844","9.2","20,060"
"PrEP coverage and number of persons prescribed","2017","Florida","12","35-44","All races/ethnicities","Both sexes","2,097","8.3","25,360"
"PrEP coverage and number of persons prescribed","2017","Florida","12","25-34","All races/ethnicities","Both sexes","2,749","6.7","40,750"
"PrEP coverage and number of persons prescribed","2017","Florida","12","13-24","All races/ethnicities","Both sexes","817","3.6","22,450"
"PrEP coverage and number of persons prescribed","2017","Georgia","13","45-54","All races/ethnicities","Both sexes","921","15.8","5,830"
"PrEP coverage and number of persons prescribed","2017","Georgia","13","35-44","All races/ethnicities","Both sexes","1,117","16.1","6,950"
"PrEP coverage and number of persons prescribed","2017","Georgia","13","25-34","All races/ethnicities","Both sexes","1,666","11.4","14,650"
"PrEP coverage and number of persons prescribed","2017","Georgia","13","13-24","All races/ethnicities","Both sexes","439","4.7","9,430"
"PrEP coverage and number of persons prescribed","2017","Guam","66","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Guam","66","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Guam","66","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Guam","66","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Hawaii","15","45-54","All races/ethnicities","Both sexes","89","9.7","920"
"PrEP coverage and number of persons prescribed","2017","Hawaii","15","35-44","All races/ethnicities","Both sexes","114","14.6","780"
"PrEP coverage and number of persons prescribed","2017","Hawaii","15","25-34","All races/ethnicities","Both sexes","134","6.1","2,190"
"PrEP coverage and number of persons prescribed","2017","Hawaii","15","13-24","All races/ethnicities","Both sexes","43","5.5","780"
"PrEP coverage and number of persons prescribed","2017","Idaho","16","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","590"
"PrEP coverage and number of persons prescribed","2017","Idaho","16","35-44","All races/ethnicities","Both sexes","55","8.2","670"
"PrEP coverage and number of persons prescribed","2017","Idaho","16","25-34","All races/ethnicities","Both sexes","118","7.8","1,510"
"PrEP coverage and number of persons prescribed","2017","Idaho","16","13-24","All races/ethnicities","Both sexes","45","6.7","670"
"PrEP coverage and number of persons prescribed","2017","Illinois","17","45-54","All races/ethnicities","Both sexes","1,368","17.9","7,650"
"PrEP coverage and number of persons prescribed","2017","Illinois","17","35-44","All races/ethnicities","Both sexes","2,389","23.3","10,260"
"PrEP coverage and number of persons prescribed","2017","Illinois","17","25-34","All races/ethnicities","Both sexes","4,326","23.8","18,190"
"PrEP coverage and number of persons prescribed","2017","Illinois","17","13-24","All races/ethnicities","Both sexes","1,461","10.4","14,110"
"PrEP coverage and number of persons prescribed","2017","Indiana","18","45-54","All races/ethnicities","Both sexes","265","8.4","3,140"
"PrEP coverage and number of persons prescribed","2017","Indiana","18","35-44","All races/ethnicities","Both sexes","332","8.4","3,930"
"PrEP coverage and number of persons prescribed","2017","Indiana","18","25-34","All races/ethnicities","Both sexes","588","8.0","7,370"
"PrEP coverage and number of persons prescribed","2017","Indiana","18","13-24","All races/ethnicities","Both sexes","246","4.8","5,150"
"PrEP coverage and number of persons prescribed","2017","Iowa","19","45-54","All races/ethnicities","Both sexes","107","14.3","750"
"PrEP coverage and number of persons prescribed","2017","Iowa","19","35-44","All races/ethnicities","Both sexes","170","33.3","510"
"PrEP coverage and number of persons prescribed","2017","Iowa","19","25-34","All races/ethnicities","Both sexes","307","23.8","1,290"
"PrEP coverage and number of persons prescribed","2017","Iowa","19","13-24","All races/ethnicities","Both sexes","117","9.8","1,190"
"PrEP coverage and number of persons prescribed","2017","Kansas","20","45-54","All races/ethnicities","Both sexes","91","14.0","650"
"PrEP coverage and number of persons prescribed","2017","Kansas","20","35-44","All races/ethnicities","Both sexes","119","17.0","700"
"PrEP coverage and number of persons prescribed","2017","Kansas","20","25-34","All races/ethnicities","Both sexes","197","10.6","1,860"
"PrEP coverage and number of persons prescribed","2017","Kansas","20","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","2,040"
"PrEP coverage and number of persons prescribed","2017","Kentucky","21","45-54","All races/ethnicities","Both sexes","143","6.2","2,320"
"PrEP coverage and number of persons prescribed","2017","Kentucky","21","35-44","All races/ethnicities","Both sexes","183","7.6","2,420"
"PrEP coverage and number of persons prescribed","2017","Kentucky","21","25-34","All races/ethnicities","Both sexes","303","6.3","4,780"
"PrEP coverage and number of persons prescribed","2017","Kentucky","21","13-24","All races/ethnicities","Both sexes","85","3.4","2,530"
"PrEP coverage and number of persons prescribed","2017","Louisiana","22","45-54","All races/ethnicities","Both sexes","312","16.3","1,920"
"PrEP coverage and number of persons prescribed","2017","Louisiana","22","35-44","All races/ethnicities","Both sexes","479","18.2","2,630"
"PrEP coverage and number of persons prescribed","2017","Louisiana","22","25-34","All races/ethnicities","Both sexes","866","15.3","5,660"
"PrEP coverage and number of persons prescribed","2017","Louisiana","22","13-24","All races/ethnicities","Both sexes","343","9.0","3,800"
"PrEP coverage and number of persons prescribed","2017","Maine","23","45-54","All races/ethnicities","Both sexes","64","9.4","680"
"PrEP coverage and number of persons prescribed","2017","Maine","23","35-44","All races/ethnicities","Both sexes","85","15.2","560"
"PrEP coverage and number of persons prescribed","2017","Maine","23","25-34","All races/ethnicities","Both sexes","87","7.0","1,240"
"PrEP coverage and number of persons prescribed","2017","Maine","23","13-24","All races/ethnicities","Both sexes","41","12.1","340"
"PrEP coverage and number of persons prescribed","2017","Maryland","24","45-54","All races/ethnicities","Both sexes","388","9.3","4,150"
"PrEP coverage and number of persons prescribed","2017","Maryland","24","35-44","All races/ethnicities","Both sexes","590","11.8","5,000"
"PrEP coverage and number of persons prescribed","2017","Maryland","24","25-34","All races/ethnicities","Both sexes","1,096","11.1","9,840"
"PrEP coverage and number of persons prescribed","2017","Maryland","24","13-24","All races/ethnicities","Both sexes","425","7.1","5,970"
"PrEP coverage and number of persons prescribed","2017","Massachusetts","25","45-54","All races/ethnicities","Both sexes","866","21.1","4,100"
"PrEP coverage and number of persons prescribed","2017","Massachusetts","25","35-44","All races/ethnicities","Both sexes","1,145","20.4","5,610"
"PrEP coverage and number of persons prescribed","2017","Massachusetts","25","25-34","All races/ethnicities","Both sexes","2,265","26.0","8,710"
"PrEP coverage and number of persons prescribed","2017","Massachusetts","25","13-24","All races/ethnicities","Both sexes","774","19.3","4,020"
"PrEP coverage and number of persons prescribed","2017","Michigan","26","45-54","All races/ethnicities","Both sexes","327","8.9","3,680"
"PrEP coverage and number of persons prescribed","2017","Michigan","26","35-44","All races/ethnicities","Both sexes","456","9.2","4,960"
"PrEP coverage and number of persons prescribed","2017","Michigan","26","25-34","All races/ethnicities","Both sexes","887","8.7","10,140"
"PrEP coverage and number of persons prescribed","2017","Michigan","26","13-24","All races/ethnicities","Both sexes","388","5.5","7,020"
"PrEP coverage and number of persons prescribed","2017","Minnesota","27","45-54","All races/ethnicities","Both sexes","371","7.8","4,750"
"PrEP coverage and number of persons prescribed","2017","Minnesota","27","35-44","All races/ethnicities","Both sexes","620","14.4","4,320"
"PrEP coverage and number of persons prescribed","2017","Minnesota","27","25-34","All races/ethnicities","Both sexes","983","13.5","7,260"
"PrEP coverage and number of persons prescribed","2017","Minnesota","27","13-24","All races/ethnicities","Both sexes","349","7.3","4,750"
"PrEP coverage and number of persons prescribed","2017","Mississippi","28","45-54","All races/ethnicities","Both sexes","87","12.8","680"
"PrEP coverage and number of persons prescribed","2017","Mississippi","28","35-44","All races/ethnicities","Both sexes","79","9.2","860"
"PrEP coverage and number of persons prescribed","2017","Mississippi","28","25-34","All races/ethnicities","Both sexes","165","9.8","1,680"
"PrEP coverage and number of persons prescribed","2017","Mississippi","28","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","1,390"
"PrEP coverage and number of persons prescribed","2017","Missouri","29","45-54","All races/ethnicities","Both sexes","341","15.8","2,160"
"PrEP coverage and number of persons prescribed","2017","Missouri","29","35-44","All races/ethnicities","Both sexes","402","13.2","3,040"
"PrEP coverage and number of persons prescribed","2017","Missouri","29","25-34","All races/ethnicities","Both sexes","717","9.6","7,440"
"PrEP coverage and number of persons prescribed","2017","Missouri","29","13-24","All races/ethnicities","Both sexes","263","5.4","4,890"
"PrEP coverage and number of persons prescribed","2017","Montana","30","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","90"
"PrEP coverage and number of persons prescribed","2017","Montana","30","35-44","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","800"
"PrEP coverage and number of persons prescribed","2017","Montana","30","25-34","All races/ethnicities","Both sexes","49","4.3","1,150"
"PrEP coverage and number of persons prescribed","2017","Montana","30","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","360"
"PrEP coverage and number of persons prescribed","2017","Nebraska","31","45-54","All races/ethnicities","Both sexes","58","24.2","240"
"PrEP coverage and number of persons prescribed","2017","Nebraska","31","35-44","All races/ethnicities","Both sexes","71","12.0","590"
"PrEP coverage and number of persons prescribed","2017","Nebraska","31","25-34","All races/ethnicities","Both sexes","130","13.0","1,000"
"PrEP coverage and number of persons prescribed","2017","Nebraska","31","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","590"
"PrEP coverage and number of persons prescribed","2017","Nevada","32","45-54","All races/ethnicities","Both sexes","220","13.3","1,650"
"PrEP coverage and number of persons prescribed","2017","Nevada","32","35-44","All races/ethnicities","Both sexes","279","13.6","2,050"
"PrEP coverage and number of persons prescribed","2017","Nevada","32","25-34","All races/ethnicities","Both sexes","383","8.6","4,430"
"PrEP coverage and number of persons prescribed","2017","Nevada","32","13-24","All races/ethnicities","Both sexes","101","5.7","1,760"
"PrEP coverage and number of persons prescribed","2017","New Hampshire","33","45-54","All races/ethnicities","Both sexes","51","7.7","660"
"PrEP coverage and number of persons prescribed","2017","New Hampshire","33","35-44","All races/ethnicities","Both sexes","72","9.6","750"
"PrEP coverage and number of persons prescribed","2017","New Hampshire","33","25-34","All races/ethnicities","Both sexes","111","16.8","660"
"PrEP coverage and number of persons prescribed","2017","New Hampshire","33","13-24","All races/ethnicities","Both sexes","40","6.1","660"
"PrEP coverage and number of persons prescribed","2017","New Jersey","34","45-54","All races/ethnicities","Both sexes","499","10.0","5,000"
"PrEP coverage and number of persons prescribed","2017","New Jersey","34","35-44","All races/ethnicities","Both sexes","803","14.6","5,510"
"PrEP coverage and number of persons prescribed","2017","New Jersey","34","25-34","All races/ethnicities","Both sexes","1,307","14.6","8,980"
"PrEP coverage and number of persons prescribed","2017","New Jersey","34","13-24","All races/ethnicities","Both sexes","454","8.8","5,180"
"PrEP coverage and number of persons prescribed","2017","New Mexico","35","45-54","All races/ethnicities","Both sexes","103","12.6","820"
"PrEP coverage and number of persons prescribed","2017","New Mexico","35","35-44","All races/ethnicities","Both sexes","146","9.5","1,530"
"PrEP coverage and number of persons prescribed","2017","New Mexico","35","25-34","All races/ethnicities","Both sexes","210","10.7","1,970"
"PrEP coverage and number of persons prescribed","2017","New Mexico","35","13-24","All races/ethnicities","Both sexes","79","4.6","1,730"
"PrEP coverage and number of persons prescribed","2017","New York","36","45-54","All races/ethnicities","Both sexes","2,809","24.6","11,420"
