Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"PrEP coverage and number of persons prescribed","2017","Nebraska","31","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","2,120"
"PrEP coverage and number of persons prescribed","2017","Nevada","32","Ages 13 years and older","All races/ethnicities","Female","80","5.9","1,350"
"PrEP coverage and number of persons prescribed","2017","Nevada","32","Ages 13 years and older","All races/ethnicities","Male","983","10.3","9,530"
"PrEP coverage and number of persons prescribed","2017","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","750"
"PrEP coverage and number of persons prescribed","2017","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","2,360"
"PrEP coverage and number of persons prescribed","2017","New Jersey","34","Ages 13 years and older","All races/ethnicities","Female","284","3.9","7,220"
"PrEP coverage and number of persons prescribed","2017","New Jersey","34","Ages 13 years and older","All races/ethnicities","Male","3,023","14.1","21,370"
"PrEP coverage and number of persons prescribed","2017","New Mexico","35","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","860"
"PrEP coverage and number of persons prescribed","2017","New Mexico","35","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","5,850"
"PrEP coverage and number of persons prescribed","2017","New York","36","Ages 13 years and older","All races/ethnicities","Female","1,720","11.2","15,350"
"PrEP coverage and number of persons prescribed","2017","New York","36","Ages 13 years and older","All races/ethnicities","Male","21,048","35.6","59,100"
"PrEP coverage and number of persons prescribed","2017","North Carolina","37","Ages 13 years and older","All races/ethnicities","Female","233","3.6","6,450"
"PrEP coverage and number of persons prescribed","2017","North Carolina","37","Ages 13 years and older","All races/ethnicities","Male","2,359","8.8","26,660"
"PrEP coverage and number of persons prescribed","2017","North Dakota","38","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","230"
"PrEP coverage and number of persons prescribed","2017","North Dakota","38","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,000"
"PrEP coverage and number of persons prescribed","2017","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Ohio","39","Ages 13 years and older","All races/ethnicities","Female","303","4.1","7,460"
"PrEP coverage and number of persons prescribed","2017","Ohio","39","Ages 13 years and older","All races/ethnicities","Male","3,176","9.5","33,480"
"PrEP coverage and number of persons prescribed","2017","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Female","52","2.8","1,870"
"PrEP coverage and number of persons prescribed","2017","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Male","478","5.2","9,150"
"PrEP coverage and number of persons prescribed","2017","Oregon","41","Ages 13 years and older","All races/ethnicities","Female","150","4.1","3,680"
"PrEP coverage and number of persons prescribed","2017","Oregon","41","Ages 13 years and older","All races/ethnicities","Male","1,912","11.2","17,050"
"PrEP coverage and number of persons prescribed","2017","Palau","70","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Palau","70","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Female","577","7.5","7,690"
"PrEP coverage and number of persons prescribed","2017","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Male","5,537","19.4","28,470"
"PrEP coverage and number of persons prescribed","2017","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","1,760"
"PrEP coverage and number of persons prescribed","2017","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","7,940"
"PrEP coverage and number of persons prescribed","2017","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","830"
"PrEP coverage and number of persons prescribed","2017","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,530"
"PrEP coverage and number of persons prescribed","2017","South Carolina","45","Ages 13 years and older","All races/ethnicities","Female","65","2.8","2,320"
"PrEP coverage and number of persons prescribed","2017","South Carolina","45","Ages 13 years and older","All races/ethnicities","Male","642","7.9","8,080"
"PrEP coverage and number of persons prescribed","2017","South Dakota","46","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","180"
"PrEP coverage and number of persons prescribed","2017","South Dakota","46","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","820"
"PrEP coverage and number of persons prescribed","2017","Tennessee","47","Ages 13 years and older","All races/ethnicities","Female","139","3.6","3,910"
"PrEP coverage and number of persons prescribed","2017","Tennessee","47","Ages 13 years and older","All races/ethnicities","Male","1,587","8.4","18,980"
"PrEP coverage and number of persons prescribed","2017","Texas","48","Ages 13 years and older","All races/ethnicities","Female","742","3.5","21,230"
"PrEP coverage and number of persons prescribed","2017","Texas","48","Ages 13 years and older","All races/ethnicities","Male","10,398","10.2","102,170"
"PrEP coverage and number of persons prescribed","2017","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2017","Utah","49","Ages 13 years and older","All races/ethnicities","Female","40","6.0","670"
"PrEP coverage and number of persons prescribed","2017","Utah","49","Ages 13 years and older","All races/ethnicities","Male","1,011","16.2","6,230"
"PrEP coverage and number of persons prescribed","2017","Vermont","50","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","450"
"PrEP coverage and number of persons prescribed","2017","Vermont","50","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,040"
"PrEP coverage and number of persons prescribed","2017","Virginia","51","Ages 13 years and older","All races/ethnicities","Female","140","2.0","7,140"
"PrEP coverage and number of persons prescribed","2017","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","1,919","7.2","26,530"
"PrEP coverage and number of persons prescribed","2017","Washington","53","Ages 13 years and older","All races/ethnicities","Female","361","4.7","7,730"
"PrEP coverage and number of persons prescribed","2017","Washington","53","Ages 13 years and older","All races/ethnicities","Male","5,984","21.5","27,870"
"PrEP coverage and number of persons prescribed","2017","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","630"
"PrEP coverage and number of persons prescribed","2017","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,030"
"PrEP coverage and number of persons prescribed","2017","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","76","3.4","2,240"
"PrEP coverage and number of persons prescribed","2017","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","1,216","10.1","11,990"
"PrEP coverage and number of persons prescribed","2017","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","140"
"PrEP coverage and number of persons prescribed","2017","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,270"
