time_period,state_name,state_fips,sex,hiv_diagnoses,hiv_diagnoses_per_100k,population
2022,North Dakota,38,Female,Data not available,Data not available,
2008,North Dakota,38,Male,11,4.1,270409.0
2009,North Dakota,38,Male,12,4.4,272462.0
2010,North Dakota,38,Male,9,3.2,285345.0
2011,North Dakota,38,Male,11,3.8,290342.0
2012,North Dakota,38,Male,6,2.0,297863.0
2013,North Dakota,38,Male,15,4.9,307320.0
2014,North Dakota,38,Male,17,5.4,314091.0
2015,North Dakota,38,Male,14,4.4,321148.0
2016,North Dakota,38,Male,27,8.4,320336.0
2017,North Dakota,38,Male,31,9.7,319699.0
2018,North Dakota,38,Male,23,7.2,320529.0
2019,North Dakota,38,Male,29,9.0,321922.0
2020 (COVID-19 Pandemic),North Dakota,38,Male,25,7.7,322892.0
2021,North Dakota,38,Male,23,Data not available,
2022,North Dakota,38,Male,Data not available,Data not available,
2008,Ohio,39,Both sexes,1051,11.0,9592881.0
2009,Ohio,39,Both sexes,1037,10.8,9616569.0
2010,Ohio,39,Both sexes,982,10.2,9610913.0
2011,Ohio,39,Both sexes,1040,10.8,9635177.0
2012,Ohio,39,Both sexes,1010,10.5,9657512.0
2013,Ohio,39,Both sexes,1036,10.7,9699189.0
2014,Ohio,39,Both sexes,945,9.7,9735364.0
2015,Ohio,39,Both sexes,921,9.4,9758173.0
2016,Ohio,39,Both sexes,954,9.8,9782170.0
2017,Ohio,39,Both sexes,982,10.0,9813505.0
2018,Ohio,39,Both sexes,973,9.9,9833643.0
2019,Ohio,39,Both sexes,965,9.8,9858082.0
2020 (COVID-19 Pandemic),Ohio,39,Both sexes,888,9.0,9866763.0
2021,Ohio,39,Both sexes,909,Data not available,
2022,Ohio,39,Both sexes,512,Data not available,
2008,Ohio,39,Female,215,4.3,4958343.0
2009,Ohio,39,Female,223,4.5,4967134.0
2010,Ohio,39,Female,167,3.4,4961710.0
2011,Ohio,39,Female,218,4.4,4971476.0
2012,Ohio,39,Female,176,3.5,4978455.0
2013,Ohio,39,Female,177,3.5,4994713.0
2014,Ohio,39,Female,131,2.6,5009930.0
2015,Ohio,39,Female,180,3.6,5019124.0
2016,Ohio,39,Female,189,3.8,5029196.0
2017,Ohio,39,Female,179,3.5,5043793.0
2018,Ohio,39,Female,171,3.4,5053047.0
2019,Ohio,39,Female,197,3.9,5063740.0
2020 (COVID-19 Pandemic),Ohio,39,Female,158,3.1,5067166.0
2021,Ohio,39,Female,204,Data not available,
2022,Ohio,39,Female,Data not available,Data not available,
2008,Ohio,39,Male,836,18.0,4634538.0
2009,Ohio,39,Male,814,17.5,4649435.0
2010,Ohio,39,Male,815,17.5,4649203.0
2011,Ohio,39,Male,822,17.6,4663701.0
2012,Ohio,39,Male,834,17.8,4679057.0
2013,Ohio,39,Male,859,18.3,4704476.0
2014,Ohio,39,Male,814,17.2,4725434.0
2015,Ohio,39,Male,741,15.6,4739049.0
2016,Ohio,39,Male,765,16.1,4752974.0
2017,Ohio,39,Male,803,16.8,4769712.0
2018,Ohio,39,Male,802,16.8,4780596.0
2019,Ohio,39,Male,768,16.0,4794342.0
2020 (COVID-19 Pandemic),Ohio,39,Male,730,15.2,4799597.0
2021,Ohio,39,Male,705,Data not available,
2022,Ohio,39,Male,Data not available,Data not available,
2008,Oklahoma,40,Both sexes,286,9.6,2985437.0
2009,Oklahoma,40,Both sexes,295,9.8,3014967.0
2010,Oklahoma,40,Both sexes,285,9.3,3080156.0
2011,Oklahoma,40,Both sexes,312,10.0,3105234.0
2012,Oklahoma,40,Both sexes,284,9.1,3132477.0
2013,Oklahoma,40,Both sexes,331,10.5,3161815.0
2014,Oklahoma,40,Both sexes,302,9.5,3184677.0
2015,Oklahoma,40,Both sexes,312,9.7,3211785.0
2016,Oklahoma,40,Both sexes,293,9.1,3229148.0
2017,Oklahoma,40,Both sexes,300,9.3,3238822.0
2018,Oklahoma,40,Both sexes,278,8.5,3252102.0
2019,Oklahoma,40,Both sexes,336,10.3,3272310.0
2020 (COVID-19 Pandemic),Oklahoma,40,Both sexes,333,10.1,3295987.0
2021,Oklahoma,40,Both sexes,383,Data not available,
2022,Oklahoma,40,Both sexes,179,Data not available,
2008,Oklahoma,40,Female,48,3.1,1523939.0
2009,Oklahoma,40,Female,52,3.4,1537381.0
2010,Oklahoma,40,Female,48,3.1,1567659.0
2011,Oklahoma,40,Female,56,3.5,1580052.0
2012,Oklahoma,40,Female,48,3.0,1592566.0
2013,Oklahoma,40,Female,48,3.0,1606597.0
2014,Oklahoma,40,Female,51,3.2,1617974.0
2015,Oklahoma,40,Female,44,2.7,1631310.0
2016,Oklahoma,40,Female,53,3.2,1640237.0
2017,Oklahoma,40,Female,51,3.1,1645254.0
2018,Oklahoma,40,Female,49,3.0,1652284.0
2019,Oklahoma,40,Female,65,3.9,1662762.0
2020 (COVID-19 Pandemic),Oklahoma,40,Female,46,2.7,1675009.0
2021,Oklahoma,40,Female,68,Data not available,
2022,Oklahoma,40,Female,Data not available,Data not available,
2008,Oklahoma,40,Male,238,16.3,1461498.0
2009,Oklahoma,40,Male,243,16.4,1477586.0
2010,Oklahoma,40,Male,237,15.7,1512497.0
2011,Oklahoma,40,Male,256,16.8,1525182.0
2012,Oklahoma,40,Male,236,15.3,1539911.0
2013,Oklahoma,40,Male,283,18.2,1555218.0
2014,Oklahoma,40,Male,251,16.0,1566703.0
2015,Oklahoma,40,Male,268,17.0,1580475.0
2016,Oklahoma,40,Male,240,15.1,1588911.0
2017,Oklahoma,40,Male,249,15.6,1593568.0
2018,Oklahoma,40,Male,229,14.3,1599818.0
2019,Oklahoma,40,Male,271,16.8,1609548.0
2020 (COVID-19 Pandemic),Oklahoma,40,Male,287,17.7,1620978.0
2021,Oklahoma,40,Male,315,Data not available,
2022,Oklahoma,40,Male,Data not available,Data not available,
2008,Oregon,41,Both sexes,286,9.1,3159664.0
2009,Oregon,41,Both sexes,247,7.7,3197425.0
2010,Oregon,41,Both sexes,238,7.4,3217519.0
2011,Oregon,41,Both sexes,239,7.3,3253101.0
2012,Oregon,41,Both sexes,270,8.2,3283001.0
2013,Oregon,41,Both sexes,229,6.9,3310101.0
2014,Oregon,41,Both sexes,238,7.1,3349717.0
2015,Oregon,41,Both sexes,222,6.5,3398816.0
2016,Oregon,41,Both sexes,228,6.6,3467811.0
2017,Oregon,41,Both sexes,203,5.8,3520920.0
2018,Oregon,41,Both sexes,229,6.4,3560147.0
2019,Oregon,41,Both sexes,199,5.5,3597502.0
2020 (COVID-19 Pandemic),Oregon,41,Both sexes,180,5.0,3629434.0
2021,Oregon,41,Both sexes,199,Data not available,
2022,Oregon,41,Both sexes,183,Data not available,
2008,Oregon,41,Female,47,2.9,1602960.0
2009,Oregon,41,Female,25,1.5,1620912.0
2010,Oregon,41,Female,28,1.7,1635743.0
2011,Oregon,41,Female,25,1.5,1654044.0
2012,Oregon,41,Female,30,1.8,1668463.0
2013,Oregon,41,Female,28,1.7,1682007.0
2014,Oregon,41,Female,22,1.3,1701778.0
2015,Oregon,41,Female,25,1.4,1725906.0
2016,Oregon,41,Female,27,1.5,1759994.0
2017,Oregon,41,Female,37,2.1,1785947.0
2018,Oregon,41,Female,34,1.9,1805151.0
2019,Oregon,41,Female,18,1.0,1824100.0
2020 (COVID-19 Pandemic),Oregon,41,Female,21,1.1,1840530.0
2021,Oregon,41,Female,29,Data not available,
2022,Oregon,41,Female,Data not available,Data not available,
2008,Oregon,41,Male,239,15.4,1556704.0
2009,Oregon,41,Male,222,14.1,1576513.0
2010,Oregon,41,Male,210,13.3,1581776.0
2011,Oregon,41,Male,214,13.4,1599057.0
2012,Oregon,41,Male,240,14.9,1614538.0
2013,Oregon,41,Male,201,12.3,1628094.0
2014,Oregon,41,Male,216,13.1,1647939.0
2015,Oregon,41,Male,197,11.8,1672910.0
2016,Oregon,41,Male,201,11.8,1707817.0
2017,Oregon,41,Male,166,9.6,1734973.0
2018,Oregon,41,Male,195,11.1,1754996.0
2019,Oregon,41,Male,181,10.2,1773402.0
2020 (COVID-19 Pandemic),Oregon,41,Male,159,8.9,1788904.0
2021,Oregon,41,Male,170,Data not available,
2022,Oregon,41,Male,Data not available,Data not available,
2008,Pennsylvania,42,Both sexes,1752,16.5,10618093.0
2009,Pennsylvania,42,Both sexes,1636,15.3,10659191.0
2010,Pennsylvania,42,Both sexes,1472,13.7,10760184.0
2011,Pennsylvania,42,Both sexes,1364,12.6,10803180.0
2012,Pennsylvania,42,Both sexes,1413,13.0,10835024.0
2013,Pennsylvania,42,Both sexes,1290,11.9,10860069.0
2014,Pennsylvania,42,Both sexes,1198,11.0,10882318.0
2015,Pennsylvania,42,Both sexes,1163,10.7,10885300.0
2016,Pennsylvania,42,Both sexes,1127,10.3,10892236.0
2017,Pennsylvania,42,Both sexes,1093,10.0,10904982.0
2018,Pennsylvania,42,Both sexes,1018,9.3,10925277.0
2019,Pennsylvania,42,Both sexes,993,9.1,10926551.0
2020 (COVID-19 Pandemic),Pennsylvania,42,Both sexes,775,7.1,10925566.0
2021,Pennsylvania,42,Both sexes,913,Data not available,
2022,Pennsylvania,42,Both sexes,595,Data not available,
2008,Pennsylvania,42,Female,502,9.1,5497523.0
2009,Pennsylvania,42,Female,421,7.6,5513879.0
2010,Pennsylvania,42,Female,352,6.3,5561722.0
2011,Pennsylvania,42,Female,313,5.6,5578323.0
2012,Pennsylvania,42,Female,354,6.3,5587703.0
2013,Pennsylvania,42,Female,265,4.7,5594386.0
2014,Pennsylvania,42,Female,251,4.5,5602942.0
2015,Pennsylvania,42,Female,252,4.5,5600253.0
2016,Pennsylvania,42,Female,251,4.5,5600566.0
2017,Pennsylvania,42,Female,232,4.1,5605467.0
2018,Pennsylvania,42,Female,228,4.1,5612890.0
2019,Pennsylvania,42,Female,230,4.1,5612282.0
2020 (COVID-19 Pandemic),Pennsylvania,42,Female,159,2.8,5608940.0
2021,Pennsylvania,42,Female,195,Data not available,
2022,Pennsylvania,42,Female,Data not available,Data not available,
2008,Pennsylvania,42,Male,"1,250",24.4,5120570.0
2009,Pennsylvania,42,Male,"1,215",23.6,5145312.0
2010,Pennsylvania,42,Male,"1,120",21.5,5198462.0
2011,Pennsylvania,42,Male,"1,051",20.1,5224857.0
2012,Pennsylvania,42,Male,"1,059",20.2,5247321.0
2013,Pennsylvania,42,Male,"1,025",19.5,5265683.0
2014,Pennsylvania,42,Male,947,17.9,5279376.0
2015,Pennsylvania,42,Male,911,17.2,5285047.0
2016,Pennsylvania,42,Male,876,16.6,5291670.0
2017,Pennsylvania,42,Male,861,16.2,5299515.0
2018,Pennsylvania,42,Male,790,14.9,5312387.0
2019,Pennsylvania,42,Male,763,14.4,5314269.0
2020 (COVID-19 Pandemic),Pennsylvania,42,Male,616,11.6,5316626.0
2021,Pennsylvania,42,Male,718,Data not available,
2022,Pennsylvania,42,Male,Data not available,Data not available,
2008,Rhode Island,44,Both sexes,123,13.8,893608.0
2009,Rhode Island,44,Both sexes,117,13.1,894466.0
2010,Rhode Island,44,Both sexes,114,12.7,898553.0
2011,Rhode Island,44,Both sexes,96,10.7,899920.0
2012,Rhode Island,44,Both sexes,79,8.8,902754.0
2013,Rhode Island,44,Both sexes,76,8.4,905075.0
2014,Rhode Island,44,Both sexes,89,9.8,907577.0
2015,Rhode Island,44,Both sexes,64,7.0,909071.0
2016,Rhode Island,44,Both sexes,72,7.9,910845.0
2017,Rhode Island,44,Both sexes,86,9.4,911118.0
2018,Rhode Island,44,Both sexes,76,8.3,914386.0
2019,Rhode Island,44,Both sexes,71,7.8,914729.0
2020 (COVID-19 Pandemic),Rhode Island,44,Both sexes,53,5.8,914950.0
2021,Rhode Island,44,Both sexes,68,Data not available,
2022,Rhode Island,44,Both sexes,35,Data not available,
2008,Rhode Island,44,Female,44,9.5,464544.0
2009,Rhode Island,44,Female,26,5.6,464414.0
2010,Rhode Island,44,Female,26,5.5,468848.0
2011,Rhode Island,44,Female,14,3.0,469045.0
2012,Rhode Island,44,Female,19,4.0,470064.0
2013,Rhode Island,44,Female,17,3.6,470666.0
2014,Rhode Island,44,Female,16,3.4,471359.0
2015,Rhode Island,44,Female,17,3.6,471427.0
2016,Rhode Island,44,Female,18,3.8,471974.0
2017,Rhode Island,44,Female,16,3.4,471913.0
2018,Rhode Island,44,Female,13,2.7,473055.0
2019,Rhode Island,44,Female,10,2.1,473092.0
2020 (COVID-19 Pandemic),Rhode Island,44,Female,12,2.5,472969.0
2021,Rhode Island,44,Female,11,Data not available,
2022,Rhode Island,44,Female,Data not available,Data not available,
2008,Rhode Island,44,Male,79,18.4,429064.0
2009,Rhode Island,44,Male,91,21.2,430052.0
2010,Rhode Island,44,Male,88,20.5,429705.0
2011,Rhode Island,44,Male,82,19.0,430875.0
2012,Rhode Island,44,Male,60,13.9,432690.0
2013,Rhode Island,44,Male,59,13.6,434409.0
2014,Rhode Island,44,Male,73,16.7,436218.0
2015,Rhode Island,44,Male,47,10.7,437644.0
2016,Rhode Island,44,Male,54,12.3,438871.0
2017,Rhode Island,44,Male,70,15.9,439205.0
2018,Rhode Island,44,Male,63,14.3,441331.0
2019,Rhode Island,44,Male,61,13.8,441637.0
2020 (COVID-19 Pandemic),Rhode Island,44,Male,41,9.3,441981.0
2021,Rhode Island,44,Male,57,Data not available,
2022,Rhode Island,44,Male,Data not available,Data not available,
2008,South Carolina,45,Both sexes,702,18.8,3732320.0
2009,South Carolina,45,Both sexes,749,19.8,3780746.0
2010,South Carolina,45,Both sexes,760,19.7,3857597.0
2011,South Carolina,45,Both sexes,737,18.9,3895019.0
2012,South Carolina,45,Both sexes,692,17.6,3940783.0
2013,South Carolina,45,Both sexes,702,17.6,3990748.0
2014,South Carolina,45,Both sexes,756,18.7,4049081.0
2015,South Carolina,45,Both sexes,672,16.3,4112528.0
2016,South Carolina,45,Both sexes,744,17.8,4174861.0
2017,South Carolina,45,Both sexes,708,16.7,4235109.0
2018,South Carolina,45,Both sexes,725,16.9,4296349.0
2019,South Carolina,45,Both sexes,722,16.6,4360421.0
2020 (COVID-19 Pandemic),South Carolina,45,Both sexes,655,14.8,4423050.0
2021,South Carolina,45,Both sexes,663,Data not available,
2022,South Carolina,45,Both sexes,425,Data not available,
2008,South Carolina,45,Female,204,10.5,1933817.0
2009,South Carolina,45,Female,167,8.5,1959286.0
2010,South Carolina,45,Female,193,9.7,1998350.0
2011,South Carolina,45,Female,177,8.8,2018802.0
2012,South Carolina,45,Female,154,7.5,2042432.0
2013,South Carolina,45,Female,169,8.2,2068484.0
2014,South Carolina,45,Female,138,6.6,2099558.0
2015,South Carolina,45,Female,136,6.4,2132823.0
2016,South Carolina,45,Female,155,7.2,2166414.0
2017,South Carolina,45,Female,159,7.2,2199428.0
2018,South Carolina,45,Female,161,7.2,2232959.0
2019,South Carolina,45,Female,134,5.9,2268317.0
2020 (COVID-19 Pandemic),South Carolina,45,Female,135,5.9,2304395.0
2021,South Carolina,45,Female,143,Data not available,
2022,South Carolina,45,Female,Data not available,Data not available,
2008,South Carolina,45,Male,498,27.7,1798503.0
2009,South Carolina,45,Male,582,32.0,1821460.0
2010,South Carolina,45,Male,567,30.5,1859247.0
2011,South Carolina,45,Male,560,29.8,1876217.0
2012,South Carolina,45,Male,538,28.3,1898351.0
2013,South Carolina,45,Male,533,27.7,1922264.0
2014,South Carolina,45,Male,618,31.7,1949523.0
2015,South Carolina,45,Male,536,27.1,1979705.0
2016,South Carolina,45,Male,589,29.3,2008447.0
2017,South Carolina,45,Male,549,27.0,2035681.0
2018,South Carolina,45,Male,564,27.3,2063390.0
2019,South Carolina,45,Male,588,28.1,2092104.0
2020 (COVID-19 Pandemic),South Carolina,45,Male,520,24.5,2118655.0
2021,South Carolina,45,Male,520,Data not available,
2022,South Carolina,45,Male,Data not available,Data not available,
2008,South Dakota,46,Both sexes,28,4.2,661864.0
2009,South Dakota,46,Both sexes,24,3.6,667951.0
2010,South Dakota,46,Both sexes,32,4.8,668066.0
2011,South Dakota,46,Both sexes,19,2.8,674113.0
2012,South Dakota,46,Both sexes,25,3.7,682700.0
2013,South Dakota,46,Both sexes,33,4.8,689670.0
2014,South Dakota,46,Both sexes,29,4.2,694928.0
2015,South Dakota,46,Both sexes,24,3.4,698337.0
2016,South Dakota,46,Both sexes,42,6.0,705776.0
2017,South Dakota,46,Both sexes,41,5.7,714433.0
2018,South Dakota,46,Both sexes,29,4.0,720021.0
2019,South Dakota,46,Both sexes,33,4.5,727796.0
2020 (COVID-19 Pandemic),South Dakota,46,Both sexes,34,4.6,734073.0
2021,South Dakota,46,Both sexes,30,Data not available,
2022,South Dakota,46,Both sexes,23,Data not available,
2008,South Dakota,46,Female,6,1.8,333414.0
2009,South Dakota,46,Female,7,2.1,335834.0
2010,South Dakota,46,Female,13,3.9,335643.0
2011,South Dakota,46,Female,6,1.8,337633.0
2012,South Dakota,46,Female,9,2.6,341098.0
2013,South Dakota,46,Female,10,2.9,344190.0
2014,South Dakota,46,Female,11,3.2,346489.0
2015,South Dakota,46,Female,7,2.0,347911.0
2016,South Dakota,46,Female,7,2.0,351295.0
2017,South Dakota,46,Female,9,2.5,355249.0
2018,South Dakota,46,Female,4,1.1,357965.0
2019,South Dakota,46,Female,9,2.5,361775.0
2020 (COVID-19 Pandemic),South Dakota,46,Female,8,2.2,364605.0
2021,South Dakota,46,Female,6,Data not available,
2022,South Dakota,46,Female,Data not available,Data not available,
2008,South Dakota,46,Male,22,6.7,328450.0
2009,South Dakota,46,Male,17,5.1,332117.0
2010,South Dakota,46,Male,19,5.7,332423.0
2011,South Dakota,46,Male,13,3.9,336480.0
2012,South Dakota,46,Male,16,4.7,341602.0
2013,South Dakota,46,Male,23,6.7,345480.0
2014,South Dakota,46,Male,18,5.2,348439.0
2015,South Dakota,46,Male,17,4.9,350426.0
2016,South Dakota,46,Male,35,9.9,354481.0
2017,South Dakota,46,Male,32,8.9,359184.0
2018,South Dakota,46,Male,25,6.9,362056.0
2019,South Dakota,46,Male,24,6.6,366021.0
2020 (COVID-19 Pandemic),South Dakota,46,Male,26,7.0,369468.0
2021,South Dakota,46,Male,24,Data not available,
2022,South Dakota,46,Male,Data not available,Data not available,
2008,Tennessee,47,Both sexes,998,19.3,5169975.0
2009,Tennessee,47,Both sexes,927,17.8,5219117.0
2010,Tennessee,47,Both sexes,849,16.1,5282878.0
2011,Tennessee,47,Both sexes,839,15.7,5329402.0
2012,Tennessee,47,Both sexes,850,15.8,5383978.0
2013,Tennessee,47,Both sexes,767,14.1,5427127.0
2014,Tennessee,47,Both sexes,756,13.8,5474765.0
2015,Tennessee,47,Both sexes,738,13.4,5522791.0
2016,Tennessee,47,Both sexes,712,12.8,5575409.0
2017,Tennessee,47,Both sexes,721,12.8,5635783.0
2018,Tennessee,47,Both sexes,742,13.0,5695810.0
2019,Tennessee,47,Both sexes,773,13.4,5748728.0
2020 (COVID-19 Pandemic),Tennessee,47,Both sexes,647,11.1,5806801.0
2021,Tennessee,47,Both sexes,831,Data not available,
2022,Tennessee,47,Both sexes,575,Data not available,
2008,Tennessee,47,Female,272,10.2,2675218.0
2009,Tennessee,47,Female,246,9.1,2698512.0
2010,Tennessee,47,Female,198,7.2,2732774.0
2011,Tennessee,47,Female,203,7.4,2756779.0
2012,Tennessee,47,Female,193,6.9,2783153.0
2013,Tennessee,47,Female,147,5.2,2804466.0
2014,Tennessee,47,Female,159,5.6,2828182.0
2015,Tennessee,47,Female,142,5.0,2852698.0
2016,Tennessee,47,Female,123,4.3,2879762.0
2017,Tennessee,47,Female,126,4.3,2909800.0
2018,Tennessee,47,Female,136,4.6,2940903.0
2019,Tennessee,47,Female,146,4.9,2968981.0
2020 (COVID-19 Pandemic),Tennessee,47,Female,104,3.5,3000317.0
2021,Tennessee,47,Female,162,Data not available,
2022,Tennessee,47,Female,Data not available,Data not available,
2008,Tennessee,47,Male,726,29.1,2494757.0
2009,Tennessee,47,Male,681,27.0,2520605.0
2010,Tennessee,47,Male,651,25.5,2550104.0
2011,Tennessee,47,Male,636,24.7,2572623.0
2012,Tennessee,47,Male,657,25.3,2600825.0
2013,Tennessee,47,Male,620,23.6,2622661.0
2014,Tennessee,47,Male,597,22.6,2646583.0
2015,Tennessee,47,Male,596,22.3,2670093.0
2016,Tennessee,47,Male,589,21.9,2695647.0
2017,Tennessee,47,Male,595,21.8,2725983.0
2018,Tennessee,47,Male,606,22.0,2754907.0
2019,Tennessee,47,Male,627,22.6,2779747.0
2020 (COVID-19 Pandemic),Tennessee,47,Male,543,19.3,2806484.0
2021,Tennessee,47,Male,669,Data not available,
2022,Tennessee,47,Male,Data not available,Data not available,
2008,Texas,48,Both sexes,4165,21.6,19307235.0
2009,Texas,48,Both sexes,4353,22.1,19664635.0
2010,Texas,48,Both sexes,4445,22.0,20236102.0
2011,Texas,48,Both sexes,4263,20.7,20593698.0
2012,Texas,48,Both sexes,4321,20.6,20991957.0
2013,Texas,48,Both sexes,4332,20.3,21356561.0
2014,Texas,48,Both sexes,4427,20.3,21787726.0
2015,Texas,48,Both sexes,4524,20.4,22224379.0
2016,Texas,48,Both sexes,4532,20.0,22620823.0
2017,Texas,48,Both sexes,4356,19.0,22976955.0
2018,Texas,48,Both sexes,4425,19.0,23306802.0
2019,Texas,48,Both sexes,4342,18.3,23663168.0
2020 (COVID-19 Pandemic),Texas,48,Both sexes,3548,14.8,24036393.0
2021,Texas,48,Both sexes,4349,Data not available,
2022,Texas,48,Both sexes,2595,Data not available,
2008,Texas,48,Female,937,9.6,9733462.0
2009,Texas,48,Female,964,9.7,9904188.0
2010,Texas,48,Female,972,9.5,10271712.0
2011,Texas,48,Female,879,8.4,10451306.0
2012,Texas,48,Female,821,7.7,10646450.0
2013,Texas,48,Female,812,7.5,10826411.0
2014,Texas,48,Female,816,7.4,11041435.0
2015,Texas,48,Female,831,7.4,11256682.0
2016,Texas,48,Female,787,6.9,11456047.0
2017,Texas,48,Female,750,6.4,11635300.0
2018,Texas,48,Female,778,6.6,11803943.0
2019,Texas,48,Female,782,6.5,11982637.0
2020 (COVID-19 Pandemic),Texas,48,Female,592,4.9,12169693.0
2021,Texas,48,Female,751,Data not available,
2022,Texas,48,Female,Data not available,Data not available,
2008,Texas,48,Male,"3,228",33.7,9573773.0
2009,Texas,48,Male,"3,389",34.7,9760447.0
2010,Texas,48,Male,"3,473",34.9,9964390.0
2011,Texas,48,Male,"3,384",33.4,10142392.0
2012,Texas,48,Male,"3,500",33.8,10345507.0
2013,Texas,48,Male,"3,520",33.4,10530150.0
2014,Texas,48,Male,"3,611",33.6,10746291.0
2015,Texas,48,Male,"3,693",33.7,10967697.0
2016,Texas,48,Male,"3,745",33.5,11164776.0
2017,Texas,48,Male,"3,606",31.8,11341655.0
2018,Texas,48,Male,"3,647",31.7,11502859.0
2019,Texas,48,Male,"3,560",30.5,11680531.0
2020 (COVID-19 Pandemic),Texas,48,Male,"2,956",24.9,11866700.0
2021,Texas,48,Male,"3,598",Data not available,
2022,Texas,48,Male,Data not available,Data not available,
2008,Utah,49,Both sexes,132,6.3,2086097.0
2009,Utah,49,Both sexes,122,5.7,2126805.0
2010,Utah,49,Both sexes,83,3.9,2119623.0
2011,Utah,49,Both sexes,107,5.0,2154498.0
2012,Utah,49,Both sexes,121,5.5,2191763.0
2013,Utah,49,Both sexes,109,4.9,2233546.0
2014,Utah,49,Both sexes,113,5.0,2272041.0
2015,Utah,49,Both sexes,123,5.3,2315120.0
2016,Utah,49,Both sexes,139,5.9,2371833.0
2017,Utah,49,Both sexes,113,4.7,2430029.0
2018,Utah,49,Both sexes,120,4.8,2483961.0
2019,Utah,49,Both sexes,135,5.3,2536760.0
2020 (COVID-19 Pandemic),Utah,49,Both sexes,131,5.1,2588940.0
2021,Utah,49,Both sexes,133,Data not available,
2022,Utah,49,Both sexes,41,Data not available,
2008,Utah,49,Female,19,1.8,1043721.0
2009,Utah,49,Female,14,1.3,1063831.0
2010,Utah,49,Female,12,1.1,1061785.0
2011,Utah,49,Female,17,1.6,1079069.0
2012,Utah,49,Female,18,1.6,1096901.0
2013,Utah,49,Female,15,1.3,1117173.0
2014,Utah,49,Female,16,1.4,1136218.0
2015,Utah,49,Female,12,1.0,1156969.0
2016,Utah,49,Female,21,1.8,1184744.0
2017,Utah,49,Female,11,0.9,1213258.0
2018,Utah,49,Female,10,0.8,1239596.0
2019,Utah,49,Female,10,0.8,1265403.0
2020 (COVID-19 Pandemic),Utah,49,Female,13,1.0,1289991.0
2021,Utah,49,Female,10,Data not available,
2022,Utah,49,Female,Data not available,Data not available,
2008,Utah,49,Male,113,10.8,1042376.0
2009,Utah,49,Male,108,10.2,1062974.0
2010,Utah,49,Male,71,6.7,1057838.0
2011,Utah,49,Male,90,8.4,1075429.0
2012,Utah,49,Male,103,9.4,1094862.0
2013,Utah,49,Male,94,8.4,1116373.0
2014,Utah,49,Male,97,8.5,1135823.0
2015,Utah,49,Male,111,9.6,1158151.0
2016,Utah,49,Male,118,9.9,1187089.0
2017,Utah,49,Male,102,8.4,1216771.0
2018,Utah,49,Male,110,8.8,1244365.0
2019,Utah,49,Male,125,9.8,1271357.0
2020 (COVID-19 Pandemic),Utah,49,Male,118,9.1,1298949.0
2021,Utah,49,Male,123,Data not available,
2022,Utah,49,Male,Data not available,Data not available,
2008,Vermont,50,Both sexes,18,3.4,533825.0
2009,Vermont,50,Both sexes,17,3.2,535123.0
2010,Vermont,50,Both sexes,20,3.7,537113.0
2011,Vermont,50,Both sexes,13,2.4,539532.0
2012,Vermont,50,Both sexes,14,2.6,539941.0
2013,Vermont,50,Both sexes,13,2.4,541308.0
2014,Vermont,50,Both sexes,16,3.0,541335.0
2015,Vermont,50,Both sexes,14,2.6,542178.0
2016,Vermont,50,Both sexes,5,0.9,541932.0
2017,Vermont,50,Both sexes,20,3.7,543325.0
2018,Vermont,50,Both sexes,18,3.3,543845.0
2019,Vermont,50,Both sexes,11,2.0,544186.0
2020 (COVID-19 Pandemic),Vermont,50,Both sexes,12,2.2,544610.0
2021,Vermont,50,Both sexes,13,Data not available,
2022,Vermont,50,Both sexes,3,Data not available,
2008,Vermont,50,Female,3,1.1,273042.0
2009,Vermont,50,Female,4,1.5,273476.0
2010,Vermont,50,Female,2,0.7,274467.0
2011,Vermont,50,Female,1,0.4,275460.0
2012,Vermont,50,Female,4,1.5,275595.0
2013,Vermont,50,Female,1,0.4,276044.0
2014,Vermont,50,Female,5,1.8,276029.0
2015,Vermont,50,Female,5,1.8,276492.0
2016,Vermont,50,Female,0,0.0,276168.0
2017,Vermont,50,Female,6,2.2,276830.0
2018,Vermont,50,Female,3,1.1,277075.0
2019,Vermont,50,Female,1,0.4,277043.0
2020 (COVID-19 Pandemic),Vermont,50,Female,2,0.7,277181.0
2021,Vermont,50,Female,2,Data not available,
2022,Vermont,50,Female,Data not available,Data not available,
2008,Vermont,50,Male,15,5.8,260783.0
2009,Vermont,50,Male,13,5.0,261647.0
2010,Vermont,50,Male,18,6.9,262646.0
2011,Vermont,50,Male,12,4.5,264072.0
2012,Vermont,50,Male,10,3.8,264346.0
2013,Vermont,50,Male,12,4.5,265264.0
2014,Vermont,50,Male,11,4.1,265306.0
2015,Vermont,50,Male,9,3.4,265686.0
2016,Vermont,50,Male,5,1.9,265764.0
2017,Vermont,50,Male,14,5.3,266495.0
2018,Vermont,50,Male,15,5.6,266770.0
2019,Vermont,50,Male,10,3.7,267143.0
2020 (COVID-19 Pandemic),Vermont,50,Male,10,3.7,267429.0
2021,Vermont,50,Male,11,Data not available,
2022,Vermont,50,Male,Data not available,Data not available,
2008,Virginia,51,Both sexes,1054,16.3,6472126.0
2009,Virginia,51,Both sexes,970,14.8,6543736.0
2010,Virginia,51,Both sexes,991,14.8,6692749.0
